
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 8, 2003 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	5,806	5,845	313	370	9,488	10,999	271	285	10,946												
NEW ENGLAND	174	126	1	1	281	361	23	13	1,575												
Maine	7	2	1	-	5	20	-	-	768												
N.H.	14	6	-	-	7	13	2	-	-												
Vt.	1	1	-	-	7	4	-	-	651												
Mass.	118	84	-	1	186	188	12	7	151												
R.I.	16	6	-	-	28	46	2	-	5												
Conn.	18	27	-	-	48	90	7	6	-												
MID. ATLANTIC	734	642	55	57	1,841	1,904	47	72	33												
Upstate N.Y.	37	29	9	4	242	267	10	8	N												
N.Y. City	418	377	31	23	984	914	17	39	-												
N.J.	142	142	15	29	359	438	14	17	-												
Pa.	137	94	-	1	256	285	6	8	33												
E.N. CENTRAL	749	1,067	64	57	950	1,120	17	31	4,776												
Ohio	181	141	3	3	171	197	2	6	1,020												
Ind.	44	53	10	3	112	107	4	2	-												
Ill.	288	417	19	34	444	525	1	15	-												
Mich.	225	432	32	17	171	232	10	4	3,042												
Wis.	11	24	-	-	52	59	-	4	714												
W.N. CENTRAL	124	112	4	2	407	453	4	9	49												
Minn.	36	54	-	1	163	202	-	3	N												
Iowa	7	2	-	-	25	24	2	-	N												
Mo.	46	31	4	1	99	115	1	2	-												
N. Dak.	2	-	-	-	-	4	-	-	49												
S. Dak.	2	-	-	-	16	11	-	-	-												
Nebr.	8	6	-	-	18	23	1	4	-												
Kans.	23	19	-	-	86	74	-	-	-												
S. ATLANTIC	1,562	1,487	57	82	1,930	2,272	45	40	1,887												
Del.	6	10	-	-	23	14	-	-	28												
Md.	252	176	10	15	207	253	8	7	-												
D.C.	49	51	-	1	-	-	-	-	27												
Va.	69	62	1	1	222	233	12	7	473												
W. Va.	2	2	-	-	19	28	-	-	1,132												
N.C.	138	255	16	18	281	305	9	2	N												
S.C.	87	118	4	11	147	145	-	-	227												
Ga.	400	322	6	13	315	457	7	5	-												
Fla.	559	491	20	23	716	837	9	19	N												
E.S. CENTRAL	273	422	10	26	566	653	5	4	1												
Ky.	31	83	1	3	104	113	1	4	N												
Tenn.	119	153	3	8	181	252	2	-	N												
Ala.	104	143	4	9	197	179	2	-	-												
Miss.	19	43	2	6	84	109	-	-	1												
W.S. CENTRAL	817	736	56	80	1,234	1,616	34	28	2,095												
Ark.	49	30	-	11	78	110	-	-	-												
La.	144	133	-	-	-	-	-	-	11												
Okla.	57	59	1	2	124	144	1	2	N												
Tex.	567	514	55	67	1,032	1,362	33	26	2,084												
MOUNTAIN	259	280	22	16	329	359	5	9	530												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	11	7	-	-	8	13	-	-	N												
Wyo.	-	-	-	-	4	3	-	-	43												
Colo.	24	58	3	2	62	82	3	4	-												
N. Mex.	52	32	1	-	6	32	-	1	3												
Ariz.	158	165	18	14	189	183	2	-	4												
Utah	4	6	-	-	33	26	-	2	480												
Nev.	10	12	-	-	22	14	-	2	-												
PACIFIC	1,114	973	44	49	1,950	2,261	91	79	-												
Wash.	69	53	-	1	212	211	3	4	-												
Oreg.	40	20	-	-	88	100	5	2	-												
Calif.	1,003	892	44	47	1,544	1,781	82	68	-												
Alaska	-	-	-	-	47	43	-	-	-												
Hawaii	2	8	-	1	59	126	1	5	-												
Guam	-	6	-	-	-	61	-	-	-												
P.R.	174	247	1	21	86	90	-	-	392												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


