
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 24, 2006 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	29	50	334	1,518	1,597	103	166	334	3,774	3,959	506	804	3,204	25,400	15,563						
NEW ENGLAND	-	1	24	13	140	7	4	17	95	102	19	45	144	882	3,270						
Conn.	U	0	7	U	59	-	0	11	19	20	U	10	58	U	930						
Maine	N	0	0	N	N	1	0	2	8	1	-	5	20	151	206						
Mass.	-	0	6	-	66	5	2	5	57	70	-	15	54	92	1,440						
N.H.	-	0	0	-	-	1	0	2	6	6	-	6	23	181	160						
R.I.	-	0	11	4	7	-	0	6	3	5	-	0	0	-	-						
Vt.	-	0	2	9	8	-	0	1	2	-	19	10	50	458	534						
MID. ATLANTIC	2	3	15	92	143	9	21	35	526	490	53	102	183	2,909	2,939						
N.J.	N	0	0	N	N	-	2	7	79	68	-	0	0	-	-						
N.Y. (Upstate)	1	1	10	32	58	3	2	14	77	32	-	0	0	-	-						
N.Y. City	U	0	0	U	U	6	10	22	256	309	-	0	0	-	-						
Pa.	1	2	9	60	85	-	5	9	114	81	53	102	183	2,909	2,939						
E.N. CENTRAL	9	11	41	369	391	18	18	38	398	425	169	213	577	9,473	3,625						
Ill.	-	1	3	11	15	4	9	23	197	240	-	1	5	12	53						
Ind.	9	2	21	99	120	-	1	4	31	34	N	0	347	N	70						
Mich.	-	0	4	15	27	7	1	19	44	35	39	102	174	2,867	2,334						
Ohio	-	6	32	244	229	6	4	11	104	101	130	72	421	6,174	884						
Wis.	N	0	0	N	N	1	1	3	22	15	-	10	41	420	284						
W.N. CENTRAL	-	1	191	28	27	5	4	9	111	132	10	20	84	910	211						
Iowa	N	0	0	N	N	-	0	3	8	4	N	0	0	N	N						
Kans.	N	0	0	N	N	1	0	2	12	11	-	0	0	-	-						
Minn.	-	0	191	-	-	-	1	3	14	40	-	0	0	-	-						
Mo.	-	1	3	28	22	4	3	8	76	74	10	15	82	854	134						
Nebr.	-	0	0	-	2	-	0	1	1	3	-	0	0	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	25	25	10						
S. Dak.	-	0	0	-	3	-	0	1	-	-	-	1	12	31	67						
S. ATLANTIC	17	24	53	787	649	22	43	186	911	916	75	90	860	2,681	1,190						
Del.	-	0	2	-	1	-	0	2	12	6	-	1	5	41	20						
D.C.	-	0	3	19	12	1	2	9	52	56	-	0	5	19	16						
Fla.	11	13	36	423	342	8	14	29	340	356	-	0	0	-	-						
Ga.	1	8	22	266	220	1	9	147	108	144	-	0	0	-	-						
Md.	-	0	0	-	-	3	6	19	152	154	-	0	0	-	-						
N.C.	N	0	0	N	N	8	5	17	146	109	-	0	0	-	-						
S.C.	-	0	0	-	-	1	1	7	36	30	-	17	50	653	307						
Va.	N	0	0	N	N	-	2	12	64	59	63	25	812	1,009	217						
W. Va.	5	1	14	79	74	-	0	1	1	2	12	25	70	959	630						
E.S. CENTRAL	1	3	13	116	118	6	10	20	277	219	4	0	70	31	1						
Ala.	N	0	0	N	N	-	3	12	113	83	4	0	70	31	1						
Ky.	-	0	5	23	21	-	1	8	32	17	N	0	0	N	N						
Miss.	-	0	0	-	1	-	0	5	21	25	-	0	0	-	-						
Tenn.	1	2	13	93	96	6	4	11	111	94	N	0	0	N	N						
W.S. CENTRAL	-	1	9	55	94	25	24	39	637	598	173	211	1,757	6,901	2,629						
Ark.	-	0	3	7	12	-	1	6	36	26	18	5	110	442	-						
La.	-	1	7	48	82	8	4	17	72	124	-	0	17	90	105						
Okla.	N	0	0	N	N	1	1	6	35	20	-	0	0	-	-						
Tex.	N	0	0	N	N	16	17	29	494	428	155	204	1,647	6,369	2,524						
MOUNTAIN	-	1	27	58	35	3	7	17	181	207	3	47	136	1,613	1,698						
Ariz.	N	0	0	N	N	3	3	13	89	69	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	17	22	-	30	76	826	1,154						
Idaho	N	0	0	N	N	-	0	1	2	18	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	1	5	-	0	0	-	-						
Nev.	-	0	27	4	2	-	1	12	43	58	-	0	2	4	-						
N. Mex.	-	0	1	1	-	-	1	5	27	28	1	3	32	238	146						
Utah	-	0	8	24	15	-	0	1	2	7	2	10	55	517	353						
Wyo.	-	0	3	29	18	-	0	0	-	-	-	0	8	28	45						
PACIFIC	-	0	0	-	-	8	33	47	638	870	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	5	4	-	0	0	-	-						
Calif.	N	0	0	N	N	2	27	42	520	783	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	10	3	N	0	0	N	N						
Oreg.	N	0	0	N	N	1	0	6	9	16	N	0	0	N	N						
Wash.	N	0	0	N	N	5	2	11	94	64	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	3	-	2	12	-	364						
P.R.	N	0	0	N	N	-	3	16	54	102	-	8	47	139	403						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


