
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2002 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	1,659	1,870	515	600	322	444	6	16													
NEW ENGLAND	33	24	17	20	1	2	1	-													
Maine	2	-	4	5	-	-	-	-													
N.H.	2	-	5	3	-	-	-	-													
Vt.	-	-	1	3	1	2	1	-													
Mass.	26	22	7	9	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	3	2	-	-	-	-	-	-													
MID. ATLANTIC	50	252	64	122	10	25	1	14													
Upstate N.Y.	6	70	26	32	10	24	1	14													
N.Y. City	28	67	25	50	-	-	-	-													
N.J.	-	66	6	36	-	-	-	-													
Pa.	16	49	7	4	-	1	-	-													
E.N. CENTRAL	233	283	91	153	16	27	3	2													
Ohio	150	67	34	38	-	-	1	-													
Ind.	10	35	4	-	16	27	2	2													
Ill.	39	99	1	54	-	-	-	-													
Mich.	27	58	52	52	-	-	-	-													
Wis.	7	24	-	9	-	-	-	-													
W.N. CENTRAL	161	220	19	39	28	5	-	-													
Minn.	22	101	-	-	-	-	-	-													
Iowa	8	26	-	-	-	-	-	-													
Mo.	21	49	11	19	1	-	-	-													
N. Dak.	-	8	-	2	-	1	-	-													
S. Dak.	92	2	1	2	1	-	-	-													
Nebr.	-	12	-	4	-	2	-	-													
Kans.	18	22	7	12	26	2	-	-													
S. ATLANTIC	729	238	130	79	227	293	1	-													
Del.	2	2	-	-	3	-	-	-													
Md.	64	16	16	8	-	-	-	-													
D.C.	3	8	2	-	2	1	1	-													
Va.	161	12	7	22	-	-	-	-													
W. Va.	1	2	-	1	3	6	-	-													
N.C.	41	51	32	14	-	-	-	-													
S.C.	9	12	3	1	27	51	-	-													
Ga.	337	67	47	17	81	94	-	-													
Fla.	111	68	23	16	111	141	-	-													
E.S. CENTRAL	105	127	18	13	28	55	-	-													
Ky.	21	47	1	4	1	6	-	-													
Tenn.	9	13	17	9	27	48	-	-													
Ala.	37	26	-	-	-	1	-	-													
Miss.	38	41	-	-	-	-	-	-													
W.S. CENTRAL	47	324	8	83	2	26	-	-													
Ark.	16	31	-	-	2	7	-	-													
La.	2	32	-	-	-	19	-	-													
Okla.	28	1	7	7	-	-	-	-													
Tex.	1	260	1	76	-	-	-	-													
MOUNTAIN	54	103	73	70	10	10	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	4	1	1	-	-	-	-													
Wyo.	1	-	1	1	5	-	-	-													
Colo.	16	17	49	41	-	-	-	-													
N. Mex.	8	23	22	21	5	10	-	-													
Ariz.	13	51	-	5	-	-	-	-													
Utah	7	2	-	1	-	-	-	-													
Nev.	7	6	-	-	-	-	-	-													
PACIFIC	247	299	95	21	-	1	-	-													
Wash.	5	25	16	-	-	-	-	-													
Oreg.	25	1	-	-	-	-	-	-													
Calif.	206	265	67	13	-	-	-	-													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	10	7	12	8	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	4	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


