
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 28, 2002 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	29	11	11,908	238,646	265,365	1,147	1,119	16	20												
NEW ENGLAND	-	1	1,238	5,586	5,054	81	81	-	1												
Maine	-	-	157	99	106	1	1	-	-												
N.H.	-	-	31	95	135	7	4	-	-												
Vt.	-	1	96	78	51	6	3	-	-												
Mass.	-	-	618	2,467	2,358	42	39	-	1												
R.I.	-	-	119	647	605	10	3	-	-												
Conn.	-	-	217	2,200	1,799	15	31	-	-												
MID. ATLANTIC	-	1	2,505	29,908	30,695	204	165	3	3												
Upstate N.Y.	-	-	874	6,445	6,056	92	56	2	-												
N.Y. City	-	-	929	8,687	9,387	46	42	-	-												
N.J.	-	-	223	5,527	5,448	45	38	-	-												
Pa.	-	1	479	9,249	9,804	21	29	1	3												
E.N. CENTRAL	11	5	2,163	46,271	55,485	174	204	3	2												
Ohio	10	5	680	12,338	15,165	64	53	-	1												
Ind.	-	-	-	5,092	5,014	35	40	1	-												
Ill.	-	-	468	13,881	17,794	57	71	-	-												
Mich.	1	-	654	10,767	12,980	11	12	2	-												
Wis.	-	-	361	4,193	4,532	7	28	-	1												
W.N. CENTRAL	-	2	1,463	12,399	12,570	50	55	1	1												
Minn.	-	-	574	2,104	1,952	36	30	1	-												
Iowa	-	-	234	932	981	1	-	-	-												
Mo.	N	N	353	6,439	6,449	10	16	-	-												
N. Dak.	-	2	11	37	35	-	6	-	-												
S. Dak.	-	-	48	179	218	-	-	-	-												
Nebr.	-	-	122	711	901	-	2	-	1												
Kans.	-	-	121	1,997	2,034	3	1	-	-												
S. ATLANTIC	-	-	2,157	61,644	69,067	299	279	2	1												
Del.	-	-	38	1,191	1,258	-	-	-	-												
Md.	-	-	93	6,424	6,701	68	70	2	-												
D.C.	-	-	31	2,043	2,188	-	-	-	-												
Va.	-	-	204	6,798	8,075	26	21	-	-												
W. Va.	-	-	44	725	496	14	14	-	1												
N.C.	-	-	-	12,117	12,975	30	41	-	-												
S.C.	-	-	103	5,199	8,449	10	4	-	-												
Ga.	-	-	678	11,963	13,121	77	71	-	-												
Fla.	-	-	966	15,184	15,804	74	58	-	-												
E.S. CENTRAL	7	1	281	20,244	24,012	49	62	1	-												
Ky.	7	1	-	2,691	2,646	4	2	-	-												
Tenn.	-	-	127	7,004	7,438	26	32	-	-												
Ala.	-	-	154	6,043	7,945	14	26	1	-												
Miss.	-	-	-	4,506	5,983	5	2	-	-												
W.S. CENTRAL	-	-	172	35,181	39,511	47	41	2	1												
Ark.	-	-	121	2,936	3,448	2	-	-	-												
La.	-	-	3	9,041	9,450	4	6	-	-												
Okla.	-	-	48	3,541	3,594	36	34	-	-												
Tex.	-	-	-	19,663	23,019	5	1	2	1												
MOUNTAIN	11	1	1,196	7,408	7,856	138	122	2	7												
Mont.	-	-	72	70	83	-	-	-	-												
Idaho	-	-	89	67	60	2	1	-	-												
Wyo.	-	-	22	44	59	1	1	-	-												
Colo.	11	1	392	2,573	2,371	26	34	-	-												
N. Mex.	-	-	126	927	761	21	19	-	1												
Ariz.	-	-	153	2,729	2,971	64	50	1	4												
Utah	-	-	237	198	137	15	6	-	-												
Nev.	-	-	105	800	1,414	9	11	1	2												
PACIFIC	-	-	733	20,005	21,115	105	110	2	4												
Wash.	-	-	280	2,104	2,257	2	2	1	-												
Oreg.	-	-	311	636	854	51	32	-	-												
Calif.	-	-	-	16,342	17,225	22	49	1	4												
Alaska	-	-	73	430	311	1	6	-	-												
Hawaii	-	-	69	493	468	29	21	-	-												
Guam	-	-	-	-	34	-	-	-	-												
P.R.	-	-	26	265	442	1	1	-	-												
V.I.	-	-	-	31	21	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


