
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 13, 1998 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	20,034	25,974	227,200	212,415	533	278	133,823	122,134	1,721	1,531											
NEW ENGLAND	640	897	8,359	7,661	75	52	2,208	2,575	19	29											
Maine	13	25	405	427	4	-	22	25	-	-											
N.H.	21	14	401	341	11	11	41	56	-	-											
Vt.	10	18	168	178	1	-	13	24	-	1											
Mass.	275	416	3,732	3,160	40	30	892	977	18	25											
R.I.	58	70	1,109	917	3	1	166	213	1	3											
Conn.	263	354	2,544	2,638	16	10	1,074	1,280	-	-											
MID. ATLANTIC	5,695	8,265	28,013	25,256	44	10	15,546	15,368	184	151											
Upstate N.Y.	710	1,336	N	N	36	-	2,667	2,661	138	117											
N.Y. City	3,153	4,136	15,010	13,319	2	5	6,428	5,867	-	-											
N.J.	993	1,783	4,412	4,575	6	4	2,600	3,214	-	-											
Pa.	839	1,010	8,591	7,362	N	1	3,851	3,626	46	34											
E.N. CENTRAL	1,518	1,809	38,765	32,368	93	49	25,982	19,204	217	292											
Ohio	281	394	10,972	9,750	22	6	6,527	5,971	6	7											
Ind.	293	328	3,288	3,846	25	20	2,083	2,613	3	9											
Ill.	610	602	11,133	5,792	26	-	8,762	2,837	10	48											
Mich.	252	394	9,739	8,235	20	7	7,185	5,816	198	212											
Wis.	82	91	3,633	4,745	N	16	1,425	1,967	-	16											
W.N. CENTRAL	351	520	13,194	13,907	69	32	6,496	6,148	109	32											
Minn.	56	83	1,923	2,890	28	17	679	1,012	5	2											
Iowa	20	66	1,878	2,061	13	-	570	552	12	15											
Mo.	176	254	5,120	5,142	10	12	3,821	3,299	88	4											
N. Dak.	4	4	290	375	1	1	29	24	-	2											
S. Dak.	9	2	711	535	1	1	119	54	-	-											
Nebr.	36	48	989	871	7	-	343	322	2	2											
Kans.	50	63	2,283	2,033	9	1	935	885	2	7											
S. ATLANTIC	5,037	6,477	47,546	38,072	39	16	38,513	36,400	86	96											
Del.	57	111	1,126	612	-	1	605	477	-	-											
Md.	571	742	3,661	3,206	11	4	4,108	5,163	5	3											
D.C.	413	469	N	N	1	-	1,539	1,840	-	-											
Va.	368	552	4,314	5,010	N	7	2,694	3,449	4	9											
W. Va.	47	38	1,298	1,364	N	1	370	429	3	7											
N.C.	335	363	10,078	7,410	9	3	8,430	7,191	12	27											
S.C.	318	295	8,307	5,377	1	-	5,407	4,938	1	20											
Ga.	608	856	10,669	4,031	4	-	8,984	5,305	8	-											
Fla.	2,320	3,051	8,093	11,062	12	-	6,376	7,608	53	30											
E.S. CENTRAL	788	807	16,236	14,329	39	11	15,431	14,334	67	151											
Ky.	101	112	2,716	2,877	10	-	1,526	1,846	11	7											
Tenn.	272	354	5,590	5,493	20	10	4,741	4,505	53	91											
Ala.	233	196	4,270	3,389	9	-	5,476	4,799	3	5											
Miss.	182	145	3,660	2,570	U	1	3,688	3,184	U	48											
W.S. CENTRAL	2,473	2,590	34,384	21,535	29	5	19,562	14,615	474	178											
Ark.	81	96	1,319	1,145	1	1	1,120	1,920	2	5											
La.	415	493	5,471	3,468	-	1	4,531	3,279	9	95											
Okla.	134	138	4,496	3,181	4	3	2,443	1,994	5	4											
Tex.	1,843	1,863	23,098	13,741	24	-	11,468	7,422	458	74											
MOUNTAIN	725	751	7,663	12,115	51	39	2,814	3,348	205	161											
Mont.	13	18	556	450	3	-	23	18	4	7											
Idaho	14	22	846	617	6	-	74	45	82	22											
Wyo.	2	13	292	235	1	-	15	25	35	58											
Colo.	127	194	-	2,018	14	10	1,020	791	13	19											
N. Mex.	111	66	1,684	1,723	9	6	311	391	40	28											
Ariz.	286	188	3,315	5,035	N	9	1,213	1,611	2	17											
Utah	57	60	717	734	11	8	66	96	16	3											
Nev.	115	190	253	1,303	7	6	92	371	13	7											
PACIFIC	2,807	3,858	33,040	47,172	94	64	7,271	10,142	360	441											
Wash.	203	287	4,723	4,062	22	22	796	867	10	12											
Oreg.	88	144	2,455	2,101	26	21	329	320	2	2											
Calif.	2,463	3,377	24,204	39,646	45	18	5,836	8,549	294	347											
Alaska	12	22	835	614	1	-	145	183	1	-											
Hawaii	41	28	823	749	N	3	165	223	53	80											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	834	760	U	U	-	U	184	288	-	57											
V.I.	17	35	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	7	16	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


