
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending October 29, 2011 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	111	298	937	10,962	12,465	6	27	118	988	1,742	55	259	363	10,538	11,424						
NEW ENGLAND	5	16	79	610	687	1	1	5	40	87	1	7	16	300	403						
Conn.	-	6	49	258	273	-	0	3	9	23	-	1	5	39	81						
Maine	2	2	13	105	99	-	0	1	4	8	-	0	2	11	26						
Mass.	-	0	3	28	59	-	0	2	14	41	-	5	9	189	247						
N.H.	1	2	8	86	97	-	0	1	5	5	1	0	3	17	19						
R.I.	-	2	8	73	94	-	0	1	2	6	-	0	7	36	28						
Vt.	2	1	6	60	65	1	0	2	6	4	-	0	2	8	2						
MID. ATLANTIC	2	30	81	1,081	1,310	-	2	27	90	195	4	29	52	1,232	1,418						
N.J.	-	13	35	498	584	-	0	4	30	50	-	4	13	164	203						
N.Y. (Upstate)	1	1	10	66	122	-	1	9	36	91	1	3	20	152	108						
N.Y. City	1	12	42	517	604	-	0	14	24	54	1	15	31	632	804						
Pa.	N	0	0	N	N	N	0	0	N	N	2	6	13	284	303						
E.N. CENTRAL	36	65	114	2,404	2,562	-	5	13	198	311	6	30	48	1,261	1,621						
Ill.	N	0	0	N	N	-	1	6	65	79	5	12	24	512	773						
Ind.	-	16	33	544	587	-	0	4	25	48	-	3	8	131	151						
Mich.	3	14	29	529	593	-	1	3	28	73	-	5	12	220	206						
