
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 20, 2010 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	11	34	57	144	268	29	59	89	249	484	5	17	38	64	107						
NEW ENGLAND	2	2	5	8	13	-	1	3	2	8	-	1	5	1	8						
Conn.	1	0	2	7	2	-	0	3	1	3	-	0	4	1	5						
Maine	1	0	0	1	1	-	0	2	1	1	-	0	2	-	-						
Mass.	-	1	4	-	9	-	0	2	-	3	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
R.I.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	1						
MID. ATLANTIC	1	4	10	17	36	2	5	16	19	54	1	2	7	9	13						
N.J.	-	0	5	2	12	-	1	6	-	12	-	0	1	-	1						
N.Y. (Upstate)	1	1	3	3	6	1	1	6	6	12	-	1	4	4	4						
N.Y. City	-	2	5	6	9	-	1	5	6	9	-	0	0	-	-						
Pa.	-	1	6	6	9	1	2	8	7	21	1	1	4	5	8						
E.N. CENTRAL	-	4	19	18	47	2	6	15	32	88	-	3	14	11	28						
Ill.	-	2	13	-	18	-	1	7	-	20	-	0	1	-	3						
Ind.	-	0	4	-	3	-	1	5	6	15	-	0	4	-	2						
Mich.	-	1	4	6	11	1	2	6	11	17	-	3	12	11	13						
Ohio	-	0	4	8	9	1	1	5	15	29	-	0	5	-	9						
Wis.	-	0	2	4	6	-	0	4	-	7	-	0	2	-	1						
W.N. CENTRAL	-	2	7	5	9	2	3	10	18	24	1	0	7	4	1						
Iowa	-	0	3	3	-	-	0	3	1	6	-	0	4	1	-						
Kans.	-	0	2	1	1	-	0	2	-	1	-	0	1	-	-						
Minn.	-	0	4	-	1	-	0	9	-	1	-	0	6	-	-						
Mo.	-	0	3	1	4	1	1	5	13	10	1	0	2	3	1						
Nebr.	-	0	3	-	3	1	0	2	4	5	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	5	8	14	32	59	11	15	32	85	148	3	3	12	11	19						
Del.	-	0	1	1	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	2	3	9	18	31	9	5	13	42	45	-	1	4	6	2						
Ga.	2	1	3	5	10	1	3	7	24	29	1	0	3	1	5						
Md.	-	0	3	1	7	1	1	4	4	20	-	0	3	2	4						
N.C.	-	0	7	-	6	-	0	19	2	40	-	0	10	-	2						
S.C.	-	1	4	5	2	-	1	4	2	1	-	0	1	-	-						
Va.	1	1	3	2	3	-	1	7	7	10	2	0	2	2	3						
W. Va.	-	0	2	-	-	-	0	19	4	3	-	0	2	-	3						
E.S. CENTRAL	-	1	3	5	8	3	7	13	40	52	-	2	5	14	17						
Ala.	-	0	2	2	1	1	1	5	11	15	-	0	2	1	1						
Ky.	-	0	2	1	1	2	2	6	17	10	-	1	5	12	10						
Miss.	-	0	1	-	3	-	0	2	-	4	-	0	0	-	-						
Tenn.	-	0	2	2	3	-	2	6	12	23	-	0	3	1	6						
W.S. CENTRAL	-	3	13	8	25	2	9	18	15	52	-	1	6	3	4						
Ark.	-	0	1	-	3	-	1	4	-	3	-	0	1	-	1						
La.	-	0	1	-	1	-	0	4	-	9	-	0	1	-	-						
Okla.	-	0	3	-	1	1	2	8	3	7	-	0	4	1	-						
Tex.	-	3	13	8	20	1	6	12	12	33	-	0	4	2	3						
MOUNTAIN	1	3	7	23	18	1	2	6	6	26	-	1	4	3	8						
Ariz.	-	1	5	16	8	-	0	3	-	12	-	0	0	-	-						
Colo.	-	1	5	4	4	-	0	2	1	6	-	0	3	-	6						
Idaho	1	0	1	2	-	1	0	2	1	-	-	0	1	1	-						
Mont.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	1	-	-	0	3	4	3	-	0	1	-	-						
N. Mex.	-	0	1	-	1	-	0	1	-	3	-	0	2	-	2						
Utah	-	0	2	-	3	-	0	1	-	2	-	0	2	2	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	2	5	16	28	53	6	5	24	32	32	-	1	5	8	9						
Alaska	-	0	1	-	1	-	0	1	1	-	-	0	2	-	-						
Calif.	1	4	15	24	46	6	4	17	27	25	-	1	4	4	6						
Hawaii	-	0	2	-	1	-	0	1	-	1	-	0	0	-	-						
Oreg.	-	0	2	2	2	-	1	4	4	4	-	0	3	3	2						
Wash.	1	0	3	2	3	-	0	7	-	2	-	0	4	1	1						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	2	6	-	0	5	-	1	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


