
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 6, 2003 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	2,438	3,606	258	183	126	51	17,130	19,593	293,826	331,185											
NEW ENGLAND	154	258	54	46	16	6	1,319	1,666	6,754	7,296											
Maine	10	37	3	8	1	-	178	198	170	130											
N.H.	12	33	2	-	-	-	22	41	76	116											
Vt.	18	14	-	1	-	1	116	138	83	94											
Mass.	64	117	8	19	15	5	677	901	2,879	3,071											
R.I.	1	12	-	1	-	-	106	145	892	864											
Conn.	49	45	41	17	-	-	220	243	2,654	3,021											
MID. ATLANTIC	230	403	19	1	35	7	3,392	3,997	40,725	40,024											
Upstate N.Y.	92	165	11	-	17	-	1,015	1,177	7,415	8,119											
N.Y. City	5	18	-	-	-	-	1,075	1,369	12,794	11,970											
N.J.	22	62	1	-	-	1	351	455	7,634	7,374											
Pa.	111	158	7	1	18	6	951	996	12,882	12,561											
E.N. CENTRAL	550	834	25	31	23	6	2,836	3,433	58,576	70,335											
Ohio	130	152	17	11	22	5	864	898	16,108	20,757											
Ind.	89	76	-	1	-	-	-	-	6,210	7,052											
Ill.	112	189	-	6	-	-	721	982	18,623	22,913											
Mich.	89	133	-	3	-	1	722	882	12,869	13,640											
Wis.	130	284	8	10	1	-	529	671	4,766	5,973											
W.N. CENTRAL	423	501	54	31	20	7	1,918	2,029	15,702	17,051											
Minn.	132	158	23	26	1	-	755	785	2,608	2,921											
Iowa	102	120	-	-	-	-	256	300	775	1,290											
Mo.	87	68	18	-	1	-	477	482	8,067	8,389											
N. Dak.	13	18	4	-	8	2	38	31	72	71											
S. Dak.	28	40	4	2	-	-	82	80	222	259											
Nebr.	33	66	4	3	-	-	109	172	1,544	1,455											
Kans.	28	31	1	-	10	5	201	179	2,414	2,666											
S. ATLANTIC	148	413	70	36	11	1	2,653	2,787	72,361	84,136											
Del.	11	9	N	N	N	N	46	54	1,064	1,503											
Md.	14	27	-	-	-	-	113	109	7,565	8,645											
D.C.	1	3	-	-	-	-	49	43	2,388	2,518											
Va.	37	67	11	10	-	-	344	307	7,311	9,885											
W. Va.	5	9	-	-	-	1	49	57	801	921											
N.C.	4	191	30	-	-	-	N	N	14,014	14,867											
S.C.	2	5	-	-	-	-	134	135	8,212	8,816											
Ga.	31	43	5	8	-	-	879	868	14,321	16,905											
Fla.	43	59	24	18	11	-	1,039	1,214	16,685	20,076											
E.S. CENTRAL	80	106	2	-	7	10	331	380	23,963	28,398											
Ky.	27	30	2	-	7	10	N	N	3,333	3,571											
Tenn.	34	46	-	-	-	-	172	181	7,949	8,868											
Ala.	13	19	-	-	-	-	159	199	7,211	9,618											
Miss.	6	11	-	-	-	-	-	-	5,470	6,341											
W.S. CENTRAL	92	108	4	2	9	9	280	246	39,186	45,460											
Ark.	12	12	-	-	-	-	138	166	3,664	4,371											
La.	3	4	-	-	-	-	10	6	9,891	10,970											
Okla.	28	22	-	-	-	-	128	71	4,264	4,449											
Tex.	49	70	4	2	9	9	4	3	21,367	25,670											
MOUNTAIN	319	331	26	29	5	5	1,532	1,601	8,974	10,675											
Mont.	16	30	-	-	-	-	106	92	104	108											
Idaho	81	42	16	18	-	-	195	127	69	90											
Wyo.	4	14	1	2	-	-	22	29	42	57											
Colo.	71	97	3	6	5	5	418	548	2,408	3,323											
N. Mex.	10	12	5	3	-	-	48	146	1,007	1,391											
Ariz.	39	33	N	N	N	N	253	189	3,241	3,499											
Utah	75	75	-	-	-	-	355	316	344	341											
Nev.	23	28	1	-	-	-	135	154	1,759	1,866											
PACIFIC	442	652	4	7	-	-	2,869	3,454	27,585	27,810											
Wash.	112	139	1	-	-	-	330	414	2,562	2,742											
Oreg.	98	204	3	7	-	-	382	427	924	836											
Calif.	220	265	-	-	-	-	1,989	2,417	22,759	22,946											
Alaska	4	7	-	-	-	-	83	111	512	591											
Hawaii	8	37	-	-	-	-	85	85	828	695											
Guam	N	N	-	-	-	-	-	7	-	45											
P.R.	-	1	-	-	36	-	129	81	188	327											
V.I.	-	-	-	-	-	-	-	-	55	31											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


