
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending September 6, 2008 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	40	93	259	3,904	3,980	10	37	166	1,109	1,215											
NEW ENGLAND	4	6	31	290	304	-	1	14	50	94											
Conn.	4	0	26	90	90	-	0	11	-	12											
Maine	-	0	3	20	21	-	0	1	1	1											
Mass.	-	3	8	138	152	-	1	5	39	63											
N.H.	-	0	2	19	23	-	0	1	7	8											
R.I.	-	0	8	12	3	-	0	1	2	8											
Vt.	-	0	2	11	15	-	0	1	1	2											
MID. ATLANTIC	6	18	43	804	750	1	4	19	138	212											
N.J.	-	3	11	132	136	-	1	6	28	43											
N.Y. (Upstate)	4	6	17	268	230	1	2	14	69	75											
N.Y. City	-	3	10	140	182	-	1	12	41	94											
Pa.	2	6	16	264	202	N	0	0	N	N											
E.N. CENTRAL	5	19	63	838	784	3	6	23	230	215											
Ill.	-	5	16	204	242	-	1	6	46	53											
Ind.	2	2	11	107	91	2	0	14	29	13											
Mich.	1	3	10	131	161	-	1	5	52	57											
Ohio	1	5	14	216	185	1	1	5	41	46											
Wis.	1	2	42	180	105	-	1	9	62	46											
W.N. CENTRAL	-	5	39	301	260	2	2	16	96	62											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	29	27	1	0	3	13	-											
Minn.	-	0	35	144	124	1	0	13	39	35											
Mo.	-	2	10	69	69	-	1	2	27	17											
Nebr.	-	0	3	31	20	-	0	3	7	9											
N. Dak.	-	0	5	10	13	-	0	2	4	1											
S. Dak.	-	0	2	18	7	-	0	1	6	-											
S. ATLANTIC	14	18	34	693	949	-	6	13	164	216											
Del.	-	0	2	6	9	-	0	0	-	-											
D.C.	-	0	4	20	16	-	0	1	1	2											
Fla.	4	5	11	194	226	-	1	4	44	43											
Ga.	7	3	14	170	184	-	1	5	48	50											
Md.	1	1	6	20	161	-	0	4	5	48											
N.C.	2	2	10	106	130	N	0	0	N	N											
S.C.	-	1	5	48	85	-	1	4	36	32											
Va.	-	3	12	103	118	-	0	6	25	34											
W. Va.	-	0	3	26	20	-	0	1	5	7											
E.S. CENTRAL	-	4	9	129	165	-	2	11	69	70											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	29	32	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	16	5											
Tenn.	-	3	7	100	133	-	2	9	53	65											
W.S. CENTRAL	7	8	85	344	238	3	5	66	180	168											
Ark.	-	0	2	4	17	-	0	2	4	9											
La.	-	0	2	11	14	-	0	2	7	30											
Okla.	4	2	19	88	54	-	1	7	49	36											
Tex.	3	6	65	241	153	3	3	58	120	93											
MOUNTAIN	3	10	22	396	428	-	5	12	169	165											
Ariz.	2	3	9	145	161	-	2	8	85	82											
Colo.	-	2	8	112	109	-	1	4	46	33											
Idaho	-	0	2	11	12	-	0	1	3	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	2	8	2	N	0	0	N	N											
N. Mex.	-	2	7	73	72	-	0	3	15	27											
Utah	1	1	5	41	67	-	0	3	15	20											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	1	3	10	109	102	1	0	2	13	13											
Alaska	-	0	4	27	20	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	1	2	10	82	82	1	0	2	13	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	3	-	13	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


