
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 27, 2008 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	114	149	849	5,903	7,265	32	87	153	3,189	4,757	29	29	195	1,611	1,647						
NEW ENGLAND	-	16	49	502	1,122	2	7	20	277	421	-	0	1	2	7						
Conn.	-	0	3	-	70	-	4	17	152	175	-	0	0	-	-						
Maine	-	0	5	25	65	-	1	5	37	66	N	0	0	N	N						
Mass.	-	13	33	420	882	N	0	0	N	N	-	0	1	1	7						
N.H.	-	0	4	27	66	-	1	3	31	43	-	0	1	1	-						
R.I.	-	0	25	19	12	N	0	0	N	N	-	0	0	-	-						
Vt.	-	0	6	11	27	2	2	6	57	137	-	0	0	-	-						
MID. ATLANTIC	15	21	43	687	952	13	19	32	798	788	-	1	5	53	67						
N.J.	-	0	9	4	168	-	0	0	-	-	-	0	2	2	24						
N.Y. (Upstate)	9	6	24	326	454	13	9	20	394	399	-	0	3	15	6						
N.Y. City	-	2	7	46	98	-	0	2	13	35	-	0	2	18	23						
Pa.	6	9	23	311	232	-	9	23	391	354	-	0	2	18	14						
E.N. CENTRAL	26	19	189	944	1,273	2	5	28	208	363	1	1	11	98	50						
Ill.	-	3	9	123	141	1	1	21	88	106	-	1	8	63	31						
Ind.	2	0	12	47	47	-	0	2	7	10	-	0	3	8	5						
Mich.	10	4	16	174	241	1	1	8	62	185	-	0	1	3	3						
Ohio	14	6	176	546	556	-	1	7	51	62	1	0	4	24	10						
Wis.	-	2	8	54	288	N	0	0	N	N	-	0	0	-	1						
W.N. CENTRAL	3	12	142	513	493	-	4	13	141	223	3	4	33	369	330						
Iowa	-	1	9	64	124	-	0	3	16	26	-	0	2	6	15						
Kans.	-	1	5	32	85	-	0	7	-	97	-	0	1	-	12						
Minn.	-	1	131	156	111	-	0	10	45	22	-	0	4	-	1						
Mo.	-	3	18	171	69	-	0	9	44	38	-	3	33	341	284						
Nebr.	3	1	12	74	41	-	0	0	-	-	3	0	4	19	13						
N. Dak.	-	0	5	1	7	-	0	8	24	20	-	0	0	-	-						
S. Dak.	-	0	3	15	56	-	0	2	12	20	-	0	1	3	5						
S. ATLANTIC	6	14	50	605	728	10	34	94	1,392	1,720	23	9	66	600	780						
Del.	-	0	3	11	10	-	0	0	-	-	-	0	3	25	16						
D.C.	-	0	1	5	8	-	0	0	-	-	-	0	2	7	3						
Fla.	6	3	20	215	181	-	0	77	100	128	-	0	3	13	12						
Ga.	-	1	6	55	30	-	7	42	288	225	2	1	8	51	56						
Md.	-	1	8	50	86	-	0	13	101	331	-	1	5	40	50						
N.C.	-	0	38	79	227	9	9	16	362	382	18	0	55	309	491						
S.C.	-	2	22	85	61	-	0	0	-	46	-	0	5	32	57						
Va.	-	2	8	101	98	-	12	27	471	557	3	1	15	120	90						
W. Va.	-	0	2	4	27	1	1	11	70	51	-	0	1	3	5						
E.S. CENTRAL	1	6	13	215	378	-	2	7	85	131	2	4	22	241	226						
Ala.	-	1	6	30	80	-	0	0	-	-	-	1	8	71	69						
Ky.	-	1	8	55	22	-	0	4	35	18	-	0	1	1	5						
Miss.	1	2	9	71	207	-	0	1	2	2	-	0	3	6	16						
Tenn.	-	1	6	59	69	-	1	6	48	111	2	2	18	163	136						
W.S. CENTRAL	26	20	198	991	824	1	2	40	79	849	-	2	153	217	153						
Ark.	-	1	11	46	144	1	1	6	45	24	-	0	14	44	73						
La.	-	1	5	51	16	-	0	0	-	6	-	0	1	3	4						
Okla.	-	0	26	32	5	-	0	32	32	45	-	0	132	142	45						
Tex.	26	17	179	862	659	-	0	34	2	774	-	1	8	28	31						
MOUNTAIN	3	17	37	596	815	-	1	5	61	73	-	0	3	27	31						
Ariz.	1	3	10	140	179	N	0	0	N	N	-	0	2	10	7						
Colo.	2	4	13	116	233	-	0	0	-	-	-	0	1	1	3						
Idaho	-	0	4	22	37	-	0	1	-	9	-	0	1	1	4						
Mont.	-	1	11	74	35	-	0	2	8	15	-	0	1	3	1						
Nev.	-	0	7	24	34	-	0	2	7	10	-	0	1	1	-						
N. Mex.	-	0	5	30	59	-	0	3	24	10	-	0	1	2	4						
Utah	-	6	27	177	218	-	0	3	7	12	-	0	0	-	-						
Wyo.	-	0	2	13	20	-	0	3	15	17	-	0	2	9	12						
PACIFIC	34	20	303	850	680	4	4	12	148	189	-	0	1	4	3						
Alaska	17	2	29	140	44	-	0	4	12	37	N	0	0	N	N						
Calif.	-	7	129	257	358	4	3	12	129	143	-	0	1	1	1						
Hawaii	-	0	2	9	18	-	0	0	-	-	N	0	0	N	N						
Oreg.	4	3	8	137	92	-	0	1	7	9	-	0	1	3	2						
Wash.	13	6	169	307	168	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	-	1	5	50	44	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


