
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 22, 2003 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	1,373	1,375	68	94	1,282	2,190	49	68	23,535												
NEW ENGLAND	35	16	-	-	42	79	4	5	540												
Maine	-	-	-	-	-	4	-	-	272												
N.H.	3	-	-	-	3	3	-	-	-												
Vt.	-	-	-	-	-	1	-	-	209												
Mass.	26	10	-	-	30	28	1	4	57												
R.I.	5	2	-	-	3	16	2	-	2												
Conn.	1	4	-	-	6	27	1	1	-												
MID. ATLANTIC	141	142	10	12	284	365	5	22	1												
Upstate N.Y.	5	4	5	1	35	47	2	2	N												
N.Y. City	71	83	4	4	217	183	2	11	-												
N.J.	38	33	1	7	-	84	1	7	-												
Pa.	27	22	-	-	32	51	-	2	1												
E.N. CENTRAL	197	274	21	13	200	191	3	8	22,358												
Ohio	46	43	2	-	25	24	-	3	394												
Ind.	5	13	3	-	27	20	1	1	-												
Ill.	63	78	11	12	105	96	-	1	-												
Mich.	81	134	5	1	40	37	2	2	1,078												
Wis.	2	6	-	-	3	14	-	1	20,886												
W.N. CENTRAL	33	18	-	-	75	95	-	3	8												
Minn.	10	8	-	-	30	43	-	2	N												
Iowa	2	-	-	-	5	-	-	-	-												
Mo.	12	5	-	-	13	30	-	1	-												
N. Dak.	-	-	-	-	-	-	-	-	8												
S. Dak.	-	-	-	-	9	5	-	-	-												
Nebr.	-	2	-	-	2	1	-	-	-												
Kans.	9	3	-	-	16	16	-	-	-												
S. ATLANTIC	379	339	8	23	193	440	11	10	591												
Del.	1	4	-	-	-	-	-	-	1												
Md.	61	36	-	2	31	45	2	1	-												
D.C.	6	10	1	-	-	-	-	-	7												
Va.	19	8	1	-	40	48	5	-	116												
W. Va.	-	-	-	-	3	6	-	-	436												
N.C.	40	77	3	6	28	41	1	-	N												
S.C.	27	30	1	3	36	28	-	-	31												
Ga.	75	51	-	6	42	72	1	5	-												
Fla.	150	123	2	6	13	200	2	4	-												
E.S. CENTRAL	92	144	10	9	129	140	2	2	-												
Ky.	16	15	1	2	19	20	-	2	N												
Tenn.	41	57	5	3	37	67	-	-	N												
Ala.	29	53	4	2	58	39	2	-	-												
Miss.	6	19	-	2	15	14	-	-	-												
W.S. CENTRAL	179	174	8	24	34	411	-	4	3												
Ark.	10	10	-	-	17	19	-	-	-												
La.	21	34	-	-	-	-	-	-	3												
Okla.	9	16	-	-	17	24	-	-	N												
Tex.	139	114	8	24	-	368	-	4	-												
MOUNTAIN	63	58	8	4	41	51	2	2	34												
Mont.	-	-	-	-	-	-	-	-	N												
Idaho	1	1	-	-	1	-	-	-	N												
Wyo.	-	-	-	-	1	1	-	-	2												
Colo.	3	5	2	1	12	16	2	1	-												
N. Mex.	7	6	-	-	-	9	-	-	-												
Ariz.	48	45	6	3	21	16	-	-	-												
Utah	2	-	-	-	6	5	-	1	32												
Nev.	2	1	-	-	-	4	-	-	-												
PACIFIC	254	210	3	9	284	418	22	12	-												
Wash.	16	11	-	-	49	48	-	-	-												
Oreg.	12	4	-	-	14	22	2	2	-												
Calif.	220	194	3	9	184	302	20	10	-												
Alaska	-	-	-	-	13	18	-	-	-												
Hawaii	6	1	-	-	24	28	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	33	4	1	-	-	-	-	-	20												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


