
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending October 9, 2004 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	5,620	5,361	267	345	7,968	9,537	224	293	13,930	12,154											
NEW ENGLAND	154	158	4	-	280	324	19	24	591	2,400											
Maine	2	7	-	-	-	19	-	-	180	642											
N.H.	4	15	3	-	12	11	-	2	-	-											
Vt.	-	-	-	-	-	8	-	-	411	535											
Mass.	97	101	-	-	180	163	13	13	-	133											
R.I.	21	17	-	-	26	42	1	2	-	5											
Conn.	30	18	1	-	62	81	5	7	-	1,085											
MID. ATLANTIC	737	643	37	52	1,568	1,704	51	69	71	29											
Upstate N.Y.	77	31	3	8	194	221	9	12	-	-											
N.Y. City	443	355	12	29	787	879	16	33	-	-											
N.J.	118	133	21	15	326	334	13	20	-	-											
Pa.	99	124	1	-	261	270	13	4	71	29											
E.N. CENTRAL	627	715	50	61	907	888	17	31	4,285	4,112											
Ohio	167	163	1	3	152	153	5	2	1,064	962											
Ind.	43	35	8	11	92	101	-	4	-	-											
Ill.	255	301	12	18	411	424	-	15	-	-											
Mich.	142	201	29	28	186	162	10	10	2,829	2,499											
Wis.	20	15	-	1	66	48	2	-	392	651											
W.N. CENTRAL	125	120	4	4	340	352	8	6	129	42											
Minn.	15	36	1	-	135	142	4	2	-	-											
Iowa	5	8	-	-	29	22	-	2	N	N											
Mo.	78	45	1	4	85	93	2	1	5	-											
N. Dak.	-	2	-	-	3	-	-	-	81	42											
S. Dak.	-	2	-	-	8	16	-	-	43	-											
Nebr.	5	5	-	-	27	15	2	1	-	-											
Kans.	22	22	2	-	53	64	-	-	-	-											
S. ATLANTIC	1,456	1,414	39	69	1,497	1,842	39	43	1,812	1,711											
Del.	7	5	1	-	-	-	-	-	4	23											
Md.	276	242	6	10	183	181	11	9	-	-											
D.C.	62	41	1	-	65	-	-	-	20	23											
Va.	77	67	2	1	184	186	6	14	479	471											
W. Va.	2	2	-	-	15	12	-	-	1,060	994											
N.C.	143	122	9	16	224	231	6	7	N	N											
S.C.	96	81	6	10	145	122	-	-	249	200											
Ga.	242	377	1	13	11	398	6	5	-	-											
Fla.	551	477	13	19	670	712	10	8	-	-											
E.S. CENTRAL	315	248	17	11	429	511	7	5	-	-											
Ky.	34	29	1	1	87	89	3	-	-	-											
Tenn.	101	105	8	2	156	176	4	2	-	-											
Ala.	138	92	6	6	153	167	-	3	-	-											
Miss.	42	22	2	2	33	79	-	-	-	-											
W.S. CENTRAL	919	705	43	63	746	1,431	14	29	5,142	3,427											
Ark.	34	40	-	2	87	69	-	-	-	-											
La.	204	112	-	1	-	-	-	-	46	10											
Okla.	20	51	2	1	122	113	1	1	-	-											
Tex.	661	502	41	59	537	1,249	13	28	5,096	3,417											
MOUNTAIN	280	249	44	29	371	341	6	6	1,900	433											
Mont.	-	-	-	-	4	5	-	-	-	-											
Idaho	15	7	2	2	4	8	-	1	-	-											
Wyo.	3	-	-	-	2	3	-	-	27	40											
Colo.	28	27	-	3	80	75	1	3	1,455	-											
N. Mex.	46	50	1	6	18	38	-	-	79	1											
Ariz.	154	150	41	18	172	160	2	2	-	-											
Utah	6	5	-	-	31	30	1	-	339	392											
Nev.	28	10	-	-	60	22	2	-	-	-											
PACIFIC	1,007	1,109	29	56	1,830	2,144	63	80	-	-											
Wash.	105	61	-	-	173	189	6	3	-	-											
Oreg.	21	35	-	-	65	84	2	3	-	-											
Calif.	875	1,006	28	55	1,472	1,738	49	73	-	-											
Alaska	-	1	-	-	30	46	-	-	-	-											
Hawaii	6	6	1	1	90	87	6	1	-	-											
Guam	-	1	-	-	-	41	-	-	-	104											
P.R.	112	158	5	13	60	86	-	-	217	439											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


