
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 4, 2000 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	1,961	2,136	780	1,175	1,135	1,188	1,050	1,870													
NEW ENGLAND	45	46	37	54	11	12	32	42													
Maine	2	1	-	-	-	-	-	1													
N.H.	1	2	1	5	-	-	1	-													
Vt.	1	1	-	3	-	1	-	-													
Mass.	30	34	27	33	9	7	25	12													
R.I.	5	4	4	6	1	1	2	15													
Conn.	6	4	5	7	1	3	4	14													
MID. ATLANTIC	103	162	54	103	11	44	202	296													
Upstate N.Y.	58	34	3	18	-	6	14	14													
N.Y. City	32	55	50	44	6	18	123	149													
N.J.	-	45	1	41	2	13	59	74													
Pa.	13	28	-	-	3	7	6	59													
E.N. CENTRAL	312	400	104	179	174	170	126	182													
Ohio	20	141	4	13	10	18	19	55													
Ind.	49	15	9	8	81	40	6	14													
Ill.	94	148	-	142	48	79	89	78													
Mich.	141	44	88	3	23	26	6	25													
Wis.	8	52	3	13	12	7	6	10													
W.N. CENTRAL	134	106	71	91	15	51	64	59													
Minn.	35	14	32	19	2	2	24	31													
Iowa	19	2	14	3	6	1	7	-													
Mo.	62	70	18	60	5	44	27	22													
N. Dak.	-	-	-	1	-	-	-	-													
S. Dak.	1	-	-	-	-	-	3	2													
Nebr.	12	8	4	4	1	1	2	1													
Kans.	5	12	3	4	1	3	1	3													
S. ATLANTIC	159	303	41	62	268	450	156	238													
Del.	-	5	-	1	1	1	-	4													
Md.	18	18	4	5	51	90	22	32													
D.C.	-	11	U	U	14	33	-	8													
Va.	12	13	12	5	20	31	-	17													
W. Va.	1	3	1	1	1	1	7	7													
N.C.	13	45	5	11	84	113	26	45													
S.C.	3	18	1	6	11	41	18	64													
Ga.	15	33	3	12	36	76	56	57													
Fla.	97	157	15	21	50	64	27	4													
E.S. CENTRAL	89	274	52	165	134	213	70	113													
Ky.	20	22	10	19	8	23	-	10													
Tenn.	44	204	39	137	88	97	21	40													
Ala.	7	28	1	9	21	59	49	53													
Miss.	18	20	2	-	17	34	-	10													
W.S. CENTRAL	164	332	173	400	442	171	17	328													
Ark.	38	27	-	19	9	19	12	14													
La.	18	23	23	22	351	18	-	U													
Okla.	9	79	4	18	31	46	5	12													
Tex.	99	203	146	341	51	88	-	302													
MOUNTAIN	183	138	46	71	27	30	53	48													
Mont.	-	3	-	-	-	-	-	-													
Idaho	22	2	-	1	-	-	-	-													
Wyo.	1	2	-	1	-	-	-	-													
Colo.	24	30	12	20	3	-	6	U													
N. Mex.	22	13	12	6	3	-	12	7													
Ariz.	70	72	17	31	19	30	15	17													
Utah	5	10	5	10	-	-	5	10													
Nev.	39	6	-	2	2	-	15	14													
PACIFIC	772	375	202	50	53	47	330	564													
Wash.	141	10	162	27	8	5	33	22													
Oreg.	70	8	35	11	1	1	-	17													
Calif.	550	345	-	-	44	40	282	491													
Alaska	2	-	-	-	-	-	3	6													
Hawaii	9	12	5	12	-	1	12	28													
Guam	-	2	U	U	-	-	-	-													
P.R.	1	6	U	U	20	43	-	-													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


