
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 25, 2009 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	105	101	214	2,006	2,229	28	35	94	618	687											
NEW ENGLAND	-	5	31	108	142	-	1	12	19	37											
Conn.	-	0	26	23	12	-	0	11	-	-											
Maine	-	0	3	7	12	-	0	1	-	1											
Mass.	-	3	7	45	88	-	1	3	13	29											
N.H.	-	1	4	20	14	-	0	1	4	7											
R.I.	-	0	8	4	9	-	0	2	-	-											
Vt.	-	0	3	9	7	-	0	1	2	-											
MID. ATLANTIC	27	18	36	373	471	9	4	25	89	81											
N.J.	-	1	9	2	86	-	1	4	11	27											
N.Y. (Upstate)	15	6	24	140	134	9	2	19	51	33											
N.Y. City	-	4	12	81	97	-	0	23	27	21											
Pa.	12	6	17	150	154	N	0	2	N	N											
E.N. CENTRAL	18	16	39	394	454	1	6	10	87	129											
Ill.	-	3	11	82	135	-	1	5	9	40											
Ind.	-	3	19	64	61	-	0	5	11	16											
Mich.	1	3	9	65	81	-	1	5	25	33											
Ohio	13	4	14	123	116	1	1	5	30	20											
Wis.	4	1	10	60	61	-	0	3	12	20											
W.N. CENTRAL	18	5	37	170	186	7	2	14	55	39											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	2	0	8	23	24	N	0	1	N	N											
Minn.	13	0	34	65	83	7	0	9	22	15											
Mo.	2	1	8	48	46	-	1	4	24	16											
Nebr.	-	1	3	22	16	-	0	1	2	3											
N. Dak.	-	0	2	2	7	-	0	3	3	1											
S. Dak.	1	0	2	10	10	-	0	2	4	4											
S. ATLANTIC	24	22	46	452	434	5	6	14	125	139											
Del.	-	0	1	7	6	-	0	0	-	-											
D.C.	-	0	4	-	9	N	0	0	N	N											
Fla.	4	6	12	114	96	2	1	6	30	24											
Ga.	3	5	14	108	87	1	2	6	37	36											
Md.	10	3	10	69	81	2	1	3	28	32											
N.C.	7	2	12	48	51	N	0	0	N	N											
S.C.	-	1	5	31	28	-	1	6	23	22											
Va.	-	3	9	59	58	-	0	3	1	21											
W. Va.	-	1	4	16	18	-	0	2	6	4											
E.S. CENTRAL	-	4	9	83	70	-	2	6	22	38											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	15	16	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	12											
Tenn.	-	3	8	68	54	-	2	6	22	26											
W.S. CENTRAL	6	9	58	185	177	4	6	36	114	91											
Ark.	1	0	2	9	4	-	0	3	11	4											
La.	-	0	2	6	8	-	0	3	12	3											
Okla.	3	2	13	70	50	4	1	7	24	33											
Tex.	2	6	45	100	115	-	4	27	67	51											
MOUNTAIN	9	10	22	188	249	1	4	16	95	116											
Ariz.	3	3	8	53	82	-	2	10	55	52											
Colo.	6	3	8	70	63	1	1	4	20	24											
Idaho	-	0	2	3	9	-	0	1	2	2											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	3	5	-	0	1	-	1											
N. Mex.	-	2	7	37	66	-	0	3	7	19											
Utah	-	1	6	21	21	-	0	4	11	18											
Wyo.	-	0	1	1	3	-	0	1	-	-											
PACIFIC	3	3	8	53	46	1	1	5	12	17											
Alaska	1	0	4	8	11	-	0	4	8	10											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	2	3	8	45	35	1	0	2	4	7											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	8	-	13	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


