
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 18, 2009 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	125	251	1,697	6,192	4,224	93	69	130	1,794	2,140	16	29	179	622	790						
NEW ENGLAND	2	16	33	241	492	2	8	15	176	199	-	0	2	4	3						
Conn.	-	0	4	13	32	1	3	10	80	96	-	0	0	-	-						
Maine	2	1	10	62	14	1	1	5	28	31	-	0	2	4	-						
Mass.	-	10	26	105	389	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	6	42	16	-	1	7	19	20	-	0	0	-	1						
R.I.	-	1	6	11	34	-	0	3	21	18	-	0	2	-	1						
Vt.	-	0	2	8	7	-	1	6	28	34	-	0	0	-	-						
MID. ATLANTIC	15	23	64	528	484	10	16	30	326	452	2	1	29	28	60						
N.J.	-	3	12	56	101	-	0	0	-	-	-	0	6	-	42						
N.Y. (Upstate)	6	6	41	105	157	10	8	20	208	232	1	0	29	4	6						
N.Y. City	-	0	21	48	45	-	0	2	-	10	-	0	4	15	6						
Pa.	9	11	33	319	181	-	7	17	118	210	1	0	2	9	6						
E.N. CENTRAL	43	47	238	1,317	749	-	2	28	75	81	-	1	15	28	52						
Ill.	-	14	45	234	104	-	1	20	26	32	-	1	10	14	40						
Ind.	-	3	158	127	23	-	0	6	6	2	-	0	3	1	1						
Mich.	1	9	21	292	107	-	1	9	24	28	-	0	1	3	2						
Ohio	37	16	57	601	458	-	0	7	19	19	-	0	3	10	9						
Wis.	5	4	10	63	57	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	11	32	872	946	375	5	5	17	137	146	5	3	33	64	191						
Iowa	-	5	21	86	63	-	0	5	9	10	-	0	1	1	5						
Kans.	-	3	12	104	31	-	1	6	49	43	-	0	1	2	-						
