
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 13, 2003 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	2,494	3,657	262	184	130	52	17,528	19,969	300,981	338,789											
NEW ENGLAND	160	258	54	47	17	6	1,391	1,702	6,813	7,466											
Maine	10	37	3	8	1	-	179	205	170	138											
N.H.	12	33	2	-	-	-	22	43	76	118											
Vt.	18	14	-	1	-	1	118	144	83	94											
Mass.	67	117	8	20	16	5	738	911	2,922	3,129											
R.I.	4	12	-	1	-	-	114	156	908	877											
Conn.	49	45	41	17	-	-	220	243	2,654	3,110											
MID. ATLANTIC	233	411	19	1	37	8	3,451	4,058	41,703	40,912											
Upstate N.Y.	94	171	11	-	19	1	1,026	1,194	7,637	8,297											
N.Y. City	5	19	-	-	-	-	1,093	1,387	13,249	12,252											
N.J.	22	63	1	-	-	1	367	461	7,762	7,588											
Pa.	112	158	7	1	18	6	965	1,016	13,055	12,775											
E.N. CENTRAL	553	841	28	31	23	6	2,884	3,507	60,297	72,093											
Ohio	131	153	17	11	22	5	876	932	16,384	21,169											
Ind.	89	77	-	1	-	-	-	-	6,443	7,213											
Ill.	113	191	-	6	-	-	733	1,000	19,404	23,371											
Mich.	90	134	1	3	-	1	732	894	13,115	14,250											
Wis.	130	286	10	10	1	-	543	681	4,951	6,090											
W.N. CENTRAL	431	504	55	31	20	7	1,988	2,052	15,930	17,406											
Minn.	132	161	23	26	1	-	772	785	2,634	2,968											
Iowa	102	120	-	-	-	-	262	303	775	1,312											
Mo.	88	68	18	-	1	-	487	490	8,164	8,595											
N. Dak.	13	18	4	-	8	2	38	31	72	71											
S. Dak.	28	40	4	2	-	-	84	81	224	261											
Nebr.	39	66	5	3	-	-	136	177	1,581	1,499											
Kans.	29	31	1	-	10	5	209	185	2,480	2,700											
S. ATLANTIC	150	420	70	36	12	1	2,726	2,865	73,446	86,038											
Del.	11	10	N	N	N	N	46	54	1,085	1,526											
Md.	14	28	-	-	-	-	114	111	7,724	8,844											
D.C.	1	3	-	-	-	-	55	45	2,388	2,566											
Va.	38	67	11	10	-	-	358	318	7,535	10,132											
W. Va.	5	9	-	-	-	1	49	59	817	942											
N.C.	4	191	30	-	-	-	N	N	14,014	15,145											
S.C.	4	5	-	-	-	-	136	135	8,409	9,065											
Ga.	31	45	5	8	-	-	910	887	14,435	17,343											
Fla.	42	62	24	18	12	-	1,058	1,256	17,039	20,475											
E.S. CENTRAL	83	110	2	-	7	10	340	388	24,523	29,050											
Ky.	28	30	2	-	7	10	N	N	3,410	3,644											
Tenn.	35	49	-	-	-	-	176	186	8,125	9,050											
Ala.	14	20	-	-	-	-	164	202	7,518	9,834											
Miss.	6	11	-	-	-	-	-	-	5,470	6,522											
W.S. CENTRAL	94	110	4	2	9	9	282	250	40,566	46,461											
Ark.	12	12	-	-	-	-	138	169	3,786	4,482											
La.	3	4	-	-	-	-	13	6	10,134	11,165											
Okla.	29	23	-	-	-	-	131	72	4,371	4,558											
Tex.	50	71	4	2	9	9	-	3	22,275	26,256											
MOUNTAIN	320	333	26	29	5	5	1,542	1,624	9,391	10,974											
Mont.	17	31	-	-	-	-	111	92	104	108											
Idaho	81	42	16	18	-	-	195	130	69	92											
Wyo.	4	15	1	2	-	-	22	29	42	59											
Colo.	71	97	3	6	5	5	418	559	2,408	3,395											
N. Mex.	11	12	5	3	-	-	50	147	1,061	1,433											
Ariz.	39	33	N	N	N	N	253	189	3,304	3,620											
Utah	74	75	-	-	-	-	356	321	356	357											
Nev.	23	28	1	-	-	-	137	157	2,047	1,910											
PACIFIC	470	670	4	7	-	-	2,924	3,523	28,312	28,389											
Wash.	113	145	1	-	-	-	341	421	2,633	2,798											
Oreg.	103	205	3	7	-	-	388	436	941	856											
Calif.	242	275	-	-	-	-	2,023	2,466	23,382	23,423											
Alaska	4	8	-	-	-	-	85	111	528	601											
Hawaii	8	37	-	-	-	-	87	89	828	711											
Guam	N	N	-	-	-	-	-	7	-	45											
P.R.	-	1	-	-	36	-	132	84	188	327											
V.I.	-	-	-	-	-	-	-	-	55	31											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


