
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 7, 2006 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	84	50	334	1,976	2,040	79	172	334	6,711	6,463	442	802	3,204	31,532	21,295						
NEW ENGLAND	-	1	24	30	176	2	4	17	157	159	16	39	144	1,147	4,043						
Conn.	U	0	7	U	74	1	0	11	34	34	U	0	58	U	1,196						
Maine	-	0	2	8	N	-	0	2	7	1	-	5	20	151	240						
Mass.	-	0	6	-	76	1	2	6	97	98	-	0	54	94	1,816						
N.H.	-	0	0	-	-	-	0	2	10	13	10	7	47	376	231						
R.I.	-	0	11	10	17	-	0	6	7	12	-	0	0	-	-						
Vt.	-	0	2	12	9	-	0	1	2	1	6	12	50	526	560						
MID. ATLANTIC	1	3	15	125	169	13	21	35	855	801	84	103	183	3,659	3,605						
N.J.	N	0	0	N	N	-	3	7	128	111	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	44	65	5	2	14	117	62	-	0	0	-	-						
N.Y. City	U	0	0	U	U	4	10	23	410	481	-	0	0	-	-						
Pa.	1	2	9	81	104	4	5	9	200	147	84	103	183	3,659	3,605						
E.N. CENTRAL	7	11	41	442	510	8	17	38	678	700	121	237	587	11,255	4,425						
Ill.	-	0	3	15	26	1	8	23	313	393	-	2	7	68	78						
Ind.	1	2	21	117	160	2	1	4	68	51	-	0	475	475	251						
Mich.	-	0	4	17	33	1	2	19	90	63	33	102	174	3,266	2,637						
Ohio	6	6	32	293	291	4	4	8	159	167	88	93	420	6,816	1,118						
Wis.	N	0	0	N	N	-	1	4	48	26	-	12	52	630	341						
W.N. CENTRAL	62	1	191	96	34	1	5	10	194	195	7	23	84	1,108	350						
Iowa	N	0	0	N	N	-	0	2	11	8	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	16	15	-	0	8	20	-						
Minn.	60	0	191	60	-	-	0	3	21	57	-	0	0	-	-						
Mo.	2	1	3	35	27	-	3	8	130	110	7	19	82	1,006	242						
Nebr.	-	0	0	-	2	-	0	1	3	4	-	0	0	-	-						
N. Dak.	-	0	1	-	2	-	0	1	1	-	-	0	25	44	20						
S. Dak.	-	0	1	1	3	1	0	3	12	1	-	1	12	38	88						
S. ATLANTIC	13	26	53	1,035	835	25	42	186	1,619	1,584	22	90	860	3,328	1,646						
Del.	-	0	2	-	1	-	0	2	16	9	-	1	5	52	25						
D.C.	1	0	3	23	13	5	2	9	101	86	2	0	5	30	28						
Fla.	10	14	36	574	460	10	15	29	575	537	-	0	0	-	-						
Ga.	2	7	29	343	265	1	7	147	277	332	-	0	0	-	-						
Md.	-	0	0	-	-	1	5	19	229	247	-	0	0	-	-						
N.C.	N	0	0	N	N	5	5	17	229	205	-	0	0	-	-						
S.C.	-	0	0	-	-	1	1	7	54	58	10	15	53	809	439						
Va.	N	0	0	N	N	1	3	12	133	107	-	30	812	1,287	350						
W. Va.	-	1	14	95	96	1	0	1	5	3	10	26	70	1,150	804						
E.S. CENTRAL	-	3	13	152	143	7	13	25	547	356	-	1	70	91	95						
Ala.	N	0	0	N	N	-	4	19	238	115	-	1	70	90	95						
Ky.	-	0	5	29	26	1	1	8	56	36	N	0	0	N	N						
Miss.	-	0	0	-	1	-	0	6	47	39	-	0	1	1	-						
Tenn.	-	3	13	123	116	6	5	13	206	166	N	0	0	N	N						
W.S. CENTRAL	-	0	4	17	99	12	27	43	1,153	953	134	183	1,757	8,838	5,089						
Ark.	-	0	3	12	12	1	1	5	60	40	-	7	110	590	-						
La.	-	0	4	5	87	10	4	17	190	199	-	0	8	44	110						
Okla.	N	0	0	N	N	1	1	6	57	29	-	0	0	-	-						
Tex.	N	0	0	N	N	-	21	36	846	685	134	170	1,647	8,204	4,979						
MOUNTAIN	1	1	8	79	74	10	7	25	322	332	58	54	138	2,106	2,042						
Ariz.	N	0	0	N	N	7	3	16	144	132	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	32	36	35	33	76	1,152	1,408						
Idaho	N	0	0	N	N	-	0	1	2	20	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	1	5	-	0	2	2	-						
Nev.	-	0	3	4	29	3	1	12	83	91	-	0	2	4	2						
N. Mex.	-	0	1	1	-	-	1	5	52	40	-	3	34	307	172						
Utah	-	0	8	34	23	-	0	1	8	8	23	10	55	608	409						
Wyo.	1	1	4	40	22	-	0	0	-	-	-	0	8	33	51						
PACIFIC	-	0	0	-	-	1	33	49	1,186	1,383	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	9	6	-	0	0	-	-						
Calif.	N	0	0	N	N	-	28	39	1,007	1,235	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	15	9	N	0	0	N	N						
Oreg.	N	0	0	N	N	-	0	6	13	26	N	0	0	N	N						
Wash.	N	0	0	N	N	1	3	10	142	107	N	0	0	N	N						
