
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 20, 1999 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	158	253	665	828	200	233	1,138	1,524	882	1,449	894										
NEW ENGLAND	11	17	126	149	3	8	15	17	68	71	151										
Maine	2	1	-	1	-	-	-	-	3	1	23										
N.H.	1	2	-	4	-	-	-	1	-	2	13										
Vt.	3	-	-	1	-	-	1	-	-	1	29										
Mass.	2	5	88	32	3	8	10	14	35	38	35										
R.I.	1	4	2	14	-	-	1	-	15	8	15										
Conn.	2	5	36	97	-	-	3	2	15	21	36										
MID. ATLANTIC	39	51	377	530	52	84	47	57	336	331	207										
Upstate N.Y.	12	11	116	232	18	20	4	4	32	40	130										
N.Y. City	-	12	2	15	12	46	22	9	201	203	U										
N.J.	5	2	97	57	14	10	1	19	103	88	47										
Pa.	22	26	162	226	8	8	20	25	U	U	30										
E.N. CENTRAL	37	99	18	19	13	18	222	224	43	52	1										
Ohio	15	27	12	14	2	1	19	43	U	U	-										
Ind.	5	22	5	4	4	1	32	31	U	U	-										
Ill.	2	15	-	-	-	9	145	95	U	U	-										
Mich.	14	15	1	1	5	6	26	38	36	31	1										
Wis.	1	20	U	U	2	1	-	17	7	21	-										
W.N. CENTRAL	6	14	7	7	6	7	6	41	76	52	85										
Minn.	-	-	2	-	-	1	1	1	34	25	19										
Iowa	4	1	1	6	2	1	1	-	-	-	20										
Mo.	1	7	-	1	3	4	-	30	35	12	-										
N. Dak.	-	-	1	-	-	-	-	-	1	1	28										
S. Dak.	1	-	-	-	-	-	-	-	3	4	-										
Nebr.	-	6	-	-	-	-	1	4	1	-	1										
Kans.	-	-	3	-	1	1	3	6	2	10	17										
S. ATLANTIC	28	31	85	89	62	50	432	581	140	297	334										
Del.	2	4	-	1	-	1	1	6	-	5	-										
Md.	4	8	65	80	19	22	99	160	U	U	73										
D.C.	-	2	1	3	6	3	10	19	10	23	-										
Va.	4	3	-	-	9	5	30	44	17	30	83										
W. Va.	N	N	1	-	1	-	1	-	7	16	15										
N.C.	4	4	13	-	4	6	120	170	60	153	75										
S.C.	4	3	1	-	-	-	49	73	46	70	24										
Ga.	-	-	-	2	5	10	56	43	U	U	33										
Fla.	10	7	4	3	18	3	66	66	U	U	31										
E.S. CENTRAL	8	9	10	11	3	6	188	278	56	124	49										
Ky.	2	5	-	1	-	-	-	32	U	U	13										
Tenn.	5	2	4	5	2	3	107	141	U	U	19										
Ala.	1	1	5	5	1	1	58	59	50	84	17										
Miss.	-	1	1	-	-	2	23	46	6	40	-										
W.S. CENTRAL	1	2	-	-	5	4	179	190	34	403	16										
Ark.	-	-	-	-	-	-	20	23	14	16	-										
La.	1	-	-	-	3	3	52	77	U	U	-										
Okla.	-	-	-	-	1	-	51	11	20	25	16										
Tex.	-	2	-	-	1	1	56	79	-	362	-										
MOUNTAIN	11	14	2	1	9	13	16	53	35	52	26										
Mont.	-	1	-	-	1	-	-	-	-	2	12										
Idaho	-	-	-	-	1	1	-	-	-	1	-										
Wyo.	-	-	1	-	-	-	-	-	-	1	7										
Colo.	1	4	-	-	3	4	-	3	U	U	1										
N. Mex.	1	1	1	-	1	4	-	4	10	9	-										
Ariz.	1	1	-	-	3	2	15	41	U	U	6										
Utah	4	6	-	-	-	1	-	2	11	11	-										
Nev.	4	1	-	1	-	1	1	3	14	28	-										
PACIFIC	17	16	40	22	47	43	33	83	94	67	25										
Wash.	2	-	-	-	3	-	5	4	54	37	-										
Oreg.	-	-	1	-	7	6	-	1	U	U	-										
Calif.	15	16	39	22	35	37	26	78	U	U	22										
Alaska	-	-	-	-	-	-	1	-	6	8	3										
Hawaii	-	-	-	-	2	-	1	-	34	22	-										
Guam	-	1	-	-	-	1	-	-	-	28	-										
P.R.	-	-	-	-	-	-	52	49	-	6	14										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	36	-	21	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


