
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 1996 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	10,058	11,636	35,978	115	35	50,238	75,110	583	754	114	200										
NEW ENGLAND	454	601	1,869	14	3	1,098	1,113	8	17	3	2										
Maine	8	15	-	2	-	6	10	-	-	1	-										
N.H.	14	11	118	1	1	27	23	-	1	-	-										
Vt.	5	1	-	3	2	17	5	4	1	-	-										
Mass.	250	287	1,290	5	-	447	640	4	15	1	1										
R.I.	17	28	461	2	-	124	116	-	-	1	1										
Conn.	160	259	-	1	-	477	319	-	-	N	N										
MID. ATLANTIC	2,863	3,074	5,118	18	9	3,774	8,622	68	67	25	22										
Upstate N.Y.	324	251	N	11	6	423	1,898	47	24	7	5										
N.Y. City	1,615	1,573	-	-	-	713	2,814	1	1	-	1										
N.J.	554	805	1,154	4	-	499	748	16	34	2	6										
Pa.	370	445	3,964	N	3	2,139	3,162	4	8	16	10										
E.N. CENTRAL	822	1,145	7,852	14	2	8,838	15,542	64	64	41	73										
Ohio	250	236	1,328	11	-	775	5,104	2	2	18	30										
Ind.	91	103	1,789	2	-	1,455	1,521	3	-	9	13										
Ill.	315	533	-	1	1	3,287	3,709	5	23	1	12										
Mich.	108	215	4,095	-	1	2,909	3,862	54	39	12	9										
Wis.	58	58	640	N	-	412	1,346	-	-	1	9										
W.N. CENTRAL	254	298	3,946	14	12	3,188	4,207	72	16	8	22										
Minn.	56	64	-	1	8	849	592	-	-	-	-										
Iowa	23	14	549	4	1	197	293	46	2	2	3										
Mo.	93	142	2,008	1	-	1,577	2,467	25	10	1	18										
N. Dak.	-	-	-	1	1	-	7	-	-	-	-										
S. Dak.	3	-	207	-	-	34	37	-	1	1	-										
Nebr.	22	38	388	2	-	57	197	-	1	4	-										
Kans.	57	40	794	5	2	474	614	1	2	-	1										
S. ATLANTIC	2,485	2,761	9,318	9	1	20,903	22,183	23	56	11	39										
Del.	72	69	-	-	-	301	415	-	-	-	-										
Md.	198	348	1,030	N	-	2,611	2,797	-	2	2	9										
D.C.	125	141	N	-	-	884	1,244	-	-	1	2										
Va.	129	271	2,145	N	1	1,810	2,400	1	-	2	2										
W. Va.	19	13	-	N	-	99	106	4	14	1	3										
N.C.	34	161	-	4	-	4,171	5,084	8	16	3	7										
S.C.	93	165	-	1	-	2,189	2,114	1	1	1	5										
Ga.	446	439	2,462	1	-	5,601	3,942	-	9	-	5										
Fla.	1,369	1,154	3,681	-	-	3,237	4,081	9	14	1	6										
E.S. CENTRAL	360	383	1,135	5	1	4,612	9,012	82	292	11	7										
Ky.	66	38	-	-	-	800	979	4	7	2	2										
Tenn.	141	168	1,101	N	1	1,201	2,427	77	284	4	3										
Ala.	90	104	-	-	-	2,446	3,793	1	1	-	1										
Miss.	63	73	34	2	-	165	1,813	-	-	5	1										
W.S. CENTRAL	956	1,014	1,258	5	1	2,909	6,601	55	22	-	3										
Ark.	45	63	-	3	-	548	760	-	-	-	-										
La.	225	257	-	N	1	1,570	2,436	9	7	-	1										
Okla.	28	57	1,258	1	-	791	331	33	12	-	2										
Tex.	658	637	-	1	-	-	3,074	13	3	-	-										
MOUNTAIN	254	494	3,402	15	2	1,346	1,741	122	87	5	20										
Mont.	3	8	-	-	-	4	23	5	3	-	2										
Idaho	4	16	302	6	-	14	27	31	11	-	1										
Wyo.	-	4	129	-	-	8	10	38	32	-	-										
Colo.	85	214	-	5	2	392	547	4	19	4	11										
N. Mex.	20	34	-	-	-	176	239	23	14	-	1										
Ariz.	96	88	2,259	N	-	573	554	15	4	-	1										
Utah	39	30	254	3	-	49	36	4	3	-	2										
Nev.	7	100	458	1	-	130	305	2	1	1	2										
PACIFIC	1,610	1,866	2,080	21	4	3,570	6,089	89	133	10	12										
Wash.	141	147	1,801	4	4	470	526	15	28	-	-										
Oreg.	103	79	-	8	-	64	82	2	6	-	-										
Calif.	1,340	1,549	-	7	-	2,872	5,166	41	90	10	9										
Alaska	3	29	N	-	-	87	188	2	1	-	-										
Hawaii	23	62	267	N	-	77	127	29	8	-	3										
Guam	3	-	-	N	-	-	18	-	-	-	-										
P.R.	255	638	N	N	U	74	120	20	18	-	-										
V.I.	1	10	N	N	U	-	8	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	7	5	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


