
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 14, 2005 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,000	2,173	1,231	1,107	345	353	2,504	2,724	92	138											
NEW ENGLAND	69	102	11	18	29	40	66	61	-	-											
Maine	2	3	N	N	-	1	1	-	-	-											
N.H.	5	9	-	-	1	N	4	1	-	-											
Vt.	7	4	5	5	3	1	-	-	-	-											
Mass.	49	70	-	6	25	35	55	37	-	-											
R.I.	6	16	6	7	-	3	2	5	-	-											
Conn.	-	-	-	-	U	U	4	18	-	-											
MID. ATLANTIC	611	367	249	83	79	49	387	365	15	18											
Upstate N.Y.	143	113	44	37	35	31	25	28	11	1											
N.Y. City	56	65	U	U	U	U	205	216	3	7											
N.J.	78	74	N	N	11	4	40	71	1	9											
Pa.	334	115	205	46	33	14	117	50	-	1											
E.N. CENTRAL	313	497	271	254	86	87	198	315	13	21											
Ohio	95	124	179	191	40	43	74	94	2	1											
Ind.	40	48	90	63	22	17	23	20	1	1											
Ill.	18	154	2	-	20	-	62	120	1	1											
Mich.	152	136	-	N	-	N	31	66	7	18											
Wis.	8	35	N	N	4	27	8	15	2	-											
W.N. CENTRAL	123	160	27	9	38	32	67	73	-	1											
Minn.	44	72	-	-	19	18	12	12	-	1											
Iowa	N	N	N	N	-	N	1	3	-	-											
Mo.	38	39	25	8	4	8	46	41	-	-											
N. Dak.	2	6	-	-	1	-	-	-	-	-											
S. Dak.	9	8	2	1	-	-	-	-	-	-											
Nebr.	9	10	-	-	4	4	2	5	-	-											
Kans.	21	25	N	N	10	2	6	12	-	-											
S. ATLANTIC	384	417	483	560	41	24	644	674	18	24											
Del.	-	2	1	3	-	N	6	2	-	-											
Md.	102	64	-	-	27	18	119	124	7	3											
D.C.	5	4	13	6	2	4	40	20	-	1											
Va.	27	35	N	N	-	N	32	22	3	1											
W. Va.	9	12	49	55	12	2	2	3	-	-											
N.C.	63	56	N	N	U	U	86	56	3	1											
S.C.	11	40	-	57	-	N	25	51	-	7											
Ga.	72	106	155	144	-	N	69	122	-	1											
Fla.	95	98	265	295	-	N	265	274	5	10											
E.S. CENTRAL	77	107	86	70	3	-	135	139	11	5											
Ky.	17	34	13	17	N	N	12	21	-	-											
Tenn.	60	73	73	52	-	N	57	52	8	1											
Ala.	-	-	-	-	-	N	55	51	3	2											
Miss.	-	-	-	1	3	-	11	15	-	2											
W.S. CENTRAL	80	253	66	36	43	96	443	409	20	30											
Ark.	7	5	8	5	9	5	20	16	-	3											
La.	4	1	58	31	9	18	90	91	2	2											
Okla.	58	29	N	N	16	23	15	9	1	2											
Tex.	11	218	N	N	9	50	318	293	17	23											
MOUNTAIN	303	234	38	19	26	25	132	143	11	8											
Mont.	-	-	-	-	-	-	5	-	-	-											
Idaho	1	4	N	N	-	N	9	9	-	1											
Wyo.	1	5	16	4	-	-	-	1	-	-											
Colo.	114	45	N	N	25	23	15	25	-	-											
N. Mex.	23	49	-	5	-	-	18	38	1	2											
Ariz.	125	108	N	N	-	N	54	61	10	5											
Utah	38	23	21	8	1	2	2	2	-	-											
Nev.	1	-	1	2	-	-	29	7	-	-											
PACIFIC	40	36	-	58	-	-	432	545	4	31											
Wash.	N	N	N	N	N	N	56	31	-	-											
Oreg.	N	N	N	N	-	N	12	14	-	-											
Calif.	-	-	N	N	N	N	359	497	4	31											
Alaska	-	-	-	-	-	N	3	-	-	-											
Hawaii	40	36	-	58	-	-	2	3	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	N	N	N	N	-	N	45	48	5	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


