
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 18, 2003 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	40	49	49	85	135	212	140	299	13	12											
NEW ENGLAND	1	4	3	6	32	62	21	18	-	-											
Maine	1	-	-	1	-	2	-	2	-	-											
N.H.	-	1	-	-	-	-	1	-	-	-											
Vt.	-	-	-	1	11	11	2	3	-	-											
Mass.	-	2	2	4	21	45	8	4	-	-											
R.I.	-	-	-	-	-	-	-	2	-	-											
Conn.	-	1	1	-	-	4	10	7	-	-											
MID. ATLANTIC	18	12	2	14	4	3	21	33	-	2											
Upstate N.Y.	-	-	-	5	4	1	14	22	-	-											
N.Y. City	18	5	1	3	-	2	5	-	-	-											
N.J.	-	6	-	1	-	-	-	6	-	-											
Pa.	-	1	1	5	-	-	2	5	-	2											
E.N. CENTRAL	3	6	9	16	19	40	-	1	1	1											
Ohio	2	2	6	10	17	18	-	-	1	1											
Ind.	-	-	2	-	-	-	-	1	-	-											
Ill.	-	2	-	2	-	8	-	-	-	-											
Mich.	1	2	1	1	2	3	-	-	-	-											
Wis.	-	-	-	3	-	11	-	-	-	-											
W.N. CENTRAL	4	4	4	3	10	26	20	22	-	-											
Minn.	2	-	1	-	-	-	-	-	-	-											
Iowa	2	1	2	-	-	13	1	2	-	-											
Mo.	-	2	1	2	6	10	-	-	-	-											
N. Dak.	-	-	-	-	-	-	1	-	-	-											
S. Dak.	-	-	-	1	-	-	-	12	-	-											
Nebr.	-	-	-	-	-	-	-	-	-	-											
Kans.	-	1	-	-	4	3	18	8	-	-											
S. ATLANTIC	10	7	16	11	27	5	71	57	12	9											
Del.	-	-	2	-	-	1	-	-	-	-											
Md.	4	4	2	1	6	2	2	18	3	3											
D.C.	-	1	-	-	-	-	-	-	-	-											
Va.	-	-	-	-	-	-	5	12	-	-											
W. Va.	-	-	-	-	-	-	3	3	-	-											
N.C.	-	2	2	1	6	-	23	21	9	6											
S.C.	-	-	-	-	-	2	2	3	-	-											
Ga.	1	-	1	3	13	-	35	-	-	-											
Fla.	5	-	9	6	2	-	1	-	-	-											
E.S. CENTRAL	1	1	3	1	4	9	1	108	-	-											
Ky.	-	-	-	-	1	1	-	-	-	-											
Tenn.	-	-	1	-	-	1	-	108	-	-											
Ala.	1	-	2	1	3	1	1	-	-	-											
Miss.	-	1	-	-	-	6	-	-	-	-											
W.S. CENTRAL	-	-	5	13	-	20	1	46	-	-											
Ark.	-	-	1	2	-	18	-	-	-	-											
La.	-	-	3	1	-	-	-	-	-	-											
Okla.	-	-	1	-	-	1	1	6	-	-											
Tex.	-	-	-	10	-	1	-	40	-	-											
MOUNTAIN	-	-	2	5	33	25	5	6	-	-											
Mont.	-	-	-	-	-	1	1	-	-	-											
Idaho	-	-	-	-	-	4	-	-	-	-											
Wyo.	-	-	-	-	-	-	-	1	-	-											
Colo.	-	-	-	2	19	13	-	-	-	-											
N. Mex.	-	-	1	-	-	5	-	-	-	-											
Ariz.	-	-	1	-	10	-	4	5	-	-											
Utah	-	-	-	-	2	1	-	-	-	-											
Nev.	-	-	-	3	2	1	-	-	-	-											
PACIFIC	3	15	5	16	6	22	-	8	-	-											
Wash.	-	-	-	1	-	-	-	-	-	-											
Oreg.	3	-	5	6	6	6	-	-	-	-											
Calif.	-	13	-	9	-	15	-	4	-	-											
Alaska	-	-	-	-	-	-	-	4	-	-											
Hawaii	-	2	-	-	-	1	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	4	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


