
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 28, 2003 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	19,671	396,306	404,147	1,506	2,232	887	1,042	-	-											
NEW ENGLAND	654	793	13,205	13,326	-	-	57	57	-	-											
Maine	27	19	929	728	N	N	5	2	-	-											
N.H.	15	19	763	785	-	-	6	13	-	-											
Vt.	6	6	499	387	-	-	12	10	-	-											
Mass.	277	373	5,285	5,284	-	-	22	19	-	-											
R.I.	51	61	1,420	1,367	-	-	9	8	-	-											
Conn.	278	315	4,309	4,775	N	N	3	5	-	-											
MID. ATLANTIC	4,098	4,228	41,852	44,824	-	-	125	149	-	-											
Upstate N.Y.	274	406	9,521	7,930	N	N	37	31	-	-											
N.Y. City	1,976	2,051	15,772	15,332	-	-	38	62	-	-											
N.J.	787	808	6,074	6,184	-	-	5	11	-	-											
Pa.	1,061	963	10,485	15,378	N	N	45	45	-	-											
E.N. CENTRAL	1,982	2,238	70,384	74,363	3	15	200	287	-	-											
Ohio	303	428	18,963	19,211	-	-	34	63	-	-											
Ind.	259	304	8,139	8,262	N	N	26	21	-	-											
Ill.	959	1,028	20,486	23,702	-	2	24	56	-	-											
Mich.	359	369	15,365	14,872	3	13	43	52	-	-											
Wis.	102	109	7,431	8,316	-	-	73	95	-	-											
W.N. CENTRAL	358	328	23,308	22,603	1	-	100	107	-	-											
Minn.	74	72	4,834	5,228	N	N	44	37	-	-											
Iowa	41	46	2,676	2,696	N	N	16	11	-	-											
Mo.	177	135	8,340	7,268	-	-	8	15	-	-											
N. Dak.	-	1	684	638	N	N	7	10	-	-											
S. Dak.	7	2	1,227	1,088	-	-	18	5	-	-											
Nebr.	25	31	2,076	2,162	1	-	4	22	-	-											
Kans.	34	41	3,471	3,523	N	N	3	7	-	-											
S. ATLANTIC	5,488	6,359	77,347	75,516	2	1	133	138	-	-											
Del.	106	113	1,542	1,343	N	N	3	1	-	-											
Md.	558	954	8,264	7,594	2	1	8	6	-	-											
D.C.	595	321	1,385	1,630	-	-	4	3	-	-											
Va.	481	482	9,314	8,120	-	-	15	4	-	-											
W. Va.	42	48	1,231	1,182	N	N	2	1	-	-											
N.C.	581	438	13,049	12,151	N	N	15	21	-	-											
S.C.	330	440	7,349	7,096	-	-	2	2	-	-											
Ga.	736	1,087	16,720	15,695	-	-	52	52	-	-											
Fla.	2,059	2,476	18,493	20,705	N	N	32	48	-	-											
E.S. CENTRAL	841	903	26,704	26,284	N	N	54	70	-	-											
Ky.	79	150	4,103	4,277	N	N	12	1	-	-											
Tenn.	374	388	9,397	8,064	N	N	17	38	-	-											
Ala.	185	172	6,992	8,266	-	-	22	27	-	-											
Miss.	203	193	6,212	5,677	N	N	3	4	-	-											
W.S. CENTRAL	2,125	2,164	51,224	53,812	-	5	9	32	-	-											
Ark.	65	150	3,694	3,669	-	-	1	4	-	-											
La.	368	498	8,577	9,342	N	N	1	8	-	-											
Okla.	92	118	5,462	5,139	N	N	4	5	-	-											
Tex.	1,600	1,398	33,491	35,662	-	5	3	15	-	-											
MOUNTAIN	722	649	23,273	25,084	1,051	1,508	49	67	-	-											
Mont.	10	6	989	992	N	N	12	4	-	-											
Idaho	13	15	1,230	1,239	N	N	7	17	-	-											
Wyo.	4	5	490	448	-	-	2	6	-	-											
Colo.	159	132	5,366	7,023	N	N	9	18	-	-											
N. Mex.	52	34	3,183	3,811	4	5	2	7	-	-											
Ariz.	341	272	7,226	7,399	1,022	1,479	3	7	-	-											
Utah	31	35	2,126	1,145	5	7	11	5	-	-											
Nev.	112	150	2,663	3,027	20	17	3	3	-	-											
PACIFIC	3,214	2,009	69,009	68,335	448	703	160	135	-	-											
Wash.	214	256	7,961	7,360	N	N	14	9	-	-											
Oreg.	126	193	3,680	3,351	-	-	23	20	-	-											
Calif.	2,815	1,500	54,660	53,646	448	703	123	105	-	-											
Alaska	12	12	1,864	1,808	-	-	-	-	-	-											
Hawaii	47	48	844	2,170	-	-	-	1	-	-											
Guam	2	1	-	340	-	-	-	-	-	-											
P.R.	514	600	856	1,487	N	N	N	N	-	-											
V.I.	15	56	-	96	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


