
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending April 6, 2013 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2013
5-year weekly average†
Total cases reported for year 2012
Total cases reported for year 2011
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	-	1	-	1	-		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	-	0	78	137	75	55	62		
Eastern equine encephalitis virus disease	-	2	-	15	4	10	4	4		
Powassan virus disease	-	-	0	7	16	8	6	2		
St. Louis encephalitis virus disease	-	1	0	3	6	10	12	13		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	-	13	2	850	1,128	NN	NN	NN		
Botulism, total	-	23	2	122	153	112	118	145		
foodborne	-	-	0	14	24	7	10	17		
infant	-	18	2	82	97	80	83	109		
other(wound & unspecified)	-	5	0	26	32	25	25	19		
Brucellosis	1	11	2	123	79	115	115	80	KY (1 )	
Chancroid	-	4	1	22	8	24	28	25		
Cholera	-	1	0	5	40	13	10	5		
Cyclosporiasis §	-	5	1	121	151	179	141	139		
Diphtheria	-	-	-	1	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	1	6	0	23	14	23	35	30	ID (1 )	
nonserotype b	-	35	4	163	145	200	236	244		
unknown serotype	2	69	4	253	226	223	178	163	MO (2 )	
Hansen disease §	-	5	2	67	82	98	103	80		
Hantavirus pulmonary syndrome §	-	-	0	24	23	20	20	18		
Hemolytic uremic syndrome, post-diarrheal §	-	23	3	220	290	266	242	330		
Influenza-associated pediatric mortality §, ††	5	98	3	52	118	61	358	90	NJ (1 ), MI (1 ), WI (2 ), TX (1 )	
Listeriosis	6	82	10	677	870	821	851	759	PA (1 ), VA (1 ), FL (2 ), AL (1 ), WA (1 )	
Measles §§	1	17	4	54	220	63	71	140	CA (1 )	
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	-	28	7	139	257	280	301	330		
serogroup B	4	21	4	93	159	135	174	188	NY (1 ), OK (1 ), WA (2 )	
other serogroup	-	3	1	18	20	12	23	38		
unknown serogroup	4	123	10	293	323	406	482	616	OH (1 ), FL (1 ), TX (1 ), OR (1 )	
Novel influenza A infection virus ***	-	-	28	313	14	4	43,774	2		
Plague	-	-	0	3	3	2	8	3		
Poliomyelitis, paralytic	-	-	-	-	-	-	1	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	-		
Psittacosis §	-	-	0	2	2	4	9	8		
Q fever total §:	-	13	2	133	134	131	113	120		
acute	-	8	2	112	110	106	93	106		
chronic	-	5	0	21	24	25	20	14		
Rabies, human	-	-	0	1	6	2	4	2		
Rubella †††	-	2	0	8	4	5	3	16		
Rubella, congenital syndrome	-	-	0	2	-	-	2	-		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	1	30	4	126	168	142	161	157	OH (1 )	
Syphilis, congenital (age &lt;1 yr) §§§	-	22	7	291	360	377	423	431		
Tetanus	1	6	1	37	36	26	18	19	OR (1 )	
Toxic-shock syndrome (staphylococcal) §	-	17	1	65	78	82	74	71		
Trichinellosis	-	10	0	19	15	7	13	39		
Tularemia	1	6	1	162	166	124	93	123	FL (1 )	
Typhoid fever	6	55	7	323	390	467	397	449	OH (1 ), NC (2 ), GA (1 ), WA (2 )	
Vancomycin-intermediate Staphylococcus aureus §	1	18	2	118	82	91	78	63	OH (1 )	
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	-	2	1	-		
Vibriosis (non-cholera Vibrio species infections) §	5	67	7	976	832	846	789	588	FL (3 ), TN (1 ), LA (1 )	
Viral Hemorrhagic Fever ¶¶¶	-	-	-	-	-	1	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Data for meningococcal disease (all serogroups) are available in Table II.

*** Please refer to the http://www.cdc.gov/mmwr/mmwr_wk/wk_cvol.html for weekly updates to the footnote for this condition.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of STD Prevention, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention.

¶¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition. See Table II for Dengue Hemorrhagic Fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


