
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 9, 2013 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	93	264	398	624	1,349	-	4	12	10	11	2	51	228	24	89						
NEW ENGLAND	-	4	12	9	14	-	0	1	-	-	-	0	3	-	-						
Conn.	-	1	3	4	5	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	-	-	-	0	0	-	-	-	0	1	-	-						
Mass.	-	2	9	2	9	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	1	-	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	-	-	-	0	0	-	-	-	0	3	-	-						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	2	39	73	41	362	-	0	2	1	3	-	1	5	2	9						
N.J.	-	10	35	-	230	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	-	12	37	-	45	-	0	1	-	-	-	0	3	-	-						
N.Y. City	-	9	21	31	73	-	0	0	-	-	-	0	3	-	2						
Pa.	2	2	6	10	14	-	0	2	1	3	-	1	4	2	7						
E.N. CENTRAL	28	39	118	224	174	-	0	2	-	1	-	4	15	3	9						
Ill.	-	5	16	2	15	-	0	1	-	-	-	2	12	-	4						
Ind.	-	1	17	6	9	-	0	1	-	1	-	1	5	2	2						
Mich.	1	4	14	16	39	-	0	0	-	-	-	0	1	-	-						
Ohio	27	28	103	194	104	-	0	0	-	-	-	0	3	1	2						
Wis.	-	2	18	6	7	-	0	0	-	-	-	0	1	-	1						
W.N. CENTRAL	-	8	32	25	44	-	0	6	-	-	-	5	33	-	4						
Iowa	-	1	11	6	2	-	0	0	-	-	-	0	1	-	-						
Kans.	-	2	9	2	26	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	7	5	13	-	0	5	-	-	-	5	33	-	4						
Nebr.	-	1	22	9	2	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	1	3	1	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	20	54	102	108	246	-	2	9	9	4	1	13	147	10	27						
Del.	-	0	4	1	-	-	0	0	-	-	-	0	2	-	2						
D.C.	-	0	3	-	3	-	0	0	-	-	-	0	1	-	-						
Fla.	8	31	66	39	126	-	0	1	-	-	-	0	3	1	2						
Ga.	7	12	21	41	77	-	1	5	8	3	-	0	0	-	-						
Md.	1	5	16	8	19	-	0	0	-	-	1	0	3	1	2						
N.C.	-	2	10	8	10	-	0	4	-	-	-	0	133	-	5						
S.C.	3	1	2	5	2	-	0	1	1	1	-	1	6	2	1						
Va.	1	1	6	6	9	-	0	2	-	-	-	4	35	6	15						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	1	20	37	26	187	-	0	2	-	-	1	12	57	9	11						
Ala.	1	5	20	15	49	-	0	1	-	-	1	3	13	2	3						
Ky.	-	5	21	-	75	-	0	1	-	-	-	0	7	-	-						
Miss.	-	4	13	7	42	-	0	2	-	-	-	0	4	-	-						
Tenn.	-	3	9	4	21	-	0	1	-	-	-	10	49	7	8						
W.S. CENTRAL	38	46	82	110	198	-	0	1	-	-	-	11	72	-	12						
Ark.	1	1	7	8	9	-	0	1	-	-	-	8	65	-	9						
La.	-	4	10	8	28	-	0	0	-	-	-	0	2	-	1						
Okla.	-	7	27	19	31	-	0	1	-	-	-	0	26	-	-						
Tex.	37	32	80	75	130	-	0	1	-	-	-	0	4	-	2						
MOUNTAIN	2	11	32	22	41	-	0	1	-	3	-	0	4	-	14						
Ariz.	2	6	15	9	23	-	0	1	-	3	-	0	3	-	10						
Colo.	-	2	19	2	3	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	2	-	1	-	0	0	-	-	-	0	1	-	2						
Mont.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	9	6	1	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	2	7	4	6	-	0	0	-	-	-	0	1	-	-						
Utah	-	0	4	1	4	-	0	0	-	-	-	0	1	-	2						
Wyo.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	2	21	57	59	83	-	0	2	-	-	-	0	1	-	3						
Alaska	-	0	2	-	2	N	0	0	N	N	N	0	0	N	N						
Calif.	-	15	57	48	70	-	0	2	-	-	-	0	1	-	3						
Hawaii	-	0	3	-	1	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	3	8	-	0	0	-	-	-	0	1	-	-						
Wash.	2	2	19	8	2	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


