
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2000 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	379	390	3,452	5,750	1,449	1,884	3	9	-	3	12	36									
NEW ENGLAND	21	27	82	67	14	52	-	-	-	-	-	4									
Maine	1	2	5	2	2	-	-	-	-	-	-	-									
N.H.	6	5	8	7	6	4	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	7	10	35	23	3	23	-	-	-	-	-	3									
R.I.	1	-	1	6	-	8	-	-	-	-	-	-									
Conn.	4	6	30	28	-	16	U	-	U	-	-	-									
MID. ATLANTIC	53	62	148	378	158	279	-	-	-	-	-	2									
Upstate N.Y.	26	24	75	76	31	56	-	-	-	-	-	2									
N.Y. City	11	20	73	106	127	93	U	-	U	-	-	-									
N.J.	12	17	-	48	-	35	-	-	-	-	-	-									
Pa.	4	1	-	148	-	95	-	-	-	-	-	-									
E.N. CENTRAL	52	56	448	1,169	160	175	-	3	-	-	3	-									
Ohio	22	22	112	253	33	31	-	2	-	-	2	-									
Ind.	7	6	16	44	12	10	-	-	-	-	-	-									
Ill.	19	23	154	223	2	-	-	-	-	-	-	-									
Mich.	4	5	153	614	112	122	-	1	-	-	1	-									
Wis.	-	-	13	35	1	12	-	-	-	-	-	-									
W.N. CENTRAL	15	25	400	249	101	87	-	1	-	-	1	-									
Minn.	7	11	36	18	6	12	-	-	-	-	-	-									
Iowa	-	1	36	52	16	15	U	-	U	-	-	-									
Mo.	4	6	233	140	59	50	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	-	-	-	-	-	-	-									
Nebr.	1	3	7	25	8	9	U	-	U	-	-	-									
Kans.	2	3	88	6	12	1	-	1	-	-	1	-									
S. ATLANTIC	109	84	421	512	319	310	-	-	-	-	-	3									
Del.	-	-	-	1	-	-	-	-	-	-	-	-									
Md.	25	24	52	113	38	67	-	-	-	-	-	-									
D.C.	-	2	2	22	6	7	-	-	-	-	-	-									
Va.	20	9	49	41	42	29	-	-	-	-	-	3									
W. Va.	3	1	33	5	2	8	-	-	-	-	-	-									
N.C.	8	16	65	43	81	69	-	-	-	-	-	-									
S.C.	5	2	13	7	2	34	-	-	-	-	-	-									
Ga.	31	21	53	153	45	38	-	-	-	-	-	-									
Fla.	17	9	154	127	103	58	-	-	-	-	-	-									
E.S. CENTRAL	20	29	106	145	88	145	-	-	-	-	-	2									
Ky.	9	5	18	29	21	12	-	-	-	-	-	2									
Tenn.	8	12	21	61	28	64	-	-	-	-	-	-									
Ala.	3	10	22	28	8	38	-	-	-	-	-	-									
Miss.	-	2	45	27	31	31	U	-	U	-	-	-									
W.S. CENTRAL	20	29	553	1,307	72	243	-	-	-	-	-	2									
Ark.	-	1	55	14	27	21	-	-	-	-	-	-									
La.	3	8	11	53	18	61	-	-	-	-	-	-									
Okla.	17	18	111	191	27	43	-	-	-	-	-	-									
Tex.	-	2	376	1,049	-	118	-	-	-	-	-	2									
MOUNTAIN	49	43	283	508	130	160	3	5	-	-	5	-									
Mont.	-	1	1	5	3	7	-	-	-	-	-	-									
Idaho	2	1	11	17	4	9	U	-	U	-	-	-									
Wyo.	-	1	6	2	-	2	-	-	-	-	-	-									
Colo.	11	5	55	90	27	29	1	1	-	-	1	-									
N. Mex.	10	10	30	17	33	45	-	-	-	-	-	-									
Ariz.	22	21	146	312	48	38	-	-	-	-	-	-									
Utah	4	3	18	21	4	8	2	2	-	-	2	-									
Nev.	-	1	16	44	11	22	-	2	-	-	2	-									
PACIFIC	40	35	1,011	1,415	407	433	-	-	-	3	3	23									
Wash.	3	-	65	90	15	17	-	-	-	-	-	5									
Oreg.	13	14	71	88	33	36	-	-	-	-	-	8									
Calif.	11	17	871	1,230	351	368	-	-	-	3	3	10									
Alaska	1	3	4	4	3	7	-	-	-	-	-	-									
Hawaii	12	1	-	3	5	5	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	-									
P.R.	-	1	26	75	17	76	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


