
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending January 13, 2007 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	562	813	1,432	814	1,272	-	1	177	-	2	-	1	399	-	-						
NEW ENGLAND	6	28	59	13	80	-	0	3	-	-	-	0	2	-	-						
Conn.	U	0	0	U	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	0	16	-	27	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	17	-	20	-	0	1	-	-	-	0	1	-	-						
N.H.	4	6	47	7	8	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	2	12	50	6	25	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	-	105	184	-	286	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	-	105	184	-	286	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	349	330	602	487	493	-	0	43	-	-	-	0	33	-	-						
Ill.	N	1	7	N	N	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	475	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	97	111	250	136	178	-	0	11	-	-	-	0	2	-	-						
Ohio	252	160	420	351	267	-	0	11	-	-	-	0	3	-	-						
Wis.	-	14	142	-	48	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	40	30	98	58	148	-	0	36	-	-	-	0	79	-	-						
