
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 21, 2002 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	27	11	11,458	233,261	257,853	1,133	1,103	16	20												
NEW ENGLAND	-	1	1,182	5,417	4,896	80	79	-	1												
Maine	-	-	144	94	106	1	1	-	-												
N.H.	-	-	31	92	127	7	4	-	-												
Vt.	-	1	95	76	50	6	3	-	-												
Mass.	-	-	586	2,398	2,295	41	37	-	1												
R.I.	-	-	115	632	590	10	3	-	-												
Conn.	-	-	211	2,125	1,728	15	31	-	-												
MID. ATLANTIC	-	1	2,443	29,100	29,800	202	162	3	3												
Upstate N.Y.	-	-	840	6,257	5,934	91	54	2	-												
N.Y. City	-	-	929	8,425	9,033	46	41	-	-												
N.J.	-	-	223	5,527	5,343	45	38	-	-												
Pa.	-	1	451	8,891	9,490	20	29	1	3												
E.N. CENTRAL	10	5	2,039	45,044	53,866	172	201	3	2												
Ohio	9	5	645	11,995	14,722	63	53	-	1												
Ind.	-	-	-	5,092	4,879	35	39	1	-												
Ill.	-	-	463	13,472	17,294	57	70	-	-												
Mich.	1	-	622	10,501	12,591	10	12	2	-												
Wis.	-	-	309	3,984	4,380	7	27	-	1												
W.N. CENTRAL	-	2	1,418	12,085	12,147	48	55	1	1												
Minn.	-	-	557	2,077	1,882	34	30	1	-												
Iowa	-	-	222	875	950	1	-	-	-												
Mo.	N	N	343	6,247	6,248	10	16	-	-												
N. Dak.	-	2	11	37	32	-	6	-	-												
S. Dak.	-	-	48	179	211	-	-	-	-												
Nebr.	-	-	122	711	864	-	2	-	1												
Kans.	-	-	115	1,959	1,960	3	1	-	-												
S. ATLANTIC	-	-	2,082	60,214	67,311	296	273	2	1												
Del.	-	-	37	1,155	1,212	-	-	-	-												
Md.	-	-	86	6,116	6,442	68	69	2	-												
D.C.	-	-	29	1,988	2,119	-	-	-	-												
Va.	-	-	204	6,798	8,034	26	21	-	-												
W. Va.	-	-	44	701	479	14	14	-	1												
N.C.	-	-	-	11,637	12,631	30	41	-	-												
S.C.	-	-	94	5,180	8,319	9	4	-	-												
Ga.	-	-	645	11,895	12,759	76	68	-	-												
Fla.	-	-	943	14,744	15,316	73	56	-	-												
E.S. CENTRAL	7	1	256	19,804	23,368	49	62	1	-												
Ky.	7	1	-	2,582	2,553	4	2	-	-												
Tenn.	-	-	117	6,833	7,308	26	32	-	-												
Ala.	-	-	139	5,883	7,771	14	26	1	-												
Miss.	-	-	-	4,506	5,736	5	2	-	-												
W.S. CENTRAL	-	-	164	34,836	38,323	44	41	2	1												
Ark.	-	-	116	2,836	3,387	2	-	-	-												
La.	-	-	3	8,896	9,148	4	6	-	-												
Okla.	-	-	45	3,441	3,493	33	34	-	-												
Tex.	-	-	-	19,663	22,295	5	1	2	1												
MOUNTAIN	10	1	1,146	7,152	7,575	138	121	2	7												
Mont.	-	-	72	68	83	-	-	-	-												
Idaho	-	-	86	65	59	2	1	-	-												
Wyo.	-	-	22	44	57	1	1	-	-												
Colo.	10	1	381	2,482	2,290	26	34	-	-												
N. Mex.	-	-	125	927	718	21	19	-	1												
Ariz.	-	-	147	2,643	2,873	64	50	1	4												
Utah	-	-	217	183	134	15	5	-	-												
Nev.	-	-	96	740	1,361	9	11	1	2												
PACIFIC	-	-	728	19,609	20,567	104	109	2	4												
Wash.	-	-	280	2,065	2,140	2	2	1	-												
Oreg.	-	-	311	612	836	51	32	-	-												
Calif.	-	-	-	16,064	16,837	22	48	1	4												
Alaska	-	-	70	426	298	1	6	-	-												
Hawaii	-	-	67	442	456	28	21	-	-												
Guam	-	-	-	-	33	-	-	-	-												
P.R.	-	-	26	265	427	1	1	-	-												
V.I.	-	-	-	25	20	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


