
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 14, 2005 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	3,078	4,318	78	93	11,981	9,444	-	4	-												
NEW ENGLAND	92	134	5	10	170	364	-	-	-												
Maine	6	8	-	-	101	43	-	-	-												
N.H.	3	6	-	-	45	-	-	-	-												
Vt.	-	-	-	-	23	307	-	-	-												
Mass.	63	75	4	9	1	14	-	-	-												
R.I.	6	15	-	1	-	-	-	-	-												
Conn.	14	30	1	-	-	-	-	-	-												
MID. ATLANTIC	874	657	29	24	5,348	28	-	-	-												
Upstate N.Y.	84	78	3	2	-	-	-	-	-												
N.Y. City	365	336	2	8	-	-	-	-	-												
N.J.	155	141	3	10	-	-	-	-	-												
Pa.	270	102	21	4	5,348	28	-	-	-												
E.N. CENTRAL	423	376	3	11	2,882	3,181	-	-	-												
Ohio	85	63	-	2	719	833	-	-	-												
Ind.	47	47	-	-	N	N	-	-	-												
Ill.	203	180	1	5	12	1	-	-	-												
Mich.	62	61	1	3	1,930	2,020	-	-	-												
Wis.	26	25	1	1	221	327	-	-	-												
W.N. CENTRAL	158	135	1	2	72	119	-	1	-												
Minn.	63	50	1	1	-	-	-	-	-												
Iowa	14	15	-	-	N	N	-	-	-												
Mo.	42	38	-	1	3	2	-	-	-												
N. Dak.	2	2	-	-	10	68	-	-	-												
S. Dak.	5	4	-	-	59	49	-	1	-												
Nebr.	15	6	-	-	-	-	-	-	-												
Kans.	17	20	-	-	-	-	-	-	N												
S. ATLANTIC	652	869	9	8	856	1,163	-	-	-												
Del.	2	8	-	-	6	4	-	-	-												
Md.	71	75	1	2	-	-	-	-	-												
D.C.	26	6	-	-	15	17	-	-	-												
Va.	94	67	2	2	141	316	-	-	-												
W. Va.	8	9	-	-	517	579	-	-	N												
N.C.	67	85	1	2	-	N	-	-	-												
S.C.	72	68	-	-	177	247	-	-	-												
Ga.	48	238	2	-	-	-	-	-	-												
Fla.	264	313	3	2	-	-	-	-	-												
E.S. CENTRAL	169	169	1	4	-	-	-	-	-												
Ky.	37	25	1	2	N	N	-	-	-												
Tenn.	76	46	-	2	-	-	-	-	-												
Ala.	56	65	-	-	-	-	-	-	-												
Miss.	-	33	-	-	-	-	-	-	-												
W.S. CENTRAL	78	666	3	9	1,342	3,283	-	1	-												
Ark.	32	48	-	-	-	-	-	-	-												
La.	-	-	-	-	90	41	-	-	-												
Okla.	46	52	-	-	-	-	-	-	-												
Tex.	-	566	3	9	1,252	3,242	-	1	-												
MOUNTAIN	59	178	3	3	1,311	1,306	-	2	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	1	-	-	40	16	-	-	-												
Colo.	8	46	-	1	909	986	-	-	-												
N. Mex.	3	14	-	-	78	34	-	-	-												
Ariz.	43	71	1	1	-	-	-	2	-												
Utah	5	15	1	1	284	270	-	-	-												
Nev.	-	31	1	-	-	-	-	-	-												
PACIFIC	573	1,134	24	22	-	-	-	-	-												
Wash.	76	72	1	1	N	N	-	-	-												
Oreg.	36	33	2	-	-	-	-	-	-												
Calif.	405	980	17	15	-	-	-	-	-												
Alaska	11	11	-	-	-	-	-	-	-												
Hawaii	45	38	4	6	-	-	-	-	-												
Guam	-	14	-	-	-	42	-	-	-												
P.R.	-	21	-	-	76	122	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


