
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 23, 1998 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	16,097	22,446	186,752	174,647	357	166	110,456	106,060	1,630	1,121											
NEW ENGLAND	489	676	7,230	6,638	40	25	1,871	2,267	17	30											
Maine	10	25	364	358	1	-	14	20	-	-											
N.H.	14	14	337	297	7	5	32	53	-	3											
Vt.	10	18	146	145	-	-	11	22	-	1											
Mass.	211	279	3,294	2,710	19	15	792	852	16	24											
R.I.	40	55	964	800	3	1	139	193	1	2											
Conn.	204	285	2,125	2,328	10	4	883	1,127	-	-											
MID. ATLANTIC	4,607	6,832	24,399	21,613	30	9	13,369	13,266	151	123											
Upstate N.Y.	545	1,122	N	N	22	-	1,937	2,369	125	94											
N.Y. City	2,631	3,293	13,244	11,653	2	4	5,616	5,249	-	-											
N.J.	823	1,538	3,628	3,969	6	4	2,398	2,769	-	-											
Pa.	608	879	7,527	5,991	N	1	3,418	2,879	26	29											
E.N. CENTRAL	1,299	1,639	32,562	27,852	58	19	22,133	16,388	184	270											
Ohio	242	348	9,657	8,680	16	3	5,858	5,311	5	5											
Ind.	275	301	2,706	3,363	10	7	1,769	2,296	3	6											
Ill.	495	505	8,937	4,357	18	-	7,173	2,123	7	43											
Mich.	218	394	8,372	7,309	14	4	6,227	4,950	169	201											
Wis.	69	91	2,890	4,143	N	5	1,106	1,708	-	15											
W.N. CENTRAL	288	449	10,963	11,632	45	26	5,485	5,196	100	25											
Minn.	50	79	1,830	2,473	20	12	650	860	-	1											
Iowa	14	58	1,639	1,778	3	-	505	453	10	12											
Mo.	139	210	4,437	4,431	8	12	3,312	2,962	86	3											
N. Dak.	4	3	290	339	1	1	29	23	-	2											
S. Dak.	7	2	616	442	1	-	104	41	-	-											
Nebr.	32	34	915	724	6	-	331	266	2	1											
Kans.	42	63	1,236	1,445	6	1	554	591	2	6											
S. ATLANTIC	4,121	5,759	40,137	32,902	31	14	32,533	32,058	71	81											
Del.	44	69	992	612	-	1	522	420	-	-											
Md.	488	725	3,217	2,768	10	4	3,544	5,072	3	6											
D.C.	343	400	N	N	-	-	1,365	1,516	-	-											
Va.	284	484	3,500	4,287	N	7	2,336	3,177	1	8											
W. Va.	36	38	1,150	1,220	N	-	324	379	3	5											
N.C.	273	282	8,753	6,569	7	2	7,366	6,294	10	22											
S.C.	283	293	7,320	4,751	1	-	4,725	4,236	-	17											
Ga.	501	690	8,863	3,377	2	-	7,308	4,453	8	-											
Fla.	1,869	2,778	6,342	9,318	10	-	5,043	6,511	46	23											
E.S. CENTRAL	591	628	13,403	12,742	27	7	12,655	12,900	51	136											
Ky.	87	61	2,329	2,546	6	-	1,298	1,695	9	6											
Tenn.	184	302	4,735	4,845	16	7	3,963	4,070	39	83											
Ala.	183	153	3,608	3,088	5	-	4,621	4,329	3	5											
Miss.	137	112	2,731	2,263	-	-	2,773	2,806	-	42											
W.S. CENTRAL	1,953	2,504	22,753	20,791	24	4	13,471	13,830	452	124											
Ark.	71	96	1,228	1,022	1	1	1,108	1,713	1	4											
La.	333	428	4,731	3,098	-	-	3,940	2,855	2	77											
Okla.	106	116	4,052	2,930	3	3	2,179	1,840	1	4											
Tex.	1,443	1,864	12,742	13,741	20	-	6,244	7,422	448	39											
MOUNTAIN	526	706	6,997	9,822	29	17	2,646	2,939	286	136											
Mont.	13	18	415	391	2	-	21	14	4	5											
Idaho	12	22	715	578	2	-	63	43	80	19											
Wyo.	2	13	268	200	-	-	11	22	128	45											
Colo.	91	194	-	1,736	5	4	917	752	10	17											
N. Mex.	76	66	1,359	1,322	7	4	267	501	35	27											
Ariz.	200	157	3,315	3,848	N	5	1,213	1,212	1	15											
Utah	45	46	672	660	9	1	62	87	16	2											
Nev.	87	190	253	1,087	4	3	92	308	12	6											
PACIFIC	2,223	3,253	28,308	30,655	73	45	6,293	7,216	318	196											
Wash.	165	241	4,301	3,575	17	22	718	784	9	10											
Oreg.	64	144	2,137	1,807	23	17	292	275	2	2											
Calif.	1,947	2,826	20,370	24,092	33	3	5,002	5,803	253	116											
Alaska	11	18	726	541	-	-	127	175	1	-											
Hawaii	36	24	774	640	N	3	154	179	53	68											
Guam	-	2	8	181	N	-	2	24	-	-											
P.R.	666	517	U	U	-	U	158	250	-	44											
V.I.	15	28	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	15	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


