
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 5, 2006 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	37	50	334	1,654	1,756	120	160	334	4,701	4,938	163	800	3,204	27,665	17,803						
NEW ENGLAND	-	1	24	16	162	3	4	17	125	117	-	43	144	1,002	3,578						
Conn.	U	0	7	U	68	3	0	11	28	24	U	0	58	U	1,012						
Maine	N	0	0	N	N	-	0	2	7	1	-	5	20	151	210						
Mass.	-	0	6	-	71	-	2	5	74	78	-	8	54	92	1,618						
N.H.	-	0	0	-	-	-	0	2	7	8	-	5	43	265	201						
R.I.	-	0	11	6	14	-	0	6	7	6	-	0	0	-	-						
Vt.	-	0	2	10	9	-	0	1	2	-	-	12	50	494	537						
MID. ATLANTIC	1	3	15	111	155	13	17	35	456	620	15	105	183	3,203	3,150						
N.J.	N	0	0	N	N	6	2	7	95	85	-	0	0	-	-						
N.Y. (Upstate)	1	1	10	41	62	4	2	14	90	41	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	7	21	123	390	-	0	0	-	-						
Pa.	-	2	9	70	93	3	5	9	148	104	15	105	183	3,203	3,150						
E.N. CENTRAL	9	11	41	403	440	10	17	38	506	524	50	213	586	10,031	3,775						
Ill.	-	1	3	13	18	-	9	23	246	281	-	1	6	35	61						
Ind.	4	2	21	109	143	2	1	4	35	40	N	0	347	N	70						
Mich.	-	0	4	16	28	3	2	19	67	53	9	102	174	3,008	2,387						
Ohio	5	6	32	265	251	5	4	8	127	128	41	82	420	6,417	954						
Wis.	N	0	0	N	N	-	1	4	31	22	-	12	52	571	303						
W.N. CENTRAL	-	1	191	33	30	-	4	9	144	161	2	22	84	1,004	262						
Iowa	N	0	0	N	N	-	0	3	9	5	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	12	13	2	0	1	3	-						
Minn.	-	0	191	-	-	-	1	3	21	51	-	0	0	-	-						
Mo.	-	1	3	33	24	-	3	8	99	89	-	17	82	940	173						
Nebr.	-	0	0	-	2	-	0	1	1	3	-	0	0	-	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	25	27	12						
S. Dak.	-	0	0	-	3	-	0	2	2	-	-	1	12	34	77						
S. ATLANTIC	27	24	53	903	730	36	42	186	1,139	1,168	34	90	860	2,980	1,375						
Del.	-	0	2	-	1	1	0	2	15	8	-	1	5	44	22						
D.C.	-	0	3	21	13	4	1	9	68	66	2	0	5	23	23						
Fla.	19	13	36	494	395	14	15	29	437	415	-	0	0	-	-						
Ga.	8	7	29	300	236	-	8	147	144	213	-	0	0	-	-						
Md.	-	0	0	-	-	1	5	19	173	192	-	0	0	-	-						
N.C.	N	0	0	N	N	8	5	17	171	153	-	0	0	-	-						
S.C.	-	0	0	-	-	2	1	7	41	36	3	16	52	745	355						
Va.	N	0	0	N	N	6	2	12	89	83	25	28	812	1,151	289						
W. Va.	-	1	14	88	85	-	0	1	1	2	4	26	70	1,017	686						
E.S. CENTRAL	-	3	13	109	101	5	10	20	337	252	-	0	70	69	20						
Ala.	N	0	0	N	N	-	4	12	147	95	-	0	70	69	20						
Ky.	-	0	2	-	-	1	0	3	1	-	N	0	0	N	N						
Miss.	-	0	0	-	1	1	0	6	35	31	-	0	0	-	-						
Tenn.	-	3	13	109	100	3	5	13	154	126	N	0	0	N	N						
W.S. CENTRAL	-	0	4	13	98	34	26	41	889	751	52	197	1,757	7,572	3,881						
Ark.	-	0	3	11	12	-	0	6	40	31	-	6	110	562	-						
