
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 12, 2006 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	13	51	334	1,697	1,808	86	169	334	5,118	5,134	150	800	3,204	27,865	18,129						
NEW ENGLAND	3	1	24	19	163	5	4	17	131	122	1	43	144	1,009	3,611						
Conn.	U	0	7	U	68	-	0	11	28	25	U	0	58	U	1,021						
Maine	N	0	0	N	N	-	0	2	7	1	-	5	20	151	213						
Mass.	-	0	6	-	72	5	2	5	80	81	1	8	54	93	1,637						
N.H.	-	0	0	-	-	-	0	2	7	8	-	5	43	267	203						
R.I.	3	0	11	9	14	-	0	6	7	7	-	0	0	-	-						
Vt.	-	0	2	10	9	-	0	1	2	-	-	12	50	498	537						
MID. ATLANTIC	-	3	15	112	156	11	21	35	670	639	25	105	183	3,243	3,171						
N.J.	N	0	0	N	N	-	2	7	95	87	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	41	63	1	2	14	91	44	-	0	0	-	-						
N.Y. City	U	0	0	U	U	4	10	23	328	399	-	0	0	-	-						
Pa.	-	2	9	71	93	6	5	9	156	109	25	105	183	3,243	3,171						
E.N. CENTRAL	4	11	41	406	445	10	17	38	530	547	24	213	586	10,061	3,798						
Ill.	-	1	3	13	19	1	9	23	250	295	-	1	6	37	65						
Ind.	2	2	21	110	143	1	1	4	46	43	N	0	347	N	70						
Mich.	-	0	4	16	29	2	2	19	69	54	5	102	174	3,017	2,397						
Ohio	2	6	32	267	254	6	4	8	134	133	19	82	420	6,436	960						
Wis.	N	0	0	N	N	-	1	4	31	22	-	12	52	571	306						
W.N. CENTRAL	-	1	191	33	30	5	4	9	151	163	6	22	84	1,013	267						
Iowa	N	0	0	N	N	-	0	3	9	6	N	0	0	N	N						
Kans.	N	0	0	N	N	1	0	2	13	13	1	0	2	4	-						
Minn.	-	0	191	-	-	-	1	3	21	51	-	0	0	-	-						
Mo.	-	1	3	32	24	1	3	8	102	90	1	17	82	944	178						
Nebr.	-	0	0	-	2	-	0	1	1	3	-	0	0	-	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	4	0	25	31	12						
S. Dak.	-	0	1	1	3	3	0	2	5	-	-	1	12	34	77						
S. ATLANTIC	5	26	53	912	749	21	41	186	1,181	1,220	21	90	860	3,009	1,394						
