
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2002 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	34	46	1	5	1,024	2,073	553	867	160	810											
NEW ENGLAND	1	4	-	-	51	76	17	22	3	11											
Maine	-	-	-	-	1	1	-	1	-	-											
N.H.	-	-	-	-	3	2	3	1	-	-											
Vt.	-	-	-	-	-	1	1	1	3	2											
Mass.	1	4	-	-	23	31	12	4	-	9											
R.I.	-	-	-	-	4	3	1	4	-	-											
Conn.	-	-	-	-	20	38	-	11	-	-											
MID. ATLANTIC	3	6	-	-	78	190	75	213	24	385											
Upstate N.Y.	2	-	-	-	14	17	4	8	4	9											
N.Y. City	1	3	-	-	24	63	43	97	-	-											
N.J.	-	-	-	-	1	83	8	75	18	366											
Pa.	-	3	-	-	39	27	20	33	2	10											
E.N. CENTRAL	4	8	-	-	107	621	92	82	14	51											
Ohio	3	2	-	-	42	40	12	17	1	1											
Ind.	1	-	-	-	4	6	3	2	-	-											
Ill.	-	5	-	-	27	487	2	2	1	19											
Mich.	-	-	-	-	30	75	75	61	12	31											
Wis.	-	1	-	-	4	13	-	-	-	-											
W.N. CENTRAL	-	-	1	1	50	83	19	33	51	178											
Minn.	-	-	-	-	3	1	2	1	-	-											
Iowa	-	-	-	-	15	6	5	5	1	-											
Mo.	-	-	1	1	8	27	9	19	50	176											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	2	-	-	1	-	-											
Nebr.	-	-	-	-	-	17	-	4	-	1											
Kans.	-	-	-	-	22	32	3	3	-	1											
S. ATLANTIC	11	12	-	2	337	228	189	169	14	9											
Del.	-	-	-	-	-	1	1	3	3	1											
Md.	-	1	-	-	70	43	16	18	3	3											
D.C.	-	-	-	-	12	3	2	2	-	-											
Va.	1	2	-	-	3	20	13	11	-	-											
W. Va.	-	-	-	-	1	-	2	1	-	-											
N.C.	-	-	-	2	57	10	34	29	3	2											
S.C.	-	-	-	-	8	9	3	-	1	-											
Ga.	6	5	-	-	52	77	71	74	1	1											
Fla.	4	4	-	-	134	65	47	31	3	2											
E.S. CENTRAL	1	1	-	1	29	50	25	72	21	13											
Ky.	-	-	-	-	9	5	4	10	1	-											
Tenn.	-	-	-	-	-	24	-	25	4	10											
Ala.	1	-	-	1	5	19	10	20	2	-											
Miss.	-	1	-	-	15	2	11	17	14	3											
W.S. CENTRAL	4	1	-	-	16	382	14	47	1	136											
Ark.	-	-	-	-	5	16	12	15	-	1											
La.	-	-	-	-	3	16	-	20	1	58											
Okla.	4	1	-	-	7	27	1	11	-	-											
Tex.	-	-	-	-	1	323	1	1	-	77											
MOUNTAIN	7	5	-	1	72	149	32	66	12	10											
Mont.	-	-	-	-	2	2	-	-	-	-											
Idaho	-	-	-	-	-	17	-	2	-	1											
Wyo.	-	-	-	-	2	1	2	-	4	2											
Colo.	1	-	-	-	19	22	13	15	6	2											
N. Mex.	3	2	-	1	4	4	2	17	-	5											
Ariz.	2	3	-	-	24	73	7	24	-	-											
Utah	-	-	-	-	8	9	3	-	-	-											
Nev.	1	-	-	-	13	21	5	8	2	-											
PACIFIC	3	9	-	-	284	294	90	163	20	17											
Wash.	-	-	-	-	10	7	5	10	2	2											
Oreg.	3	-	-	-	21	2	18	3	6	1											
Calif.	-	8	-	-	252	274	67	146	12	14											
Alaska	-	-	-	-	1	10	-	1	-	-											
Hawaii	-	1	-	-	-	1	-	3	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	7	-	15	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	4	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


