
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2000 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	20	47	319	940	167	324	-	1	-	-	1	5									
NEW ENGLAND	1	1	2	12	3	10	-	-	-	-	-	-									
Maine	-	-	1	1	1	-	-	-	-	-	-	-									
N.H.	-	-	1	1	1	-	-	-	-	-	-	-									
Vt.	1	-	-	-	1	-	-	-	-	-	-	-									
Mass.	-	1	-	7	-	5	U	-	U	-	-	-									
R.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Conn.	-	-	-	3	-	5	-	-	-	-	-	-									
MID. ATLANTIC	3	9	2	43	11	33	-	-	-	-	-	-									
Upstate N.Y.	3	3	-	2	1	1	-	-	-	-	-	-									
N.Y. City	-	5	2	30	10	10	-	-	-	-	-	-									
N.J.	-	1	-	9	-	5	U	-	U	-	-	-									
Pa.	-	-	-	2	-	17	-	-	-	-	-	-									
E.N. CENTRAL	3	6	56	201	31	40	-	1	-	-	1	-									
Ohio	2	6	25	35	6	6	-	-	-	-	-	-									
Ind.	-	-	-	-	-	-	U	-	U	-	-	-									
Ill.	-	-	-	-	-	-	-	-	-	-	-	-									
Mich.	1	-	31	164	25	31	-	1	-	-	1	-									
Wis.	-	-	-	2	-	3	-	-	-	-	-	-									
W.N. CENTRAL	1	2	44	47	9	18	-	-	-	-	-	-									
Minn.	-	-	-	-	-	-	-	-	-	-	-	-									
Iowa	-	-	2	-	-	1	-	-	-	-	-	-									
Mo.	1	1	42	41	9	13	-	-	-	-	-	-									
N. Dak.	-	-	-	-	-	-	U	-	U	-	-	-									
S. Dak.	-	-	-	-	-	-	-	-	-	-	-	-									
Nebr.	-	-	-	4	-	4	-	-	-	-	-	-									
Kans.	-	1	-	2	-	-	U	-	U	-	-	-									
S. ATLANTIC	5	11	16	54	15	33	-	-	-	-	-	-									
Del.	-	-	-	-	-	-	U	-	U	-	-	-									
Md.	4	11	4	28	4	13	U	-	U	-	-	-									
D.C.	-	-	-	4	-	-	-	-	-	-	-	-									
Va.	-	-	-	1	-	1	-	-	-	-	-	-									
W. Va.	-	-	-	-	-	-	U	-	U	-	-	-									
N.C.	1	-	12	10	11	16	-	-	-	-	-	-									
S.C.	-	-	-	-	-	2	U	-	U	-	-	-									
Ga.	-	-	-	11	-	1	-	-	-	-	-	-									
Fla.	-	-	-	-	-	-	-	-	-	-	-	-									
E.S. CENTRAL	-	3	20	31	4	16	-	-	-	-	-	-									
Ky.	-	1	-	4	-	2	-	-	-	-	-	-									
Tenn.	-	2	-	4	-	3	-	-	-	-	-	-									
Ala.	-	-	5	14	2	6	-	-	-	-	-	-									
Miss.	-	-	15	9	2	5	-	-	-	-	-	-									
W.S. CENTRAL	-	5	4	47	3	9	-	-	-	-	-	-									
Ark.	-	-	4	3	3	2	-	-	-	-	-	-									
La.	-	-	-	1	-	-	U	-	U	-	-	-									
Okla.	-	4	-	14	-	3	U	-	U	-	-	-									
Tex.	-	1	-	29	-	4	U	-	U	-	-	-									
MOUNTAIN	5	3	33	54	9	25	-	-	-	-	-	-									
Mont.	-	-	-	-	-	-	-	-	-	-	-	-									
Idaho	1	-	-	1	-	3	-	-	-	-	-	-									
Wyo.	-	1	-	1	-	-	-	-	-	-	-	-									
Colo.	3	-	10	19	2	9	-	-	-	-	-	-									
N. Mex.	-	2	6	3	6	6	-	-	-	-	-	-									
Ariz.	-	-	9	17	-	1	-	-	-	-	-	-									
Utah	1	-	3	7	-	-	-	-	-	-	-	-									
Nev.	-	-	5	6	1	6	-	-	-	-	-	-									
PACIFIC	2	7	142	451	82	140	-	-	-	-	-	5									
Wash.	-	-	-	2	-	-	-	-	-	-	-	-									
Oreg.	2	2	10	11	5	5	U	-	U	-	-	5									
Calif.	-	4	132	437	76	134	-	-	-	-	-	-									
Alaska	-	1	-	1	1	1	-	-	-	-	-	-									
Hawaii	-	-	-	-	-	-	U	-	U	-	-	-									
Guam	-	-	-	-	-	1	U	-	U	-	-	-									
P.R.	-	-	-	1	-	6	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


