
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 4, 2004 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	1,487	1,445	142	163	104	97	10,885	11,679	203,008	217,433											
NEW ENGLAND	97	97	33	31	19	10	953	908	4,715	4,670											
Maine	6	7	-	-	-	-	81	108	155	134											
N.H.	10	13	5	3	-	-	18	27	64	76											
Vt.	9	12	-	-	-	-	106	70	58	56											
Mass.	46	38	6	8	19	10	442	452	2,148	1,812											
R.I.	6	1	1	-	-	-	68	74	579	637											
Conn.	20	26	21	20	-	-	238	177	1,711	1,955											
MID. ATLANTIC	162	164	21	17	21	20	2,377	2,366	23,078	27,093											
Upstate N.Y.	77	58	11	9	10	7	854	624	4,977	4,895											
N.Y. City	27	6	-	-	-	-	630	775	7,033	8,927											
N.J.	24	22	3	2	4	-	244	337	4,088	5,595											
Pa.	34	78	7	6	7	13	649	630	6,980	7,676											
E.N. CENTRAL	275	329	25	25	13	13	1,520	2,056	39,596	45,594											
Ohio	62	65	8	13	11	13	538	569	11,106	14,651											
Ind.	37	55	-	-	-	-	-	-	4,198	4,348											
Ill.	44	66	1	2	-	-	312	622	11,312	14,091											
Mich.	54	51	5	-	2	-	434	469	10,068	8,714											
Wis.	78	92	11	10	-	-	236	396	2,912	3,790											
W.N. CENTRAL	346	236	23	30	16	16	1,234	1,181	10,978	11,534											
Minn.	79	77	11	14	2	1	443	447	2,091	1,949											
Iowa	97	51	-	-	-	-	194	160	649	887											
Mo.	57	55	12	9	6	1	305	315	5,633	5,769											
N. Dak.	12	8	-	3	6	6	18	28	72	54											
S. Dak.	27	14	-	3	-	-	42	39	174	141											
Nebr.	52	15	-	1	-	-	89	82	664	970											
Kans.	22	16	-	-	2	8	143	110	1,695	1,764											
S. ATLANTIC	111	100	22	34	26	24	1,713	1,711	51,505	53,356											
Del.	2	5	N	N	N	N	32	26	602	793											
Md.	20	9	3	2	2	1	79	71	5,472	5,177											
D.C.	1	1	-	-	-	-	41	29	1,587	1,655											
Va.	25	28	9	8	-	-	329	228	6,011	5,925											
W. Va.	2	3	-	-	-	-	23	25	606	585											
N.C.	-	-	-	-	16	19	N	N	10,287	10,073											
S.C.	6	-	-	-	-	-	34	82	6,393	5,088											
Ga.	17	21	6	5	-	-	457	553	8,977	11,697											
Fla.	38	33	4	19	8	4	718	697	11,570	12,363											
E.S. CENTRAL	52	54	1	1	8	5	191	227	16,318	18,390											
Ky.	19	18	1	1	5	5	N	N	1,682	2,399											
Tenn.	15	22	-	-	3	-	82	105	5,585	5,490											
Ala.	11	11	-	-	-	-	109	122	4,984	6,196											
Miss.	7	3	-	-	-	-	-	-	4,067	4,305											
W.S. CENTRAL	56	60	2	4	1	4	182	191	27,968	29,750											
Ark.	10	7	1	-	-	-	73	102	2,433	2,848											
La.	2	3	-	-	-	-	19	9	7,296	8,031											
Okla.	14	17	-	-	-	-	87	80	3,211	3,070											
Tex.	30	33	1	4	1	4	3	-	15,028	15,801											
MOUNTAIN	151	179	13	19	-	5	994	980	6,919	6,980											
Mont.	12	12	-	-	-	-	42	62	44	71											
Idaho	32	40	6	14	-	-	114	118	57	51											
Wyo.	4	2	1	-	-	-	15	15	42	30											
Colo.	39	45	2	3	-	5	351	281	1,735	1,926											
N. Mex.	7	6	1	2	-	-	51	33	492	825											
Ariz.	15	23	N	N	N	N	132	176	2,597	2,581											
Utah	28	34	2	-	-	-	210	210	354	240											
Nev.	14	17	1	-	-	-	79	85	1,598	1,256											
PACIFIC	237	226	2	2	-	-	1,721	2,059	21,931	20,066											
Wash.	80	52	-	1	-	-	216	193	1,773	1,839											
Oreg.	44	57	2	1	-	-	298	262	755	657											
Calif.	104	112	-	-	-	-	1,106	1,491	18,614	16,438											
Alaska	1	1	-	-	-	-	50	55	388	355											
Hawaii	8	4	-	-	-	-	51	58	401	777											
Guam	N	N	-	-	-	-	-	2	-	44											
P.R.	-	1	-	-	-	-	35	177	135	185											
V.I.	-	-	-	-	-	-	-	-	49	59											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


