
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 14, 2007 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,867	20,592	25,327	530,950	534,708	89	153	658	4,383	4,551	29	69	319	1,490	1,566						
NEW ENGLAND	733	673	1,357	18,326	17,096	-	0	1	1	-	-	4	27	82	120						
Conn.	275	206	829	5,360	5,107	N	0	0	N	N	-	0	12	12	38						
Maine	35	50	74	1,367	1,148	-	0	0	-	-	-	1	6	14	13						
Mass.	304	310	600	8,446	7,422	-	0	0	-	-	-	1	19	26	43						
N.H.	16	39	70	1,051	985	-	0	1	1	-	-	1	4	13	14						
R.I.	86	63	108	1,653	1,778	-	0	0	-	-	-	0	5	5	3						
Vt.	17	20	45	449	656	N	0	0	N	N	-	1	4	12	9						
MID. ATLANTIC	2,204	2,671	4,284	76,541	64,920	-	0	0	-	-	6	10	37	197	242						
N.J.	254	420	541	11,249	10,274	N	0	0	N	N	-	0	5	9	13						
N.Y. (Upstate)	449	509	2,758	13,240	12,239	N	0	0	N	N	1	3	14	62	51						
N.Y. City	1,158	840	1,567	24,402	21,615	N	0	0	N	N	-	1	10	28	72						
Pa.	343	832	1,795	27,650	20,792	N	0	0	N	N	5	4	18	98	106						
E.N. CENTRAL	502	3,180	6,292	88,004	90,655	-	1	3	15	24	4	15	110	327	367						
Ill.	-	1,014	1,323	24,975	28,541	-	0	0	-	-	-	2	22	28	51						
Ind.	231	382	644	10,958	10,900	-	0	0	-	-	1	1	18	30	29						
Mich.	-	742	1,225	18,611	17,528	-	0	3	11	20	-	2	10	69	60						
Ohio	45	646	3,654	23,398	22,320	-	0	2	4	4	3	4	33	92	105						
Wis.	226	372	528	10,062	11,366	N	0	0	N	N	-	5	53	108	122						
W.N. CENTRAL	796	1,201	1,448	30,901	32,378	-	0	54	3	-	6	11	77	223	238						
Iowa	207	165	243	4,597	4,388	N	0	0	N	N	1	2	28	45	30						
Kans.	239	149	294	4,395	4,288	N	0	0	N	N	2	1	8	34	30						
Minn.	-	243	314	5,247	6,759	-	0	54	-	-	-	2	25	48	80						
Mo.	287	453	628	12,199	11,950	-	0	1	3	-	-	2	21	34	45						
Nebr.	-	105	184	2,504	2,703	N	0	0	N	N	3	1	16	13	17						
N. Dak.	-	31	69	624	921	N	0	0	N	N	-	0	11	1	5						
S. Dak.	63	49	84	1,335	1,369	N	0	0	N	N	-	1	7	48	31						
S. ATLANTIC	3,416	3,905	6,760	104,155	102,081	-	0	1	1	2	6	19	70	367	335						
Del.	122	69	115	1,866	1,893	N	0	0	N	N	-	0	3	3	1						
D.C.	-	83	167	2,790	1,611	-	0	0	-	-	-	0	2	3	8						
Fla.	1,413	1,051	1,651	28,573	25,729	N	0	0	N	N	3	9	32	168	132						
Ga.	10	691	3,822	12,222	18,541	N	0	0	N	N	1	3	17	76	107						
Md.	258	412	697	10,401	10,829	-	0	1	1	2	-	0	2	15	11						
N.C.	211	624	1,233	15,779	18,528	-	0	0	-	-	-	1	11	43	37						
S.C.	816	451	3,030	17,504	10,696	N	0	0	N	N	1	1	14	28	18						
Va.	573	495	685	13,514	12,696	N	0	0	N	N	1	1	5	27	18						
W. Va.	13	54	85	1,506	1,558	N	0	0	N	N	-	0	3	4	3						
E.S. CENTRAL	524	1,392	2,044	34,657	40,786	-	0	0	-	-	3	3	15	70	59						
Ala.	-	348	539	4,654	12,682	N	0	0	N	N	2	0	12	24	22						
Ky.	82	130	691	4,097	5,180	N	0	0	N	N	1	1	3	21	16						
Miss.	-	381	959	11,016	9,781	N	0	0	N	N	-	0	8	11	7						
Tenn.	442	531	695	14,890	13,143	N	0	0	N	N	-	1	5	14	14						
W.S. CENTRAL	980	2,208	3,028	58,372	59,696	-	0	1	-	-	1	5	45	71	93						
Ark.	219	168	337	4,464	4,100	N	0	0	N	N	-	0	3	4	8						
La.	468	323	610	8,794	9,190	-	0	1	-	-	-	1	9	17	19						
Okla.	293	258	471	6,729	6,194	N	0	0	N	N	1	0	9	17	20						
Tex.	-	1,463	1,911	38,385	40,212	N	0	0	N	N	-	2	36	33	46						
MOUNTAIN	86	1,327	2,026	29,127	35,363	53	98	293	2,814	3,206	3	5	40	114	70						
Ariz.	45	477	993	9,061	10,826	53	97	293	2,741	3,117	1	0	6	19	12						
Colo.	-	284	416	5,085	8,573	N	0	0	N	N	1	1	7	36	18						
Idaho	6	38	253	1,453	1,744	N	0	0	N	N	-	0	5	7	5						
Mont.	-	52	144	1,352	1,361	N	0	0	N	N	-	1	26	11	8						
Nev.	35	175	397	4,484	4,068	-	1	5	29	38	-	0	3	5	4						
N. Mex.	-	165	396	4,334	5,473	-	0	2	11	11	-	1	6	25	13						
Utah	-	102	209	2,732	2,535	-	1	4	33	38	1	0	3	4	6						
Wyo.	-	26	45	626	783	-	0	0	-	2	-	0	11	7	4						
PACIFIC	1,626	3,378	4,362	90,867	91,733	36	57	311	1,549	1,319	-	1	5	39	42						
Alaska	57	85	157	2,290	2,290	N	0	0	N	N	-	0	1	1	2						
Calif.	1,270	2,674	3,627	71,511	71,527	36	57	311	1,549	1,319	-	0	0	-	-						
Hawaii	-	105	129	2,655	3,087	N	0	0	N	N	-	0	1	-	2						
Oreg.	181	166	394	4,996	5,084	N	0	0	N	N	-	1	5	38	38						
Wash.	118	342	621	9,415	9,745	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	16	18	-	491	-	0	0	-	-	-	0	0	-	-						
P.R.	124	122	233	3,905	2,630	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	7	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


