
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 26, 2003 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	8,129	11,616	248,638	261,623	1,187	1,232	527	671	-	-											
NEW ENGLAND	277	387	8,783	8,675	-	-	32	34	-	-											
Maine	-	1	621	465	N	N	2	1	-	-											
N.H.	5	12	467	531	-	-	2	9	-	-											
Vt.	5	5	327	248	-	-	6	7	-	-											
Mass.	49	236	3,437	3,407	-	-	15	9	-	-											
R.I.	30	40	1,059	855	-	-	5	5	-	-											
Conn.	188	93	2,872	3,169	N	N	2	3	-	-											
MID. ATLANTIC	1,909	2,243	25,762	28,417	1	-	67	103	-	-											
Upstate N.Y.	93	152	5,808	4,772	N	N	25	20	-	-											
N.Y. City	1,108	1,362	8,341	9,719	-	-	19	44	-	-											
N.J.	230	464	3,222	4,188	-	-	3	6	-	-											
Pa.	478	265	8,391	9,738	N	N	20	33	-	-											
E.N. CENTRAL	708	1,140	42,504	48,527	2	7	99	201	-	-											
Ohio	111	192	10,741	12,461	-	-	20	46	-	-											
Ind.	121	133	5,122	5,381	N	N	7	17	-	-											
Ill.	271	477	12,209	15,384	-	1	10	37	-	-											
Mich.	168	280	9,917	9,892	2	6	24	40	-	-											
Wis.	37	58	4,515	5,409	-	-	38	61	-	-											
W.N. CENTRAL	148	180	14,314	14,436	-	-	53	61	-	-											
Minn.	23	44	2,971	3,411	N	N	29	21	-	-											
Iowa	20	32	1,243	1,519	N	N	7	5	-	-											
Mo.	77	63	5,249	4,628	-	-	5	10	-	-											
N. Dak.	-	-	397	411	N	N	2	5	-	-											
S. Dak.	3	2	751	706	-	-	8	4	-	-											
Nebr.	8	16	1,389	1,374	-	-	2	12	-	-											
Kans.	17	23	2,314	2,387	N	N	-	4	-	-											
S. ATLANTIC	2,216	3,963	48,107	48,466	1	1	96	101	-	-											
Del.	30	57	1,022	875	N	N	1	1	-	-											
Md.	47	637	5,320	4,971	1	1	8	4	-	-											
D.C.	163	152	741	1,108	-	-	-	3	-	-											
Va.	216	275	5,836	5,301	-	-	9	1	-	-											
W. Va.	5	23	821	780	N	N	-	1	-	-											
N.C.	211	262	7,536	7,349	N	N	10	16	-	-											
S.C.	160	291	4,608	4,484	-	-	2	2	-	-											
Ga.	220	654	9,409	10,224	-	-	42	36	-	-											
Fla.	1,164	1,612	12,814	13,374	N	N	24	37	-	-											
E.S. CENTRAL	339	511	16,755	17,527	N	N	35	40	-	-											
Ky.	10	49	2,734	2,902	N	N	8	1	-	-											
Tenn.	170	224	5,872	5,503	N	N	8	23	-	-											
Ala.	73	117	4,332	5,486	-	-	16	13	-	-											
Miss.	86	121	3,817	3,636	N	N	3	3	-	-											
W.S. CENTRAL	1,005	1,453	32,655	35,241	-	-	18	11	-	-											
Ark.	34	97	2,106	2,299	-	-	1	3	-	-											
La.	133	363	4,864	5,894	N	N	-	2	-	-											
Okla.	49	77	3,415	3,400	N	N	3	2	-	-											
Tex.	789	916	22,270	23,648	-	-	14	4	-	-											
MOUNTAIN	351	391	14,328	16,549	871	818	28	37	-	-											
Mont.	6	6	410	669	N	N	3	3	-	-											
Idaho	-	8	864	711	N	N	6	10	-	-											
Wyo.	1	3	319	281	-	-	1	5	-	-											
Colo.	76	95	2,670	4,611	N	N	6	7	-	-											
N. Mex.	27	28	2,043	2,602	-	4	-	4	-	-											
Ariz.	168	133	4,977	5,040	858	798	3	4	-	-											
Utah	42	22	1,347	639	2	4	7	1	-	-											
Nev.	31	96	1,698	1,996	11	12	2	3	-	-											
PACIFIC	1,176	1,348	45,430	43,785	312	406	99	83	-	-											
Wash.	89	142	5,026	4,653	N	N	-	-	-	-											
Oreg.	50	128	2,543	2,233	-	-	10	11	-	-											
Calif.	1,026	1,053	35,203	34,343	312	406	89	71	-	-											
Alaska	8	2	1,147	1,189	-	-	-	-	-	-											
Hawaii	3	23	1,511	1,367	-	-	-	1	-	-											
Guam	1	-	-	-	-	-	-	-	-	-											
P.R.	58	274	421	13	N	N	N	N	-	-											
V.I.	2	51	-	63	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


