
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 12, 1998 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	42,564	53,705	539,229	443,010	2,853	1,883	321,493	280,265	4,679	3,279											
NEW ENGLAND	1,688	2,248	17,046	17,019	328	260	4,852	5,591	106	53											
Maine	28	51	963	949	36	-	63	63	-	-											
N.H.	40	39	883	770	46	45	83	93	-	-											
Vt.	19	32	378	400	21	17	34	48	3	4											
Mass.	862	803	7,907	6,909	148	147	2,167	1,984	100	42											
R.I.	118	145	2,172	1,915	13	1	395	404	3	7											
Conn.	621	1,178	4,743	6,076	64	50	2,110	2,999	-	-											
MID. ATLANTIC	11,418	16,079	63,627	53,698	284	73	37,772	36,192	338	305											
Upstate N.Y.	1,323	2,379	N	N	214	-	6,190	6,192	251	228											
N.Y. City	6,564	8,583	32,149	25,759	8	12	14,403	13,729	-	-											
N.J.	2,025	3,119	10,385	9,612	62	51	7,137	7,097	-	-											
Pa.	1,506	1,998	21,093	18,327	N	10	10,042	9,174	87	77											
E.N. CENTRAL	3,063	4,078	94,238	60,172	446	321	65,418	38,973	480	509											
Ohio	640	837	24,190	21,177	123	65	15,745	13,827	8	19											
Ind.	472	485	4,656	8,759	102	49	4,704	5,722	7	12											
Ill.	1,195	1,710	25,448	U	109	58	21,097	U	33	85											
Mich.	578	801	20,469	19,728	112	62	15,424	14,718	432	367											
Wis.	178	245	19,475	10,508	N	87	8,448	4,706	-	26											
W.N. CENTRAL	832	1,099	29,508	30,987	486	384	15,209	13,818	279	58											
Minn.	163	191	6,123	6,286	202	202	2,361	2,248	11	4											
Iowa	63	99	2,063	4,199	93	58	660	1,074	8	27											
Mo.	402	557	11,550	11,421	53	61	8,527	7,175	250	10											
N. Dak.	5	10	849	834	12	15	71	69	-	3											
S. Dak.	15	8	1,486	1,319	35	34	212	156	-	-											
Nebr.	65	90	2,667	2,575	58	-	1,119	1,134	5	2											
Kans.	119	144	4,770	4,353	33	14	2,259	1,962	5	12											
S. ATLANTIC	11,132	13,315	107,017	88,611	257	155	88,126	87,153	184	237											
Del.	154	211	2,461	61	-	2	1,454	1,205	-	-											
Md.	1,489	1,800	6,759	7,044	38	14	9,024	10,827	22	10											
D.C.	809	1,016	N	N	1	-	3,305	4,116	-	-											
Va.	910	1,113	12,706	11,077	N	42	8,939	8,268	12	25											
W. Va.	79	117	2,439	2,772	13	10	784	863	7	16											
N.C.	752	796	20,648	16,285	56	46	17,850	16,190	20	48											
S.C.	719	746	16,770	11,801	17	12	10,728	10,842	11	37											
Ga.	1,174	1,600	21,585	14,830	76	-	18,085	17,236	9	-											
Fla.	5,046	5,916	23,649	24,741	56	29	17,957	17,606	103	101											
E.S. CENTRAL	1,684	1,901	36,245	33,085	114	39	35,609	33,126	186	332											
Ky.	263	340	6,083	5,950	33	-	3,577	3,787	20	13											
Tenn.	622	738	12,424	11,821	53	33	10,804	10,399	159	222											
Ala.	456	511	9,705	8,037	25	2	12,324	11,215	5	11											
Miss.	343	312	8,033	7,277	3	4	8,904	7,725	2	86											
W.S. CENTRAL	5,140	5,650	75,283	65,006	125	24	45,742	42,251	414	472											
Ark.	189	216	3,665	2,556	11	10	3,640	4,323	10	14											
La.	878	1,016	14,301	9,603	5	7	12,326	9,316	114	213											
Okla.	272	274	8,749	6,942	24	7	4,895	4,498	16	7											
Tex.	3,801	4,144	48,568	45,905	85	-	24,881	24,114	274	238											
MOUNTAIN	1,479	1,548	30,763	28,234	340	238	8,528	7,701	336	312											
Mont.	28	40	1,205	1,092	16	-	44	60	7	21											
Idaho	28	50	1,920	1,559	40	24	168	147	87	79											
Wyo.	3	14	626	585	53	55	29	50	66	73											
Colo.	286	366	8,134	6,943	90	69	2,193	2,123	33	34											
N. Mex.	202	164	3,699	3,578	19	20	894	812	93	60											
Ariz.	589	375	10,243	10,132	21	26	3,717	3,477	8	25											
Utah	128	140	2,050	1,656	79	21	217	262	23	5											
Nev.	215	399	2,886	2,689	22	23	1,266	770	19	15											
PACIFIC	6,128	7,787	85,502	66,198	473	389	20,237	15,460	2,356	1,001											
Wash.	390	608	10,389	8,736	108	127	1,861	1,803	22	28											
Oreg.	166	284	5,610	4,701	104	99	829	700	6	3											
Calif.	5,396	6,757	65,469	49,630	254	147	16,801	12,125	2,273	805											
Alaska	17	46	1,782	1,444	7	-	300	357	1	-											
Hawaii	159	92	2,252	1,687	N	16	446	475	54	165											
Guam	1	2	201	193	N	-	24	27	-	-											
P.R.	1,602	1,974	U	U	6	U	356	519	-	-											
V.I.	31	94	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	23	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


