
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 2, 2006 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Neuroinvasive cummulative for 2005
West Nile virus disease † Non-neuroinvasive current week
West Nile virus disease † Non-neuroinvasive previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive cummulative for 2005

tab delimited data:
test
UNITED STATES	2	1	122	448	856	-	1	229	785	1,225											
NEW ENGLAND	-	0	3	4	4	-	0	2	2	-											
Conn.	-	0	2	4	2	-	0	1	2	-											
Maine	-	0	0	-	-	-	0	0	-	-											
Mass.	-	0	3	-	1	-	0	1	-	-											
N.H.	-	0	0	-	-	-	0	0	-	-											
R.I.	-	0	1	-	1	-	0	0	-	-											
Vt.	-	0	0	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	8	5	23	-	0	4	2	15											
N.J.	-	0	1	-	-	-	0	2	1	-											
N.Y. (Upstate)	-	0	4	-	9	-	0	2	-	3											
N.Y. City	-	0	2	1	4	-	0	0	-	3											
Pa.	-	0	3	4	10	-	0	2	1	9											
E.N. CENTRAL	-	0	37	39	171	-	0	17	9	87											
Ill.	-	0	13	31	96	-	0	11	7	72											
Ind.	-	0	2	1	7	-	0	1	-	-											
Mich.	-	0	14	3	29	-	0	3	-	3											
Ohio	-	0	8	2	35	-	0	4	1	9											
Wis.	-	0	3	2	4	-	0	2	1	3											
W.N. CENTRAL	-	0	22	92	113	-	0	48	192	365											
Iowa	-	0	3	5	7	-	0	4	4	10											
Kans.	-	0	3	12	7	-	0	2	6	N											
Minn.	-	0	5	17	11	-	0	7	25	18											
Mo.	-	0	5	12	9	-	0	3	3	8											
Nebr.	-	0	6	14	36	-	0	17	41	99											
N. Dak.	-	0	4	10	12	-	0	19	67	65											
S. Dak.	-	0	7	22	31	-	0	17	46	165											
S. ATLANTIC	-	0	6	5	16	-	0	3	-	15											
Del.	-	0	0	-	1	-	0	0	-	-											
D.C.	-	0	1	-	-	-	0	1	-	-											
Fla.	-	0	2	2	7	-	0	0	-	11											
Ga.	-	0	3	2	1	-	0	3	-	2											
Md.	-	0	2	-	3	-	0	0	-	1											
N.C.	-	0	1	-	2	-	0	1	-	1											
S.C.	-	0	1	-	2	-	0	0	-	-											
Va.	-	0	0	-	-	-	0	1	-	-											
W. Va.	-	0	1	1	-	N	0	0	N	N											
E.S. CENTRAL	-	0	10	21	35	-	0	5	11	20											
Ala.	-	0	1	-	4	-	0	2	-	2											
Ky.	-	0	1	-	2	-	0	0	-	-											
Miss.	-	0	9	21	20	-	0	5	11	17											
Tenn.	-	0	3	-	9	-	0	1	-	1											
W.S. CENTRAL	1	0	32	133	169	-	0	15	33	111											
Ark.	-	0	3	7	8	-	0	2	2	12											
La.	1	0	8	29	81	-	0	5	14	42											
Okla.	-	0	6	12	3	-	0	3	1	2											
Tex.	-	0	19	85	77	-	0	9	16	55											
MOUNTAIN	1	0	30	114	75	-	0	142	423	159											
Ariz.	1	0	8	7	17	-	0	8	4	25											
Colo.	-	0	5	18	10	-	0	18	57	63											
Idaho	-	0	7	26	3	-	0	100	260	9											
Mont.	-	0	2	3	8	-	0	3	7	16											
Nev.	-	0	9	27	7	-	0	10	49	13											
N. Mex.	-	0	2	1	13	-	0	4	1	11											
Utah	-	0	7	29	16	-	0	12	33	18											
Wyo.	-	0	2	3	1	-	0	5	12	4											
PACIFIC	-	0	29	35	250	-	0	44	113	453											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	28	33	249	-	0	44	94	447											
Hawaii	-	0	0	-	-	-	0	0	-	-											
Oreg.	-	0	1	2	1	-	0	9	19	6											
Wash.	-	0	0	-	-	-	0	0	-	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	-	0	0	-	-	-	0	0	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious 
Diseases (ArboNet Surveillance).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


