
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	15	52	201	2,437	3,114	28	77	405	3,472	3,920	34	43	106	2,069	2,457						
NEW ENGLAND	1	2	6	109	167	1	1	5	67	108	1	2	13	115	164						
Conn.	-	0	3	25	37	-	0	5	28	46	-	0	5	36	48						
Maine	-	0	1	3	8	-	0	2	12	22	1	0	1	7	9						
Mass.	-	1	4	49	80	-	0	1	4	19	-	0	3	21	65						
N.H.	-	0	3	12	22	-	0	1	5	9	-	0	2	8	13						
R.I.	1	0	2	12	12	-	0	3	13	9	-	0	6	34	21						
Vt.	-	0	1	8	8	1	0	1	5	3	-	0	2	9	8						
MID. ATLANTIC	1	8	19	373	355	1	8	21	394	474	12	11	36	646	892						
N.J.	-	2	6	93	100	-	1	8	79	153	-	1	11	76	111						
N.Y. (Upstate)	1	1	11	67	82	1	2	13	82	57	6	4	22	204	304						
N.Y. City	-	3	8	137	111	-	2	6	84	109	-	2	10	103	173						
Pa.	-	1	5	76	62	-	3	8	149	155	6	4	21	263	304						
E.N. CENTRAL	3	6	13	261	324	2	9	23	379	446	8	8	27	469	551						
Ill.	-	2	5	92	95	-	2	6	99	120	-	1	12	83	116						
Ind.	-	0	7	29	24	-	0	21	47	52	2	1	7	49	46						
Mich.	2	1	8	74	115	-	2	8	96	128	1	3	10	137	135						
Ohio	1	1	4	59	49	2	2	7	117	113	5	3	17	190	210						
Wis.	-	0	3	7	41	-	0	3	20	33	-	0	2	10	44						
W.N. CENTRAL	-	2	18	150	122	2	2	15	118	131	2	1	9	89	77						
Iowa	-	1	4	39	11	-	0	3	21	19	-	0	1	9	10						
Kans.	-	0	1	6	26	-	0	2	9	10	-	0	1	3	8						
Minn.	-	0	17	62	17	-	0	13	18	18	2	0	6	25	24						
Mo.	-	0	2	25	42	2	1	5	55	61	-	1	3	37	21						
Nebr.	-	0	2	12	17	-	0	1	10	18	-	0	2	11	9						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	6	9	-	0	1	5	5	-	0	1	4	5						
S. ATLANTIC	6	10	21	453	503	10	18	56	855	1,087	5	7	25	346	420						
Del.	-	0	1	7	13	-	0	2	15	46	-	0	2	8	12						
D.C.	-	0	5	14	7	-	0	2	1	7	-	0	2	1	29						
Fla.	3	3	7	140	193	4	7	14	306	372	-	2	10	137	141						
Ga.	-	1	4	63	51	2	2	7	109	184	1	0	2	21	32						
Md.	-	1	5	70	59	2	2	6	101	137	-	1	4	67	97						
N.C.	1	0	11	57	94	-	0	16	120	147	3	1	4	42	33						
S.C.	1	0	4	16	23	-	1	5	53	84	-	0	2	17	6						
Va.	1	1	5	78	57	2	3	8	111	62	1	1	4	41	57						
W. Va.	-	0	2	8	6	-	0	23	39	48	-	0	4	12	13						
E.S. CENTRAL	-	2	5	90	115	1	7	14	313	298	1	2	6	86	99						
Ala.	-	0	3	16	13	-	2	7	109	89	-	0	1	9	9						
Ky.	-	0	2	19	31	-	1	7	65	67	-	1	4	43	43						
Miss.	-	0	4	8	8	-	0	8	25	11	-	0	1	-	4						
Tenn.	-	1	5	47	63	1	3	8	114	131	1	1	4	34	43						
W.S. CENTRAL	-	5	43	210	344	6	17	169	757	802	2	2	16	102	60						
Ark.	-	0	2	10	45	-	1	7	59	70	-	0	3	8	4						
La.	-	1	3	26	29	-	1	4	63	50	-	0	1	3	10						
Okla.	-	0	8	11	6	-	1	38	115	69	-	0	6	5	1						
Tex.	-	3	39	163	264	6	12	135	520	613	2	2	13	86	45						
MOUNTAIN	4	5	15	227	250	1	3	7	151	125	3	2	7	104	116						
Ariz.	2	3	11	162	153	-	1	4	49	U	1	0	5	39	35						
Colo.	-	0	3	21	36	-	0	3	30	32	-	0	2	21	25						
Idaho	2	0	1	6	9	-	0	1	12	13	1	0	1	6	11						
Mont.	-	0	2	9	11	-	0	3	-	2	-	0	1	3	6						
Nev.	-	0	2	9	11	-	1	3	29	34	-	0	2	7	10						
N. Mex.	-	0	2	10	14	-	0	2	10	22	-	0	2	8	5						
Utah	-	0	2	7	14	1	0	4	19	22	1	0	3	17	24						
Wyo.	-	0	1	3	2	-	0	1	2	-	-	0	1	3	-						
PACIFIC	-	12	92	564	934	4	10	106	438	449	-	2	11	112	78						
Alaska	-	0	1	4	1	-	0	1	7	8	-	0	1	-	1						
Calif.	-	10	40	489	884	2	7	31	327	359	-	1	11	84	77						
Hawaii	-	0	1	-	12	-	0	1	-	7	-	0	0	-	-						
Oreg.	-	1	2	27	37	-	1	4	55	75	-	0	1	9	-						
Wash.	-	0	52	44	-	2	1	74	49	-	-	0	3	19	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	10	45	61	-	1	9	44	60	-	0	2	3	1						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


