
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 5, 1999 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	518	525	6,766	9,630	2,587	3,405	1	27	-	13	40	34									
NEW ENGLAND	35	33	77	133	37	70	-	5	-	4	9	1									
Maine	4	2	2	13	-	-	-	-	-	-	-	-									
N.H.	6	1	7	6	6	7	-	-	-	1	1	-									
Vt.	4	2	3	10	1	2	-	-	-	-	-	-									
Mass.	14	26	20	43	18	31	U	4	U	2	6	1									
R.I.	-	2	9	9	12	18	-	-	-	-	-	-									
Conn.	7	-	36	52	-	12	-	1	-	1	2	-									
MID. ATLANTIC	67	78	444	726	343	555	-	-	-	2	2	11									
Upstate N.Y.	36	27	102	145	88	131	-	-	-	2	2	2									
N.Y. City	10	21	71	273	76	174	-	-	-	-	-	-									
N.J.	21	26	57	132	40	95	-	-	-	-	-	8									
Pa.	-	4	214	176	139	155	-	-	-	-	-	1									
E.N. CENTRAL	69	85	1,374	1,301	245	407	-	1	-	-	1	11									
Ohio	27	32	326	144	42	28	U	-	U	-	-	-									
Ind.	12	18	92	80	23	42	-	1	-	-	1	3									
Ill.	23	31	207	339	-	108	-	-	-	-	-	-									
Mich.	7	-	723	632	179	188	-	-	-	-	-	8									
Wis.	-	4	26	106	1	41	-	-	-	-	-	-									
W.N. CENTRAL	45	31	296	741	142	165	-	-	-	-	-	-									
Minn.	12	17	25	28	16	11	-	-	-	-	-	-									
Iowa	15	1	66	338	23	24	-	-	-	-	-	-									
Mo.	12	8	163	304	81	108	-	-	-	-	-	-									
N. Dak.	-	-	1	2	-	2	-	-	-	-	-	-									
S. Dak.	1	-	8	8	1	1	U	-	U	-	-	-									
Nebr.	3	-	16	11	7	7	-	-	-	-	-	-									
Kans.	2	5	17	50	14	12	-	-	-	-	-	-									
S. ATLANTIC	122	98	806	635	487	353	-	1	-	3	4	6									
Del.	-	-	1	3	-	-	-	-	-	-	-	1									
Md.	31	32	142	150	70	75	-	-	-	-	-	1									
D.C.	3	-	32	25	11	6	U	-	U	-	-	-									
Va.	10	12	63	119	41	45	-	1	-	2	3	2									
W. Va.	4	4	13	1	11	3	-	-	-	-	-	-									
N.C.	21	12	52	41	100	81	-	-	-	-	-	-									
S.C.	2	3	16	15	38	1	-	-	-	-	-	-									
Ga.	24	19	212	127	60	59	-	-	-	-	-	1									
Fla.	27	16	275	154	156	83	-	-	-	1	1	1									
E.S. CENTRAL	42	33	207	196	205	176	-	-	-	-	-	-									
Ky.	6	5	32	11	24	21	-	-	-	-	-	-									
Tenn.	22	20	102	111	90	124	-	-	-	-	-	-									
Ala.	12	7	34	44	46	31	-	-	-	-	-	-									
Miss.	2	1	39	30	45	-	-	-	-	-	-	-									
W.S. CENTRAL	30	27	1,260	1,733	220	542	-	1	-	2	3	-									
Ark.	1	-	22	27	21	34	-	-	-	-	-	-									
La.	7	12	52	23	64	32	-	-	-	-	-	-									
Okla.	20	13	215	245	49	31	-	-	-	-	-	-									
Tex.	2	2	971	1,438	86	445	-	1	-	2	3	-									
MOUNTAIN	55	72	674	1,497	274	347	1	1	-	-	1	-									
Mont.	1	-	12	43	15	3	-	-	-	-	-	-									
Idaho	1	-	26	103	14	15	-	-	-	-	-	-									
Wyo.	1	-	4	22	5	2	-	-	-	-	-	-									
Colo.	6	13	116	107	41	41	-	-	-	-	-	-									
N. Mex.	11	3	21	78	100	133	-	-	-	-	-	-									
Ariz.	30	36	418	940	60	88	1	1	-	-	1	-									
Utah	4	3	25	97	14	30	-	-	-	-	-	-									
Nev.	1	17	52	107	25	35	-	-	-	-	-	-									
PACIFIC	53	68	1,628	2,668	634	790	-	18	-	2	20	5									
Wash.	1	3	114	512	26	58	-	-	-	-	-	1									
Oreg.	20	29	123	212	41	79	-	8	-	-	8	-									
Calif.	26	30	1,382	1,905	554	640	-	10	-	2	12	4									
Alaska	4	1	3	12	8	7	-	-	-	-	-	-									
Hawaii	2	5	6	27	5	6	-	-	-	-	-	-									
Guam	-	-	-	-	-	1	U	-	U	-	-	-									
P.R.	1	2	68	24	66	240	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


