
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 6, 2007 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	49	250	489	49	244	22	123	239	22	38	1	34	118	1	30						
NEW ENGLAND	-	22	53	-	38	4	12	26	4	2	-	0	1	-	-						
Conn.	-	1	9	-	3	4	3	14	4	-	-	0	0	-	-						
Maine	-	1	12	-	3	-	2	8	-	-	-	0	0	-	-						
Mass.	-	12	30	-	30	-	3	17	-	2	-	0	1	-	-						
N.H.	-	2	27	-	-	-	1	5	-	-	-	0	1	-	-						
R.I.	-	0	11	-	-	-	0	3	-	-	-	0	1	-	-						
Vt.	-	2	14	-	2	-	1	5	-	-	-	0	0	-	-						
MID. ATLANTIC	10	36	85	10	24	6	27	71	6	13	-	1	6	-	-						
N.J.	-	4	13	-	10	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	10	16	75	10	-	3	10	24	3	8	-	0	2	-	-						
N.Y. City	-	1	8	-	2	3	1	5	3	-	-	0	3	-	-						
Pa.	-	13	26	-	12	-	16	56	-	5	-	1	3	-	-						
E.N. CENTRAL	23	41	76	23	47	-	2	18	-	-	-	1	6	-	-						
Ill.	-	9	22	-	22	-	0	7	-	-	-	0	2	-	-						
Ind.	-	3	19	-	-	-	0	2	-	-	-	0	1	-	-						
Mich.	-	12	39	-	1	-	0	5	-	-	-	0	1	-	-						
