
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending January 5, 2013 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	57	256	394	57	210	-	3	10	-	1	2	51	228	2	11						
NEW ENGLAND	2	3	12	2	3	-	0	1	-	-	-	0	3	-	-						
Conn.	-	1	3	-	1	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	-	-	-	0	0	-	-	-	0	1	-	-						
Mass.	2	2	9	2	2	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	-	-	-	0	0	-	-	-	0	1	-	-						
Vt.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	2	43	87	2	65	-	0	2	-	-	-	1	5	-	1						
N.J.	-	15	47	-	41	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	-	13	37	-	2	-	0	1	-	-	-	0	3	-	-						
N.Y. City	2	11	21	2	20	-	0	0	-	-	-	0	3	-	-						
Pa.	-	2	6	-	2	-	0	2	-	-	-	1	4	-	1						
E.N. CENTRAL	34	35	116	34	35	-	0	2	-	1	-	4	15	-	-						
Ill.	-	5	13	-	1	-	0	1	-	-	-	2	12	-	-						
Ind.	-	1	17	-	2	-	0	1	-	1	-	1	5	-	-						
Mich.	-	4	14	-	6	-	0	0	-	-	-	0	1	-	-						
Ohio	34	21	103	34	25	-	0	0	-	-	-	0	3	-	-						
Wis.	-	2	16	-	1	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	-	8	32	-	7	-	0	6	-	-	-	5	33	-	2						
Iowa	-	1	13	-	-	-	0	0	-	-	-	0	1	-	-						
Kans.	-	2	9	-	2	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	7	-	5	-	0	5	-	-	-	5	33	-	2						
Nebr.	-	1	22	-	-	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	11	53	101	11	35	-	1	9	-	-	1	13	146	1	3						
Del.	-	0	4	-	-	-	0	0	-	-	-	0	2	-	-						
D.C.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
Fla.	4	31	66	4	18	-	0	1	-	-	-	0	3	-	1						
Ga.	4	13	21	4	14	-	1	5	-	-	-	0	0	-	-						
Md.	1	4	16	1	1	-	0	1	-	-	-	0	3	-	-						
N.C.	2	2	10	2	-	-	0	4	-	-	-	1	133	-	-						
