
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 18, 1999 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	881	1,036	4,170	5,422	24,045	28,491	19,365	24,528													
NEW ENGLAND	48	45	629	1,069	1,203	1,793	1,322	1,714													
Maine	3	3	116	169	104	127	75	48													
N.H.	2	4	38	54	94	137	110	178													
Vt.	4	-	77	50	68	96	56	74													
Mass.	15	16	143	380	857	1,006	718	1,019													
R.I.	4	4	72	67	80	96	52	33													
Conn.	20	18	183	349	U	331	311	362													
MID. ATLANTIC	195	312	772	1,185	2,731	4,694	2,516	4,481													
Upstate N.Y.	53	62	566	832	897	1,120	860	1,051													
N.Y. City	84	180	U	U	937	1,448	712	1,223													
N.J.	37	45	133	148	370	1,024	535	1,005													
Pa.	21	25	73	205	527	1,102	409	1,202													
E.N. CENTRAL	83	115	121	89	3,530	4,643	2,389	3,511													
Ohio	18	10	29	48	838	1,105	702	890													
Ind.	12	10	11	8	351	507	277	410													
Ill.	20	48	9	N	1,156	1,432	399	1,056													
Mich.	28	38	69	30	692	854	658	771													
Wis.	5	9	3	3	493	745	353	384													
W.N. CENTRAL	49	70	558	554	1,604	1,675	1,525	1,717													
Minn.	21	39	83	94	470	401	516	464													
Iowa	12	7	126	120	196	293	121	229													
Mo.	12	13	12	31	471	460	663	628													
N. Dak.	-	2	119	102	38	45	4	59													
S. Dak.	-	-	129	128	72	81	58	94													
Nebr.	-	1	2	6	138	128	-	30													
Kans.	4	8	87	73	219	267	163	213													
S. ATLANTIC	254	205	1,503	1,808	5,627	5,365	3,782	4,198													
Del.	1	2	34	33	105	63	120	98													
Md.	71	63	292	352	615	644	627	644													
D.C.	13	14	-	-	57	55	U	U													
Va.	52	39	375	427	961	728	739	664													
W. Va.	1	2	87	62	115	115	110	112													
N.C.	23	18	310	459	853	748	918	952													
S.C.	11	5	117	104	373	357	307	373													
Ga.	21	27	145	224	858	1,059	651	994													
Fla.	61	35	143	147	1,690	1,596	310	361													
E.S. CENTRAL	18	23	196	219	1,222	1,562	747	1,156													
Ky.	6	4	31	27	287	280	-	124													
Tenn.	7	12	65	117	326	411	386	517													
Ala.	4	5	100	73	395	491	308	421													
Miss.	1	2	-	2	214	380	53	94													
W.S. CENTRAL	14	28	81	26	2,029	2,936	2,193	2,204													
Ark.	1	1	14	26	388	365	116	263													
La.	10	11	-	-	334	411	370	530													
Okla.	2	3	67	N	260	315	212	154													
Tex.	1	13	-	-	1,047	1,845	1,495	1,257													
MOUNTAIN	34	51	144	184	2,173	1,791	1,456	1,571													
Mont.	4	1	50	44	45	64	1	39													
Idaho	3	7	-	N	71	85	56	72													
Wyo.	1	-	33	53	40	49	22	47													
Colo.	14	14	1	22	559	414	537	396													
N. Mex.	2	12	8	5	263	229	198	203													
Ariz.	5	8	43	35	677	548	564	549													
Utah	3	1	6	19	381	256	25	121													
Nev.	2	8	3	6	137	146	53	144													
PACIFIC	186	187	166	288	3,926	4,032	3,435	3,976													
Wash.	18	16	-	-	459	353	576	486													
Oreg.	15	13	1	3	337	227	402	254													
Calif.	145	152	158	262	2,829	3,219	2,233	3,006													
Alaska	1	2	7	23	35	43	6	27													
Hawaii	7	4	-	-	266	190	218	203													
Guam	-	2	-	-	20	23	U	U													
P.R.	-	-	47	37	255	537	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


