
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 3, 2006 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	36	51	334	1,352	1,445	60	169	334	3,212	3,433	653	783	3,202	22,777	13,550						
NEW ENGLAND	1	1	24	12	128	4	3	17	80	87	8	45	165	662	2,361						
Conn.	U	0	7	U	54	-	0	11	17	19	U	12	67	U	798						
Maine	N	0	0	N	N	1	0	2	5	1	-	4	20	85	184						
Mass.	-	0	6	-	60	3	2	5	48	58	-	17	86	92	1,270						
N.H.	-	0	0	-	-	-	0	2	5	4	4	7	42	158	81						
R.I.	1	0	11	3	7	-	0	6	3	5	-	0	0	-	-						
Vt.	-	0	2	9	7	-	0	1	2	-	4	8	32	327	28						
MID. ATLANTIC	4	3	15	80	138	11	21	35	469	432	80	102	183	2,616	2,635						
N.J.	N	0	0	N	N	3	2	7	76	62	-	0	0	-	-						
N.Y. (Upstate)	4	1	10	27	56	4	2	14	66	30	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	11	21	231	272	-	0	0	-	-						
Pa.	-	2	9	53	82	4	5	9	96	68	80	102	183	2,616	2,635						
E.N. CENTRAL	12	11	41	333	353	7	17	38	331	359	279	209	565	8,786	3,358						
Ill.	-	1	3	11	12	4	8	23	137	197	-	1	5	5	48						
Ind.	1	2	21	82	111	1	1	4	29	31	N	0	347	N	70						
