
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 1996 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1996
H. influenzae, Invasive cummulative for 1995
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1995
Hepatitis (Viral), Type B cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1995
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1996
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1996

tab delimited data:
test
UNITED STATES	379	374	6,168	6,638	1,851	2,368	2	45	-	3											
NEW ENGLAND	9	18	67	45	36	63	-	5	-	1											
Maine	-	1	8	6	2	2	-	-	-	-											
N.H.	7	1	3	3	1	6	-	-	-	-											
Vt.	-	1	1	3	2	1	-	1	-	-											
Mass.	2	4	34	17	8	17	-	3	-	1											
R.I.	-	-	3	8	4	7	-	-	-	-											
Conn.	-	11	18	8	19	30	-	1	-	-											
MID. ATLANTIC	51	40	388	352	260	279	-	1	-	1											
Upstate N.Y.	13	13	88	82	76	83	-	-	-	-											
N.Y. City	5	5	179	138	149	54	-	1	-	1											
N.J.	17	8	75	66	4	96	U	-	U	-											
Pa.	16	14	46	66	31	46	-	-	-	-											
E.N. CENTRAL	56	70	559	961	222	326	-	2	-	-											
Ohio	34	37	277	541	34	28	-	2	-	-											
Ind.	2	10	100	48	38	74	-	-	-	-											
Ill.	14	19	65	199	27	88	-	-	-	-											
Mich.	2	4	90	106	117	114	-	-	-	-											
Wis.	4	-	27	67	6	22	-	-	-	-											
W.N. CENTRAL	16	16	509	305	139	169	2	2	-	-											
Minn.	4	4	18	21	3	9	2	2	-	-											
Iowa	6	1	137	15	57	14	-	-	-	-											
Mo.	5	8	233	221	57	123	-	-	-	-											
N. Dak.	-	-	5	4	-	1	-	-	-	-											
S. Dak.	1	-	27	3	-	1	-	-	-	-											
Nebr.	-	1	51	16	5	11	-	-	-	-											
Kans.	-	2	38	25	17	10	-	-	-	-											
S. ATLANTIC	94	93	228	275	313	330	-	2	-	-											
Del.	1	-	5	3	1	3	-	1	-	-											
Md.	20	33	53	57	81	68	-	1	-	-											
D.C.	-	-	6	2	5	8	-	-	-	-											
Va.	3	12	43	53	40	26	-	-	-	-											
W. Va.	1	2	6	7	8	19	-	-	-	-											
N.C.	13	11	26	24	103	93	-	-	-	-											
S.C.	3	-	24	8	28	9	-	-	-	-											
Ga.	52	21	2	37	3	33	-	-	-	-											
Fla.	1	14	63	84	44	71	-	-	-	-											
E.S. CENTRAL	7	4	270	368	68	258	-	-	-	-											
Ky.	2	1	6	20	20	28	-	-	-	-											
Tenn.	-	-	104	286	33	194	-	-	-	-											
Ala.	4	3	76	36	15	36	-	-	-	-											
Miss.	1	-	84	26	-	-	-	-	-	-											
W.S. CENTRAL	11	16	1,020	606	145	211	-	1	-	-											
Ark.	-	3	165	37	15	4	-	-	-	-											
La.	-	1	20	18	13	24	-	-	-	-											
Okla.	11	10	471	138	22	29	-	-	-	-											
Tex.	-	2	364	413	95	154	-	1	-	-											
MOUNTAIN	40	38	856	1,160	228	169	-	3	-	-											
Mont.	-	-	22	19	2	6	-	-	-	-											
Idaho	1	2	104	135	26	21	-	-	-	-											
Wyo.	18	2	6	46	6	3	-	-	-	-											
Colo.	4	6	22	149	8	34	-	-	-	-											
N. Mex.	7	5	143	240	102	63	-	-	-	-											
Ariz.	5	10	248	290	36	22	-	-	-	-											
Utah	3	4	260	244	37	13	-	-	-	-											
Nev.	2	9	51	37	11	7	-	3	-	-											
PACIFIC	95	79	2,271	2,566	440	563	-	29	-	1											
Wash.	1	4	139	151	25	45	-	4	-	-											
Oreg.	12	9	328	517	22	29	-	-	-	-											
Calif.	80	64	1,753	1,837	389	481	-	1	-	-											
Alaska	-	-	27	15	2	3	-	24	-	-											
Hawaii	2	2	24	46	2	5	-	-	-	1											
Guam	-	-	-	1	-	-	U	-	U	-											
P.R.	-	3	25	11	90	84	-	-	-	-											
V.I.	-	-	-	-	-	1	U	-	U	-											
Amer. Samoa	-	-	-	5	-	-	U	-	U	-											
C.N.M.I.	10	-	1	10	5	1	U	-	U	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


