
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 15, 2002 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	125	134	11	14	3,865	4,085	2,875	3,115	1,395	1,905											
NEW ENGLAND	6	10	-	-	160	212	92	62	18	25											
Maine	-	-	-	-	6	5	3	5	-	-											
N.H.	-	-	-	-	10	4	11	9	-	-											
Vt.	-	-	-	-	-	5	2	4	11	6											
Mass.	3	7	-	-	73	77	49	11	7	19											
R.I.	-	-	-	-	21	8	14	10	-	-											
Conn.	3	3	-	-	50	113	13	23	-	-											
MID. ATLANTIC	20	17	1	2	481	529	640	608	618	520											
Upstate N.Y.	8	5	-	1	92	113	73	55	27	15											
N.Y. City	6	4	-	-	205	198	364	301	-	-											
N.J.	4	2	-	-	51	125	114	112	580	473											
Pa.	2	6	1	1	133	93	89	140	11	32											
E.N. CENTRAL	17	25	-	1	518	492	378	371	52	101											
Ohio	5	6	-	-	163	111	45	58	5	5											
Ind.	6	4	-	1	27	38	16	15	-	1											
Ill.	5	10	-	-	152	148	33	49	7	8											
Mich.	-	-	-	-	116	156	284	228	40	87											
Wis.	1	5	-	-	60	39	-	21	-	-											
W.N. CENTRAL	2	1	3	2	164	175	98	99	428	605											
Minn.	2	1	1	-	23	14	7	10	-	1											
Iowa	-	-	-	-	41	18	10	10	1	-											
Mo.	-	-	2	2	41	37	57	58	419	599											
N. Dak.	-	-	-	-	1	1	1	-	-	-											
S. Dak.	-	-	-	-	3	1	-	1	-	-											
Nebr.	-	-	-	-	5	22	14	11	6	2											
Kans.	-	-	-	-	50	82	9	9	2	3											
S. ATLANTIC	29	27	1	4	1,156	724	727	552	76	28											
Del.	-	-	-	-	8	4	7	10	3	2											
Md.	1	4	-	-	136	104	62	61	9	3											
D.C.	-	-	-	-	44	21	8	7	-	-											
Va.	2	4	-	-	41	62	102	62	1	-											
W. Va.	-	-	1	-	10	6	13	14	1	6											
N.C.	3	1	-	4	122	55	106	98	14	8											
S.C.	4	1	-	-	42	27	39	10	4	3											
Ga.	13	13	-	-	281	393	235	178	17	-											
Fla.	6	4	-	-	472	52	155	112	27	6											
E.S. CENTRAL	7	10	-	2	134	165	161	199	87	119											
Ky.	-	-	-	1	31	33	23	24	2	5											
Tenn.	5	5	-	-	55	69	70	91	17	31											
Ala.	2	4	-	1	23	52	35	44	3	2											
Miss.	-	1	-	-	25	11	33	40	65	81											
W.S. CENTRAL	6	4	-	-	56	482	174	398	12	411											
Ark.	-	-	-	-	22	29	53	49	1	4											
La.	1	-	-	-	11	53	12	62	11	98											
Okla.	5	4	-	-	22	78	1	48	-	3											
Tex.	-	-	-	-	1	322	108	239	-	306											
MOUNTAIN	24	12	5	1	309	364	226	234	40	30											
Mont.	-	-	-	-	9	5	3	2	-	-											
Idaho	1	-	-	-	20	34	3	7	-	1											
Wyo.	-	-	-	-	2	2	9	-	5	4											
Colo.	2	-	-	-	50	35	45	53	18	5											
N. Mex.	4	6	1	1	8	14	39	63	-	10											
Ariz.	12	4	3	-	164	191	84	71	3	6											
Utah	4	2	-	-	30	37	18	15	2	1											
Nev.	1	-	1	-	26	46	25	23	12	3											
PACIFIC	14	28	1	2	887	942	379	592	64	66											
Wash.	1	-	-	1	86	46	30	49	12	15											
Oreg.	4	5	-	-	43	62	72	74	11	10											
Calif.	6	21	1	1	750	813	271	455	41	41											
Alaska	1	1	-	-	7	12	3	4	-	-											
Hawaii	2	1	-	-	1	9	3	10	-	-											
Guam	-	-	-	-	-	1	-	-	-	-											
P.R.	-	1	-	-	47	83	31	116	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	26	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


