
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2011 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	14	53	116	73	139	25	397	1,670	150	767	8	26	80	35	69						
NEW ENGLAND	-	4	15	1	8	-	126	503	3	252	1	1	5	1	5						
Conn.	-	1	6	-	2	-	46	212	-	122	-	0	1	-	-						
Maine	-	0	4	-	-	-	11	65	-	1	-	0	1	-	-						
Mass.	-	2	10	-	3	-	41	223	-	81	-	1	4	-	5						
N.H.	-	0	5	-	1	-	24	68	1	40	-	0	2	-	-						
R.I.	-	0	4	-	1	-	1	40	-	-	-	0	1	-	-						
Vt.	-	0	2	1	1	-	4	27	2	8	1	0	1	1	-						
MID. ATLANTIC	3	14	47	16	28	16	171	735	101	358	-	7	17	6	21						
N.J.	-	1	11	-	5	-	49	220	-	103	-	0	1	-	-						
N.Y. (Upstate)	2	5	19	5	7	6	38	200	8	13	-	1	6	1	4						
N.Y. City	-	2	17	3	7	-	2	7	-	11	-	4	14	4	12						
Pa.	1	6	18	8	9	10	86	385	93	231	-	1	3	1	5						
E.N. CENTRAL	4	12	44	16	27	-	26	324	-	29	1	2	9	4	7						
Ill.	-	2	15	-	5	-	1	17	-	1	-	1	7	-	4						
Ind.	-	2	6	3	3	-	1	7	-	2	-	0	2	-	-						
Mich.	-	2	20	3	5	-	1	13	-	-	-	0	4	-	1						
Ohio	4	4	15	10	13	-	0	9	-	2	1	1	5	4	2						
Wis.	-	1	11	-	1	-	21	297	-	24	-	0	1	-	-						
W.N. CENTRAL	-	2	9	1	1	-	1	11	-	1	-	1	4	-	5						
Iowa	-	0	2	-	-	-	0	10	-	1	-	0	2	-	2						
Kans.	-	0	2	-	-	-	0	1	-	-	-	0	2	-	1						
Minn.	-	0	8	-	-	-	0	0	-	-	-	0	3	-	-						
