
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 2, 2002 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	819	862	2	80	896	1,464	30	50													
NEW ENGLAND	11	4	-	-	39	51	3	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	1	2	-	-													
Vt.	-	-	-	-	-	1	-	-													
Mass.	6	1	-	-	10	27	2	4													
R.I.	2	-	-	-	7	4	-	-													
Conn.	3	3	-	-	21	17	1	-													
MID. ATLANTIC	67	73	-	11	203	237	2	20													
Upstate N.Y.	5	3	-	8	18	31	-	4													
N.Y. City	43	45	-	-	150	108	2	1													
N.J.	17	9	-	3	-	64	-	15													
Pa.	2	16	-	-	35	34	-	-													
E.N. CENTRAL	167	114	-	16	150	129	6	3													
Ohio	24	8	-	1	28	28	2	1													
Ind.	9	24	-	2	17	14	1	-													
Ill.	45	52	-	11	69	60	-	1													
Mich.	86	25	-	2	30	15	2	1													
Wis.	3	5	-	-	6	12	1	-													
W.N. CENTRAL	5	20	-	1	60	44	-	4													
Minn.	2	11	-	-	27	30	-	-													
Iowa	-	-	-	-	-	-	-	-													
Mo.	3	5	-	-	28	8	-	4													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	5	1	-	-													
Nebr.	-	-	-	-	-	5	-	-													
Kans.	-	4	-	1	-	-	-	-													
S. ATLANTIC	207	317	-	23	130	270	8	9													
Del.	3	3	-	-	-	-	-	-													
Md.	11	49	-	1	17	15	-	3													
D.C.	8	7	-	1	-	16	-	-													
Va.	7	25	-	-	7	25	-	-													
W. Va.	-	-	-	-	5	7	-	-													
N.C.	64	81	-	2	34	13	-	1													
S.C.	21	49	-	7	9	21	-	-													
Ga.	27	32	-	5	16	58	5	3													
Fla.	66	71	-	7	42	115	3	2													
E.S. CENTRAL	104	97	-	4	75	91	-	-													
Ky.	9	8	-	-	15	11	-	-													
Tenn.	44	50	-	2	32	22	-	-													
Ala.	35	19	-	2	24	39	-	-													
Miss.	16	20	-	-	4	19	-	-													
W.S. CENTRAL	125	124	2	14	7	260	-	4													
Ark.	6	10	-	2	4	19	-	-													
La.	25	18	-	-	-	-	-	-													
Okla.	11	15	-	1	3	5	-	-													
Tex.	83	81	2	11	-	236	-	4													
MOUNTAIN	42	34	-	2	29	60	2	2													
Mont.	-	-	-	-	-	-	-	1													
Idaho	1	-	-	-	-	3	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	3	-	-	5	15	1	-													
N. Mex.	6	4	-	-	7	6	-	-													
Ariz.	33	22	-	2	12	19	-	-													
Utah	2	4	-	-	2	2	1	-													
Nev.	-	1	-	-	2	15	-	1													
PACIFIC	91	79	-	9	203	322	9	4													
Wash.	8	13	-	-	26	26	-	-													
Oreg.	4	2	-	-	11	10	2	-													
Calif.	78	61	-	9	131	252	7	3													
Alaska	-	-	-	-	16	9	-	-													
Hawaii	1	3	-	-	19	25	-	1													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	53	-	1	-	11	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	2	U	-	U	11	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


