
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending January 12, 2002 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	-	1	185	5,520	11,858	29	38	-	-												
NEW ENGLAND	-	-	13	190	158	-	1	-	-												
Maine	-	-	6	1	-	-	-	-	-												
N.H.	-	-	1	4	3	-	-	-	-												
Vt.	-	-	3	2	8	-	-	-	-												
Mass.	-	-	1	155	36	-	1	-	-												
R.I.	-	-	-	28	27	-	-	-	-												
Conn.	-	-	2	-	84	-	-	-	-												
MID. ATLANTIC	-	-	16	442	936	8	8	-	-												
Upstate N.Y.	-	-	4	22	47	5	-	-	-												
N.Y. City	-	-	3	258	347	2	2	-	-												
N.J.	-	-	-	-	165	-	6	-	-												
Pa.	-	-	9	162	377	1	-	-	-												
E.N. CENTRAL	-	-	35	887	2,333	7	9	-	-												
Ohio	-	-	14	62	837	7	3	-	-												
Ind.	-	-	-	84	236	-	-	-	-												
Ill.	-	-	5	305	789	-	4	-	-												
Mich.	-	-	13	404	240	-	1	-	-												
Wis.	-	-	3	32	231	-	1	-	-												
W.N. CENTRAL	-	-	25	55	548	-	1	-	-												
Minn.	-	-	-	30	118	-	-	-	-												
Iowa	-	-	7	-	5	-	-	-	-												
Mo.	-	-	11	15	264	-	1	-	-												
N. Dak.	-	-	-	-	-	-	-	-	-												
S. Dak.	-	-	1	10	10	-	-	-	-												
Nebr.	-	-	-	-	34	-	-	-	-												
Kans.	-	-	6	-	117	-	-	-	-												
S. ATLANTIC	-	-	45	1,231	3,305	8	13	-	-												
Del.	-	-	4	-	57	-	-	-	-												
Md.	-	-	3	107	331	-	-	-	-												
D.C.	-	-	4	92	119	-	-	-	-												
Va.	-	-	-	302	202	-	-	-	-												
W. Va.	-	-	-	26	12	-	-	-	-												
N.C.	-	-	-	209	476	1	5	-	-												
S.C.	-	-	-	-	1,214	-	-	-	-												
Ga.	-	-	34	3	392	7	6	-	-												
Fla.	-	-	-	492	502	-	2	-	-												
E.S. CENTRAL	-	1	5	1,015	1,201	-	1	-	-												
Ky.	-	1	-	99	112	-	-	-	-												
Tenn.	-	-	-	384	382	-	-	-	-												
Ala.	-	-	5	349	423	-	1	-	-												
Miss.	-	-	-	183	284	-	-	-	-												
W.S. CENTRAL	-	-	-	1,361	2,136	-	-	-	-												
Ark.	-	-	-	-	245	-	-	-	-												
La.	-	-	-	340	460	-	-	-	-												
Okla.	-	-	-	144	164	-	-	-	-												
Tex.	-	-	-	877	1,267	-	-	-	-												
MOUNTAIN	-	-	17	154	453	1	4	-	-												
Mont.	-	-	1	5	1	-	-	-	-												
Idaho	-	-	1	1	4	-	-	-	-												
Wyo.	-	-	-	-	3	-	-	-	-												
Colo.	-	-	14	58	213	1	2	-	-												
N. Mex.	-	-	1	25	56	-	2	-	-												
Ariz.	-	-	-	57	107	-	-	-	-												
Utah	-	-	-	8	1	-	-	-	-												
Nev.	-	-	-	-	68	-	-	-	-												
PACIFIC	-	-	29	185	788	5	1	-	-												
Wash.	-	-	-	118	91	-	-	-	-												
Oreg.	-	-	25	-	43	3	-	-	-												
Calif.	-	-	-	50	625	-	1	-	-												
Alaska	-	-	1	12	9	-	-	-	-												
Hawaii	-	-	3	5	20	2	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	-	-	-	-	20	-	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	-	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


