
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 1, 2009 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	104	260	1,697	6,981	4,704	37	67	138	1,970	2,342	28	30	179	747	1,007						
NEW ENGLAND	-	15	33	254	548	9	8	15	193	214	-	0	2	4	3						
Conn.	-	0	4	18	33	5	3	10	85	102	-	0	0	-	-						
Maine	-	1	10	63	16	1	1	5	33	31	-	0	2	4	-						
Mass.	-	8	26	105	432	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	7	49	19	1	1	7	23	23	-	0	0	-	1						
R.I.	-	0	5	11	41	-	0	3	21	18	-	0	2	-	1						
Vt.	-	0	2	8	7	2	1	4	31	40	-	0	0	-	-						
MID. ATLANTIC	11	23	64	602	554	13	15	30	347	503	-	1	29	35	74						
N.J.	-	4	12	92	115	-	0	0	-	-	-	0	6	-	51						
N.Y. (Upstate)	1	5	41	108	195	13	8	20	229	263	-	0	29	4	10						
N.Y. City	-	0	21	48	48	-	0	2	-	11	-	0	4	20	6						
Pa.	10	11	33	354	196	-	6	17	118	229	-	0	2	11	7						
E.N. CENTRAL	32	50	238	1,511	812	4	2	28	103	101	-	2	15	41	74						
Ill.	-	14	45	255	126	2	1	20	40	36	-	1	10	26	56						
Ind.	-	5	158	188	28	-	0	12	12	3	-	0	3	2	2						
Mich.	3	10	21	326	118	1	1	9	31	37	-	0	2	4	2						
Ohio	29	18	57	665	475	1	0	7	20	25	-	0	3	9	14						
Wis.	-	4	10	77	65	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	21	33	872	1,057	391	6	5	17	151	160	2	4	25	108	250						
Iowa	-	5	21	107	64	-	0	5	9	12	-	0	1	2	6						
Kans.	-	4	12	118	33	2	1	6	55	44	-	0	1	1	-						
Minn.	-	0	808	165	110	-	0	11	29	26	-	0	0	-	-						
Mo.	21	15	51	546	132	4	1	8	27	25	2	3	24	99	233						
Nebr.	-	4	32	92	38	-	0	2	-	23	-	0	4	6	8						
N. Dak.	-	0	24	15	1	-	0	9	4	16	-	0	1	-	-						
S. Dak.	-	0	10	14	13	-	0	4	27	14	-	0	0	-	3						
S. ATLANTIC	12	26	71	903	452	1	25	111	893	1,051	10	14	54	315	299						
Del.	-	0	3	8	6	-	0	0	-	-	-	0	3	5	20						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	0	-	6						
Fla.	10	8	32	308	126	-	0	95	100	138	-	0	3	5	5						
Ga.	-	3	11	106	48	-	4	71	225	229	2	1	5	24	45						
Md.	1	3	10	61	58	-	6	13	184	264	-	1	7	26	38						
N.C.	-	0	65	199	77	N	2	4	N	N	8	9	36	203	106						
S.C.	-	3	16	118	63	-	0	0	-	-	-	0	9	14	17						
Va.	-	4	24	94	67	-	10	24	315	359	-	2	15	35	56						
W. Va.	1	0	2	9	6	1	2	6	69	61	-	0	1	3	6						
E.S. CENTRAL	6	13	33	429	170	1	2	7	65	104	1	4	19	132	166						
Ala.	4	3	19	164	23	-	0	0	-	-	-	1	6	28	43						
Ky.	1	4	15	126	37	1	1	4	31	24	-	0	0	-	1						
Miss.	-	1	4	30	69	-	0	2	-	2	-	0	1	5	7						
Tenn.	1	3	14	109	41	-	2	6	34	78	1	3	17	99	115						
W.S. CENTRAL	1	54	389	1,260	647	-	0	7	31	61	15	2	161	94	120						
Ark.	-	4	38	123	46	-	0	5	23	34	13	0	61	41	13						
La.	-	2	7	62	40	-	0	0	-	-	-	0	2	2	3						
Okla.	1	0	45	18	19	-	0	6	7	25	2	0	98	40	80						
Tex.	-	44	304	1,057	542	-	0	1	1	2	-	0	6	11	24						
MOUNTAIN	12	16	31	476	501	-	2	9	52	38	-	1	3	16	19						
Ariz.	1	3	8	107	140	N	0	0	N	N	-	0	2	3	6						
Colo.	10	5	12	170	85	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	5	45	21	-	0	2	-	4	-	0	1	-	-						
Mont.	-	0	4	11	63	-	0	4	15	3	-	0	2	8	3						
Nev.	-	0	3	7	21	-	0	5	2	3	-	0	2	1	-						
N. Mex.	-	1	10	30	28	-	0	2	15	19	-	0	1	1	2						
Utah	-	4	19	105	133	-	0	6	3	2	-	0	1	1	3						
Wyo.	-	0	2	1	10	-	0	4	17	7	-	0	2	2	5						
PACIFIC	9	22	98	489	629	3	4	13	135	110	-	0	1	2	2						
Alaska	-	4	21	56	63	-	0	4	18	12	N	0	0	N	N						
Calif.	-	6	19	128	312	3	4	12	115	94	-	0	1	2	-						
Hawaii	-	0	3	17	6	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	13	131	95	-	0	2	2	4	-	0	1	-	2						
Wash.	9	6	76	157	153	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	3	22	37	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


