
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2011 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	88	275	453	903	1,566	-	2	11	8	5	2	24	91	30	27						
NEW ENGLAND	-	4	17	4	92	-	0	0	-	-	-	0	1	-	-						
Conn.	-	0	2	2	63	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	1	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	16	-	24	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	2	29	69	56	277	-	0	1	-	-	-	1	4	2	-						
N.J.	-	5	16	5	41	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	2	3	15	17	20	-	0	1	-	-	-	0	3	-	-						
N.Y. City	-	5	14	24	45	-	0	1	-	-	-	0	4	2	-						
Pa.	-	11	55	10	171	-	0	0	-	-	-	0	3	-	-						
E.N. CENTRAL	4	25	239	73	195	-	0	1	-	-	-	1	10	2	1						
Ill.	-	8	229	20	79	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	6	5	-	0	1	-	-	-	0	5	-	1						
