
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2001 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	11,921	12,725	197,475	219,929	445	457	320	466	209	375											
NEW ENGLAND	469	789	7,528	7,568	18	27	38	42	32	44											
Maine	14	14	393	398	2	4	5	3	4	3											
N.H.	13	11	359	352	-	1	7	4	6	4											
Vt.	10	1	194	189	6	8	2	1	-	2											
Mass.	271	526	3,328	3,274	5	7	17	20	15	16											
R.I.	40	33	945	770	3	2	1	-	2	-											
Conn.	121	204	2,309	2,585	2	5	6	14	5	19											
MID. ATLANTIC	2,254	3,159	16,811	21,105	46	92	31	63	15	56											
Upstate N.Y.	97	157	N	N	21	24	24	56	10	38											
N.Y. City	1,028	1,930	8,970	8,968	23	63	-	4	1	2											
N.J.	635	628	1,374	4,318	1	1	7	3	4	7											
Pa.	494	444	6,467	7,819	1	4	N	N	-	9											
E.N. CENTRAL	926	1,259	27,689	38,276	137	95	66	88	26	29											
Ohio	167	172	2,898	10,074	35	17	22	17	10	9											
Ind.	85	97	4,873	4,226	17	5	12	10	2	10											
Ill.	433	803	7,366	10,602	-	15	9	29	7	-											
Mich.	189	141	9,675	7,981	36	12	14	12	-	5											
Wis.	52	46	2,877	5,393	49	46	9	20	7	5											
W.N. CENTRAL	243	271	10,034	12,412	21	25	26	67	24	68											
Minn.	47	47	1,906	2,665	-	4	8	10	12	30											
Iowa	24	23	1,325	1,406	11	6	4	13	2	7											
Mo.	117	123	3,195	4,241	5	6	5	25	6	16											
N. Dak.	1	-	323	308	-	1	-	2	1	4											
S. Dak.	-	3	611	583	2	3	3	2	1	2											
Nebr.	16	19	778	1,167	3	2	-	10	-	6											
Kans.	38	56	1,896	2,042	-	3	6	5	2	3											
S. ATLANTIC	3,720	3,357	42,100	40,349	98	59	39	38	20	32											
Del.	72	63	987	989	1	1	-	1	-	-											
Md.	436	388	4,043	3,919	20	4	2	6	-	1											
D.C.	297	264	1,206	1,062	7	-	-	-	U	U											
Va.	270	237	5,544	4,951	6	3	6	8	5	9											
W. Va.	28	19	755	682	-	-	1	2	-	2											
N.C.	190	169	6,923	6,635	14	6	20	8	9	2											
S.C.	250	256	4,130	3,523	-	-	2	2	2	1											
Ga.	392	355	8,214	8,027	30	32	2	3	2	8											
Fla.	1,785	1,606	10,298	10,561	20	13	6	8	2	9											
E.S. CENTRAL	682	596	15,410	16,387	12	15	13	27	8	21											
Ky.	121	80	2,832	2,563	1	-	1	10	2	8											
Tenn.	220	259	4,756	4,665	2	2	7	10	5	11											
Ala.	174	163	4,183	5,234	4	7	5	1	-	-											
Miss.	167	94	3,639	3,925	5	6	-	6	1	2											
W.S. CENTRAL	1,296	1,097	31,021	32,949	7	20	21	29	23	42											
Ark.	81	68	2,639	1,901	2	1	1	4	-	3											
La.	331	213	5,624	6,027	3	2	-	2	9	8											
Okla.	67	67	3,205	2,930	2	1	7	4	6	3											
Tex.	817	749	19,553	22,091	-	16	13	19	8	28											
MOUNTAIN	510	444	10,047	12,905	39	28	38	38	22	25											
Mont.	11	6	650	543	3	1	3	8	-	-											
Idaho	7	9	554	632	5	3	5	4	-	3											
Wyo.	1	2	260	257	-	3	1	3	-	2											
Colo.	109	101	912	3,675	13	8	17	14	12	7											
N. Mex.	40	50	1,571	1,598	8	1	2	1	-	2											
Ariz.	202	141	4,153	4,140	1	3	6	6	5	8											
Utah	48	48	318	820	9	7	3	1	4	1											
Nev.	92	87	1,629	1,240	-	2	1	1	1	2											
PACIFIC	1,821	1,753	36,835	37,978	67	96	48	74	39	58											
Wash.	201	196	4,484	4,261	N	U	11	12	8	25											
Oreg.	69	47	481	2,287	2	2	6	12	6	13											
Calif.	1,526	1,456	29,998	29,726	65	94	27	43	23	14											
Alaska	9	5	799	826	-	-	-	1	-	1											
Hawaii	16	49	1,073	878	-	-	4	6	2	5											
Guam	9	13	-	-	-	-	N	N	U	U											
P.R.	408	284	1,628	U	-	-	-	1	U	U											
V.I.	2	18	53	-	-	-	-	-	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


