
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 25, 2006 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	23	68	245	3,065	3,801	17	84	574	3,658	4,379	23	41	127	2,173	2,013						
NEW ENGLAND	2	3	20	154	432	-	2	8	87	142	2	2	12	115	143						
Conn.	-	1	2	37	48	-	0	3	29	44	1	0	9	49	33						
Maine	-	0	2	6	4	-	0	2	19	12	-	0	2	8	7						
Mass.	-	0	6	51	279	-	0	5	14	48	-	0	4	27	64						
N.H.	-	0	16	37	80	-	0	2	13	29	-	0	1	1	9						
R.I.	2	0	4	14	15	-	0	4	9	3	1	0	10	22	21						
Vt.	-	0	2	9	6	-	0	1	3	6	-	0	2	8	9						
MID. ATLANTIC	1	6	17	321	606	2	8	55	382	598	5	15	47	823	697						
N.J.	-	1	6	71	144	-	2	8	96	219	-	1	11	96	116						
N.Y. (Upstate)	1	1	14	84	92	1	1	43	57	53	2	6	30	305	176						
N.Y. City	-	2	10	107	276	-	2	5	80	124	-	2	14	124	112						
Pa.	-	1	5	59	94	1	3	9	149	202	3	4	18	298	293						
E.N. CENTRAL	-	6	13	283	338	1	8	24	367	529	4	8	26	427	412						
Ill.	-	1	4	61	118	-	1	7	60	149	-	0	4	21	57						
Ind.	-	0	5	30	19	-	0	17	53	40	-	0	4	34	30						
Mich.	-	2	8	106	106	-	3	6	129	173	1	2	9	123	109						
Ohio	-	1	4	49	49	1	2	10	117	123	3	4	19	213	183						
Wis.	-	1	4	37	46	-	0	2	8	44	-	0	5	36	33						
W.N. CENTRAL	-	2	30	122	84	1	4	22	151	249	-	1	15	74	93						
Iowa	-	0	2	11	19	-	0	3	16	27	-	0	3	10	8						
Kans.	-	0	5	27	16	1	0	2	11	27	-	0	2	6	3						
Minn.	-	0	29	16	3	-	0	13	23	29	-	0	11	24	26						
Mo.	-	1	3	43	30	-	2	6	78	135	-	0	3	20	29						
Nebr.	-	0	2	17	15	-	0	3	20	24	-	0	2	9	4						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	1	-	0	1	3	7	-	0	1	5	21						
S. ATLANTIC	6	10	29	515	671	5	23	66	1,043	1,261	4	8	19	398	384						
Del.	-	0	2	12	6	-	1	4	44	30	-	0	2	11	16						
D.C.	1	0	2	8	4	-	0	2	7	11	1	0	5	30	12						
Fla.	4	4	13	198	269	3	8	19	378	437	2	3	9	146	104						
Ga.	1	1	5	57	117	2	3	8	151	189	-	0	4	20	37						
Md.	-	1	6	61	69	-	3	10	138	142	-	1	7	83	105						
N.C.	-	0	20	95	82	-	0	23	147	150	1	0	5	34	31						
S.C.	-	0	3	23	40	-	2	7	73	142	-	0	1	4	15						
Va.	-	1	11	55	80	-	1	18	56	123	-	1	7	57	44						
W. Va.	-	0	3	6	4	-	0	18	49	37	-	0	3	13	20						
E.S. CENTRAL	2	2	8	118	229	2	6	16	315	341	1	1	9	93	81						
Ala.	-	0	3	18	42	2	2	12	110	87	-	0	2	10	13						
Ky.	-	0	5	31	24	-	1	5	66	66	-	0	5	38	29						
Miss.	1	0	1	9	19	-	0	2	17	47	-	0	2	3	3						
Tenn.	1	1	5	60	144	-	2	7	122	141	1	1	7	42	36						
W.S. CENTRAL	4	7	77	323	432	-	13	315	644	575	6	0	32	49	43						
Ark.	-	0	9	38	18	-	1	3	50	65	-	0	3	3	6						
La.	-	0	4	20	62	-	0	5	33	66	-	0	2	4	2						
Okla.	3	0	2	9	5	-	0	17	70	39	6	0	3	7	7						
Tex.	1	5	73	256	347	-	10	295	491	405	-	0	26	35	28						
MOUNTAIN	1	5	17	247	302	2	3	16	155	173	-	2	8	115	91						
Ariz.	-	2	16	151	169	-	0	3	32	-	-	1	5	38	23						
Colo.	1	1	4	36	39	2	1	5	34	53	-	0	2	21	19						
Idaho	-	0	2	9	21	-	0	2	13	16	-	0	3	11	4						
Mont.	-	0	3	11	9	-	0	7	-	3	-	0	1	6	5						
Nev.	-	0	2	11	20	-	1	5	30	46	-	0	2	8	19						
N. Mex.	-	0	3	13	24	-	0	2	19	18	-	0	1	5	4						
Utah	-	0	2	13	19	-	0	5	27	35	-	0	6	26	13						
Wyo.	-	0	1	3	1	-	0	1	-	2	-	0	0	-	4						
PACIFIC	7	18	163	982	707	4	11	61	514	511	1	1	9	79	69						
Alaska	-	0	0	-	4	-	0	3	9	7	-	0	0	-	1						
Calif.	3	15	162	885	590	1	8	41	381	344	1	1	9	79	65						
Hawaii	-	0	2	10	24	-	0	1	6	8	-	0	0	-	3						
Oreg.	1	0	5	40	44	2	1	5	73	93	N	0	0	N	N						
Wash.	3	0	13	47	45	1	0	18	45	59	-	0	0	-	-						
Amer. Samoa	U	0	0	U	1	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	2	-	0	0	-	18	-	0	0	-	-						
P.R.	-	0	6	30	60	-	0	8	27	49	-	0	1	1	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


