
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 14, 2007 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	35	55	201	1,331	1,891	41	78	405	1,965	2,271	43	40	113	824	1,022						
NEW ENGLAND	-	2	6	37	108	-	2	5	33	63	2	2	13	37	65						
Conn.	-	0	3	8	21	-	0	5	18	27	2	0	9	10	15						
Maine	-	0	2	1	5	-	0	2	2	12	-	0	2	1	3						
Mass.	-	1	4	14	53	-	0	2	2	12	-	1	5	13	34						
N.H.	-	0	2	7	18	-	0	1	5	7	-	0	2	-	4						
R.I.	-	0	2	5	5	-	0	4	5	4	-	0	6	10	7						
Vt.	-	0	1	2	6	-	0	1	1	1	-	0	2	3	2						
MID. ATLANTIC	5	7	20	187	202	2	9	21	231	282	17	12	55	232	326						
N.J.	-	2	5	42	64	-	2	7	49	89	-	1	10	21	50						
N.Y. (Upstate)	4	1	11	39	43	1	1	13	44	36	8	5	30	79	106						
N.Y. City	1	2	10	63	59	-	2	6	48	66	-	2	24	29	59						
Pa.	-	1	5	43	36	1	3	8	90	91	9	5	19	103	111						
E.N. CENTRAL	4	6	17	121	163	3	9	23	215	270	5	8	31	150	216						
Ill.	-	2	7	38	38	-	2	6	47	84	-	0	13	1	43						
Ind.	2	0	7	7	15	2	0	21	22	22	2	1	6	13	15						
Mich.	-	2	8	32	53	-	2	8	57	78	-	3	10	53	47						
Ohio	2	1	4	37	39	1	2	10	78	64	3	3	19	75	86						
Wis.	-	0	4	7	18	-	0	3	11	22	-	0	3	8	25						
W.N. CENTRAL	1	2	18	83	75	1	2	15	65	77	8	1	16	38	27						
Iowa	-	0	4	17	7	-	0	3	11	12	-	0	3	4	4						
Kans.	1	0	1	3	21	-	0	1	5	8	1	0	3	2	1						
Minn.	-	0	17	42	6	-	0	13	9	10	6	0	11	11	-						
Mo.	-	0	2	12	24	-	1	5	31	39	1	0	2	16	12						
Nebr.	-	0	2	5	10	1	0	3	7	6	-	0	1	3	6						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	4	7	-	0	1	2	2	-	0	1	2	4						
S. ATLANTIC	9	11	27	257	252	16	20	56	528	642	3	8	25	174	200						
Del.	-	0	1	3	9	-	0	3	7	27	-	0	2	5	4						
D.C.	-	0	5	14	2	-	0	2	1	4	-	0	5	1	8						
Fla.	3	3	13	75	92	14	7	14	196	224	2	3	9	72	77						
Ga.	-	1	4	37	26	-	3	10	57	105	-	1	3	14	12						
Md.	-	1	6	37	31	-	2	7	49	87	-	1	8	30	46						
N.C.	4	0	11	29	50	-	0	16	75	90	-	1	4	22	20						
S.C.	-	0	3	5	11	-	2	5	37	44	-	0	2	8	3						
Va.	1	2	5	53	27	2	2	8	77	21	1	1	4	19	26						
W. Va.	1	0	1	4	4	-	0	23	29	40	-	0	4	3	4						
E.S. CENTRAL	1	2	7	49	66	1	6	17	160	176	1	2	7	44	45						
Ala.	1	0	2	8	7	-	2	10	59	54	-	0	1	5	7						
Ky.	-	0	2	9	24	1	1	6	25	41	1	1	6	21	13						
Miss.	-	0	4	6	5	-	0	8	12	8	-	0	2	-	1						
Tenn.	-	1	5	26	30	-	3	8	64	73	-	1	3	18	24						
W.S. CENTRAL	-	5	43	81	186	3	17	169	359	418	-	1	16	39	39						
Ark.	-	0	2	5	36	-	1	7	15	36	-	0	2	3	2						
La.	-	0	4	13	10	-	1	4	21	36	-	0	2	1	6						
Okla.	-	0	3	3	4	-	1	24	17	13	-	0	6	1	1						
Tex.	-	4	39	60	136	3	15	135	306	333	-	1	13	34	30						
MOUNTAIN	1	5	17	157	159	2	4	9	112	73	3	2	8	49	54						
Ariz.	1	4	13	123	88	1	0	6	47	-	1	0	4	15	19						
Colo.	-	1	3	16	26	-	0	2	18	22	1	0	2	9	7						
Idaho	-	0	1	2	7	1	0	2	7	7	-	0	3	4	6						
Mont.	-	0	3	4	6	-	0	3	-	-	-	0	1	1	3						
Nev.	-	0	2	7	8	-	1	5	23	19	1	0	2	6	4						
N. Mex.	-	0	2	2	12	-	0	2	5	9	-	0	2	3	2						
Utah	-	0	1	2	11	-	0	4	12	16	-	0	2	8	13						
Wyo.	-	0	1	1	1	-	0	1	-	-	-	0	1	3	-						
PACIFIC	14	12	92	359	680	13	10	106	262	270	4	1	11	61	50						
Alaska	-	0	1	2	1	-	0	3	4	2	-	0	1	-	-						
Calif.	12	10	40	317	648	9	7	31	195	219	3	1	11	47	50						
Hawaii	-	0	1	3	8	-	0	1	-	5	-	0	1	1	-						
Oreg.	-	1	3	16	23	-	1	5	36	44	-	0	1	3	-						
Wash.	2	0	52	21	-	4	0	74	27	-	1	0	2	10	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	2	1	10	35	26	3	1	9	36	30	-	0	2	3	1						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


