
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 24, 2007 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	140	309	1,513	15,478	16,120	2,361	6,755	8,941	300,543	320,525	19	43	184	1,990	2,049						
NEW ENGLAND	8	25	54	1,277	1,319	78	109	259	5,027	5,074	-	3	19	160	160						
Conn.	1	5	18	326	280	44	43	204	1,941	2,072	-	0	7	47	43						
Maine	4	3	10	176	174	2	2	8	112	116	-	0	4	13	18						
Mass.	-	10	29	521	567	26	51	128	2,424	2,185	-	2	6	74	73						
N.H.	-	0	3	24	21	2	2	6	133	176	-	0	2	16	12						
R.I.	2	0	15	78	102	4	8	16	368	459	-	0	10	7	6						
Vt.	1	3	9	152	175	-	1	4	49	66	-	0	1	3	8						
MID. ATLANTIC	25	56	127	2,661	3,217	369	702	1,537	32,634	30,127	6	10	27	404	427						
N.J.	-	7	11	256	436	-	114	159	5,142	4,973	-	1	5	56	76						
N.Y. (Upstate)	15	23	108	1,055	1,154	192	116	1,035	6,238	5,615	6	2	15	120	135						
N.Y. City	3	15	25	708	868	131	199	349	9,114	9,354	-	2	6	85	78						
Pa.	7	14	29	642	759	46	240	586	12,140	10,185	-	3	10	143	138						
E.N. CENTRAL	22	47	80	2,233	2,576	303	1,266	2,591	61,232	62,873	3	6	15	262	342						
Ill.	-	13	30	613	643	179	355	499	16,347	18,200	-	2	6	76	104						
Ind.	N	0	0	N	N	41	164	307	8,003	7,917	-	1	7	54	72						
Mich.	-	11	20	504	644	12	280	747	13,031	13,369	-	0	5	24	24						
Ohio	13	15	37	744	744	48	345	1,570	18,049	17,068	3	2	5	94	79						
Wis.	9	7	20	372	545	23	126	206	5,802	6,319	-	0	2	14	63						
W.N. CENTRAL	8	21	553	1,287	1,654	70	377	514	17,002	17,587	1	3	24	121	144						
Iowa	1	5	23	275	272	12	38	60	1,716	1,735	-	0	1	1	2						
Kans.	-	3	11	171	183	-	43	86	1,980	2,004	-	0	2	9	17						
Minn.	-	0	514	176	479	-	66	86	2,894	2,945	-	0	17	56	74						
Mo.	2	7	22	401	506	57	196	266	8,962	9,141	-	1	5	35	34						
Nebr.	2	2	8	146	106	-	25	57	1,140	1,284	-	0	2	15	9						
N. Dak.	3	0	16	28	19	-	2	5	80	139	1	0	2	5	8						
S. Dak.	-	1	6	90	89	1	5	11	230	339	-	0	0	-	-						
S. ATLANTIC	23	57	106	2,600	2,518	800	1,545	3,209	70,714	79,651	4	11	34	511	507						
