
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 26, 2002 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	32	15	13,842	267,427	294,471	1,231	1,199	19	20												
NEW ENGLAND	1	1	1,385	6,143	5,660	89	89	-	1												
Maine	-	-	176	111	113	1	2	-	-												
N.H.	-	-	36	109	152	8	4	-	-												
Vt.	1	1	119	81	53	7	3	-	-												
Mass.	-	-	682	2,707	2,629	48	39	-	1												
R.I.	-	-	129	753	680	10	5	-	-												
Conn.	-	-	243	2,382	2,033	15	36	-	-												
MID. ATLANTIC	-	2	3,011	33,356	34,241	225	177	3	3												
Upstate N.Y.	-	-	1,016	7,223	6,915	99	58	2	-												
N.Y. City	-	-	1,108	9,677	10,335	54	46	-	-												
N.J.	-	-	306	5,724	6,058	48	40	-	-												
Pa.	-	2	581	10,732	10,933	24	33	1	3												
E.N. CENTRAL	11	5	2,660	51,617	62,325	180	225	3	2												
Ohio	10	5	779	13,397	17,393	69	59	-	1												
Ind.	-	-	-	5,832	5,691	36	43	1	-												
Ill.	-	-	638	15,634	19,780	57	80	-	-												
Mich.	1	-	752	12,016	14,463	11	12	2	-												
Wis.	-	-	491	4,738	4,998	7	31	-	1												
W.N. CENTRAL	1	3	1,652	13,746	13,828	54	59	1	1												
Minn.	1	-	637	2,418	2,167	39	32	1	-												
Iowa	-	-	266	1,045	1,063	1	-	-	-												
Mo.	N	N	400	7,199	7,180	10	16	-	-												
N. Dak.	-	3	11	42	38	-	7	-	-												
S. Dak.	-	-	62	222	232	-	-	-	-												
Nebr.	-	-	133	713	958	1	2	-	1												
Kans.	-	-	143	2,107	2,190	3	2	-	-												
S. ATLANTIC	1	-	2,390	69,456	76,493	316	298	4	1												
Del.	-	-	44	1,337	1,413	-	-	-	-												
Md.	-	-	102	7,268	7,502	75	72	2	-												
D.C.	-	-	32	2,298	2,388	-	-	-	-												
Va.	-	-	235	7,792	8,938	28	27	-	-												
W. Va.	1	-	48	789	561	15	14	-	1												
N.C.	-	-	-	13,307	14,189	30	44	-	-												
S.C.	-	-	114	6,061	9,309	12	5	-	-												
Ga.	-	-	752	13,669	14,611	80	77	-	-												
Fla.	-	-	1,063	16,935	17,582	76	59	2	-												
E.S. CENTRAL	7	3	309	22,517	26,415	58	64	1	-												
Ky.	7	3	-	3,125	2,967	4	2	-	-												
Tenn.	-	-	144	7,802	8,133	29	34	-	-												
Ala.	-	-	165	6,796	8,754	16	26	1	-												
Miss.	-	-	-	4,794	6,561	9	2	-	-												
W.S. CENTRAL	-	-	203	39,874	43,422	54	46	2	1												
Ark.	-	-	143	3,861	3,813	2	-	-	-												
La.	-	-	3	9,909	10,459	7	9	-	-												
Okla.	-	-	57	3,825	3,895	40	36	-	-												
Tex.	-	-	-	22,279	25,255	5	1	2	1												
MOUNTAIN	11	1	1,368	8,145	8,647	144	126	2	7												
Mont.	-	-	77	77	86	-	-	-	-												
Idaho	-	-	104	77	62	2	1	-	-												
Wyo.	-	-	27	54	67	1	1	-	-												
Colo.	11	1	447	2,839	2,616	29	34	-	-												
N. Mex.	-	-	135	1,047	828	23	21	-	1												
Ariz.	-	-	178	3,006	3,282	63	52	1	4												
Utah	-	-	272	208	157	16	6	-	-												
Nev.	-	-	128	837	1,549	10	11	1	2												
PACIFIC	-	-	864	22,573	23,440	111	115	3	4												
Wash.	-	-	334	2,376	2,497	3	4	2	-												
Oreg.	-	-	363	713	965	53	32	-	-												
Calif.	-	-	-	18,415	19,117	22	52	1	4												
Alaska	-	-	90	498	351	1	6	-	-												
Hawaii	-	-	77	571	510	32	21	-	-												
Guam	-	-	-	-	44	-	-	-	-												
P.R.	-	-	36	292	501	1	1	-	-												
V.I.	-	-	-	31	22	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


