
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 28, 1998 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	38,924	51,445	492,859	424,676	2,736	1,782	297,085	268,538	4,521	3,147											
NEW ENGLAND	1,539	2,235	16,518	16,330	314	246	4,698	5,395	88	52											
Maine	26	50	959	906	35	-	61	61	-	-											
N.H.	28	39	860	735	43	43	81	86	-	-											
Vt.	18	32	378	386	19	17	34	47	3	3											
Mass.	785	803	7,588	6,650	144	142	2,077	1,915	82	42											
R.I.	108	133	2,060	1,835	12	1	371	396	3	7											
Conn.	574	1,178	4,673	5,818	61	43	2,074	2,890	-	-											
MID. ATLANTIC	10,425	15,287	54,604	51,706	274	70	33,433	34,684	334	287											
Upstate N.Y.	1,249	2,371	N	N	206	-	6,027	5,868	249	214											
N.Y. City	5,885	8,011	31,564	24,928	8	12	14,164	13,153	-	-											
N.J.	1,909	3,044	9,954	9,125	60	48	6,998	6,875	-	-											
Pa.	1,382	1,861	13,086	17,653	N	10	6,244	8,788	85	73											
E.N. CENTRAL	2,741	3,819	80,271	57,929	422	305	58,023	37,347	460	499											
Ohio	562	786	22,949	20,387	115	61	14,997	13,344	8	18											
Ind.	448	483	4,656	8,516	94	47	4,477	5,568	7	12											
Ill.	1,044	1,517	24,415	U	105	58	20,274	U	32	84											
Mich.	531	800	18,875	18,952	108	62	14,220	13,965	413	360											
Wis.	156	233	9,376	10,074	N	77	4,055	4,470	-	25											
W.N. CENTRAL	754	1,039	27,940	29,661	458	375	14,393	13,068	266	58											
Minn.	146	191	5,743	6,070	191	197	2,201	2,138	10	4											
Iowa	60	93	2,063	3,943	93	56	660	1,012	8	27											
Mo.	367	509	10,936	10,996	45	60	8,120	6,742	241	10											
N. Dak.	5	10	849	794	11	15	71	66	-	3											
S. Dak.	15	8	1,418	1,254	33	34	207	151	-	-											
Nebr.	59	84	2,364	2,432	54	-	960	1,072	4	2											
Kans.	102	144	4,567	4,172	31	13	2,174	1,887	3	12											
S. ATLANTIC	10,118	12,835	101,191	85,207	246	146	83,159	83,986	169	228											
Del.	122	210	2,354	49	-	2	1,387	1,164	-	-											
Md.	1,400	1,798	6,619	6,765	35	14	8,638	10,424	15	10											
D.C.	751	978	N	N	1	-	3,163	4,011	-	-											
Va.	771	1,096	11,750	10,695	N	42	8,169	7,958	11	25											
W. Va.	72	108	2,355	2,654	12	7	744	840	6	16											
N.C.	704	764	20,065	15,743	54	46	17,266	15,703	20	47											
S.C.	640	704	14,761	11,327	17	9	9,335	10,420	9	37											
Ga.	1,055	1,468	20,637	14,146	73	-	17,198	16,502	9	-											
Fla.	4,603	5,709	22,650	23,828	54	26	17,259	16,964	99	93											
E.S. CENTRAL	1,598	1,859	35,095	32,079	111	39	34,516	32,095	181	327											
Ky.	249	340	5,834	5,695	32	-	3,390	3,662	19	13											
Tenn.	591	717	12,078	11,551	53	33	10,508	10,121	155	217											
Ala.	417	511	9,150	7,763	23	2	11,714	10,850	5	11											
Miss.	341	291	8,033	7,070	3	4	8,904	7,462	2	86											
W.S. CENTRAL	4,758	5,608	68,112	60,578	115	24	41,872	39,598	398	460											
Ark.	177	216	3,607	2,518	11	10	3,607	4,264	10	14											
La.	819	975	13,684	9,098	5	7	11,720	8,862	103	207											
Okla.	256	274	8,611	6,669	23	7	4,796	4,334	14	7											
Tex.	3,506	4,143	42,210	42,293	76	-	21,749	22,138	271	232											
MOUNTAIN	1,360	1,540	29,537	27,113	337	217	8,285	7,416	335	289											
Mont.	26	40	1,205	1,086	15	-	44	55	7	21											
Idaho	27	50	1,848	1,489	38	23	158	137	87	65											
Wyo.	3	14	626	542	53	55	29	47	66	72											
Colo.	254	366	7,385	6,654	89	64	2,075	2,084	33	31											
N. Mex.	189	164	3,491	3,460	19	13	839	784	92	56											
Ariz.	549	375	10,243	9,737	21	26	3,717	3,318	8	25											
Utah	114	132	1,973	1,588	80	21	207	249	23	5											
Nev.	198	399	2,766	2,557	22	15	1,216	742	19	14											
PACIFIC	5,631	7,223	79,591	64,073	459	360	18,706	14,949	2,290	947											
Wash.	375	570	9,672	8,377	104	104	1,742	1,753	22	25											
Oreg.	146	261	5,434	4,499	100	94	792	672	5	3											
Calif.	4,949	6,257	60,719	48,184	248	147	15,470	11,724	2,208	758											
Alaska	17	43	1,603	1,387	7	-	266	339	1	-											
Hawaii	144	92	2,163	1,626	N	15	436	461	54	161											
Guam	1	2	201	193	N	-	24	27	-	-											
P.R.	1,499	1,716	U	U	6	U	342	499	-	-											
V.I.	31	94	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	22	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


