
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2007 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,629	20,008	22,098	140,273	164,314	142	150	428	1,328	1,507	35	68	304	355	440						
NEW ENGLAND	513	613	1,246	5,118	4,559	-	0	0	-	-	2	3	22	16	58						
Conn.	-	143	715	835	645	N	0	0	N	N	-	0	3	3	36						
Maine	33	45	72	427	341	-	0	0	-	-	-	1	6	5	5						
Mass.	397	298	604	2,839	2,489	-	0	0	-	-	-	0	14	-	12						
N.H.	11	39	69	303	278	-	0	0	-	-	-	1	5	4	3						
R.I.	68	63	108	541	570	-	0	0	-	-	-	0	5	-	-						
Vt.	4	21	45	173	236	N	0	0	N	N	2	0	5	4	2						
MID. ATLANTIC	1,424	2,434	3,937	17,787	18,964	-	0	0	-	-	1	10	32	38	72						
N.J.	201	378	555	2,052	3,279	N	0	0	N	N	-	0	3	-	1						
N.Y. (Upstate)	517	502	2,634	3,179	2,668	N	0	0	N	N	1	3	13	9	10						
N.Y. City	706	755	1,566	6,804	6,430	N	0	0	N	N	-	2	12	8	20						
Pa.	-	778	1,005	5,752	6,587	N	0	0	N	N	-	4	17	21	41						
E.N. CENTRAL	977	3,164	4,108	20,338	29,447	1	1	3	5	7	7	16	110	73	88						
Ill.	430	1,027	1,356	6,730	9,519	-	0	0	-	-	-	2	22	-	12						
Ind.	-	375	632	3,047	3,715	-	0	0	-	-	5	1	18	8	3						
Mich.	398	740	1,225	6,373	4,563	-	1	3	3	5	-	2	9	14	15						
Ohio	31	629	1,426	1,748	7,819	1	0	2	2	2	2	5	33	37	35						
Wis.	118	364	527	2,440	3,831	N	0	0	N	N	-	5	53	14	23						
W.N. CENTRAL	712	1,187	1,445	9,051	10,789	-	0	1	2	-	6	12	77	53	49						
Iowa	81	162	223	1,345	1,556	N	0	0	N	N	-	2	28	9	4						
Kans.	192	145	272	1,221	1,528	N	0	0	N	N	1	1	8	7	10						
Minn.	1	246	321	1,200	2,242	-	0	0	-	-	2	3	21	10	18						
Mo.	375	450	628	3,939	3,857	-	0	1	2	-	2	2	21	10	11						
Nebr.	-	97	180	673	813	N	0	0	N	N	1	1	16	4	3						
N. Dak.	14	30	64	231	349	N	0	0	N	N	-	0	1	1	-						
S. Dak.	49	51	84	442	444	N	0	0	N	N	-	1	7	12	3						
S. ATLANTIC	2,022	3,762	5,660	26,265	30,738	-	0	1	1	2	12	17	67	124	121						
Del.	74	69	107	651	629	N	0	0	N	N	-	0	3	2	-						
D.C.	-	63	161	698	461	-	0	0	-	-	-	0	2	3	5						
Fla.	-	970	1,187	3,300	7,888	N	0	0	N	N	9	7	32	61	43						
Ga.	3	708	2,567	5,199	4,806	N	0	0	N	N	1	5	12	40	36						
Md.	178	343	482	3,001	2,712	-	0	1	1	2	-	0	3	3	4						
N.C.	681	613	1,772	4,767	6,917	-	0	0	-	-	2	0	11	4	23						
S.C.	522	363	2,105	4,374	2,716	N	0	0	N	N	-	1	13	4	4						
Va.	530	453	687	3,828	4,233	N	0	0	N	N	-	1	5	6	5						
W. Va.	34	59	96	447	376	N	0	0	N	N	-	0	3	1	1						
E.S. CENTRAL	1,060	1,456	2,057	12,251	12,322	-	0	0	-	-	1	3	15	12	7						
Ala.	-	421	761	2,243	4,120	N	0	0	N	N	-	1	12	6	2						
Ky.	51	139	691	1,024	1,509	N	0	0	N	N	-	1	3	4	1						
Miss.	355	385	954	3,971	2,326	N	0	0	N	N	-	0	3	-	1						
Tenn.	654	517	634	5,013	4,367	N	0	0	N	N	1	1	5	2	3						
W.S. CENTRAL	1,317	2,209	3,023	15,413	18,023	-	0	1	-	-	-	5	46	11	17						
Ark.	237	154	337	1,397	1,390	N	0	0	N	N	-	0	2	1	1						
La.	99	279	610	911	2,863	-	0	1	-	-	-	1	9	4	-						
Okla.	283	243	423	1,998	1,725	N	0	0	N	N	-	1	4	5	8						
Tex.	698	1,453	1,904	11,107	12,045	N	0	0	N	N	-	3	37	1	8						
MOUNTAIN	197	1,291	2,042	7,133	11,212	103	102	202	889	1,113	4	3	39	17	14						
Ariz.	66	462	1,017	1,902	3,414	103	101	200	878	1,090	2	0	3	3	3						
Colo.	24	320	418	1,153	2,795	N	0	0	N	N	2	1	7	8	3						
Idaho	-	52	253	549	589	N	0	0	N	N	-	0	5	1	-						
Mont.	-	51	143	403	339	N	0	0	N	N	-	0	26	1	2						
Nev.	107	103	397	1,247	1,214	-	1	3	3	10	-	0	1	-	1						
N. Mex.	-	186	314	1,152	1,799	-	0	3	2	3	-	0	5	3	-						
Utah	-	96	181	664	827	-	1	3	6	8	-	0	3	1	5						
Wyo.	-	27	54	63	235	-	0	0	-	2	-	0	11	-	-						
PACIFIC	2,407	3,383	3,936	26,917	28,260	38	51	299	431	385	2	1	5	11	14						
Alaska	-	82	156	664	695	N	0	0	N	N	-	0	1	-	-						
Calif.	1,831	2,676	3,185	20,859	21,854	38	51	299	431	385	-	0	0	-	-						
Hawaii	4	107	133	737	1,022	N	0	0	N	N	-	0	1	-	-						
Oreg.	160	173	394	1,632	1,574	N	0	0	N	N	2	1	4	11	14						
Wash.	412	351	604	3,025	3,115	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	228	105	236	1,363	816	N	0	0	N	N	N	0	0	N	N						
V.I.	U	5	15	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


