
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 26, 2000 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2000
Malaria cummulative for 1999
Rabies, Animal cummulative for 2000
Rabies, Animal cummulative for 1999
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, PHLIS cummulative for 2000
Salmonellosis, PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	96	185	459	681	2,814	3,672	1,453	3,442													
NEW ENGLAND	-	3	60	96	181	201	167	210													
Maine	-	-	14	16	17	23	-	13													
N.H.	-	-	1	5	11	3	8	10													
Vt.	-	-	4	15	5	9	3	9													
Mass.	-	3	23	28	108	118	106	111													
R.I.	-	-	-	8	3	8	12	16													
Conn.	-	-	18	24	37	40	38	51													
MID. ATLANTIC	10	60	104	143	222	545	165	434													
Upstate N.Y.	6	12	80	90	54	97	24	130													
N.Y. City	1	29	U	U	84	180	141	177													
N.J.	-	14	13	32	-	132	-	123													
Pa.	3	5	11	21	84	136	-	4													
E.N. CENTRAL	5	23	1	1	360	583	173	518													
Ohio	2	2	1	-	141	136	64	99													
Ind.	-	4	-	-	35	29	21	38													
Ill.	-	9	-	-	120	174	-	187													
Mich.	3	5	-	1	59	143	65	143													
Wis.	-	3	-	-	5	101	23	51													
W.N. CENTRAL	3	7	39	85	125	180	128	229													
Minn.	2	-	18	15	30	48	42	82													
Iowa	-	2	7	14	14	27	8	26													
Mo.	-	5	2	3	49	54	38	68													
N. Dak.	-	-	6	15	-	1	10	7													
S. Dak.	-	-	6	25	6	7	9	10													
Nebr.	1	-	-	1	26	18	5	15													
Kans.	-	-	-	12	-	25	16	21													
S. ATLANTIC	28	41	186	261	498	661	293	622													
Del.	-	-	7	3	8	15	7	13													
Md.	16	15	42	70	86	90	50	74													
D.C.	-	5	-	-	-	16	U	U													
Va.	7	7	55	56	48	76	22	76													
W. Va.	-	1	15	13	17	7	11	15													
N.C.	4	1	39	56	115	160	67	129													
S.C.	-	-	13	11	55	37	32	46													
Ga.	-	5	-	28	56	125	104	188													
Fla.	1	7	15	24	113	135	-	81													
E.S. CENTRAL	4	4	23	31	149	237	67	115													
Ky.	1	-	4	10	17	54	U	U													
Tenn.	-	2	16	15	40	67	41	70													
Ala.	3	2	3	6	58	71	23	38													
Miss.	-	-	-	-	34	45	3	7													
W.S. CENTRAL	1	9	8	10	177	240	160	364													
Ark.	-	1	-	-	26	30	6	32													
La.	1	6	-	-	18	43	41	55													
Okla.	-	1	8	10	22	29	-	12													
Tex.	-	1	-	-	111	138	113	265													
MOUNTAIN	8	8	18	18	275	255	163	238													
Mont.	-	1	9	7	11	3	-	1													
Idaho	-	1	-	-	21	9	-	12													
Wyo.	-	-	5	5	3	2	-	5													
Colo.	4	1	-	1	50	70	34	66													
N. Mex.	-	1	1	-	28	28	21	29													
Ariz.	2	3	3	5	90	87	70	71													
Utah	2	1	-	-	46	29	38	33													
Nev.	-	-	-	-	26	27	-	21													
PACIFIC	37	30	20	36	827	770	137	712													
Wash.	2	2	-	-	23	31	59	97													
Oreg.	4	5	-	-	42	54	49	82													
Calif.	31	20	16	36	715	627	-	478													
Alaska	-	-	4	-	10	6	2	4													
Hawaii	-	3	-	-	37	52	27	51													
Guam	-	-	-	-	-	13	U	U													
P.R.	-	-	2	6	-	53	U	U													
V.I.	-	U	-	U	-	U	U	U													
Amer. Samoa	-	U	-	U	-	U	U	U													
C.N.M.I.	-	U	-	U	-	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


