
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 4, 2006 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,427	19,268	35,170	808,079	812,703	138	149	1,643	6,829	3,717	71	72	594	4,341	6,673						
NEW ENGLAND	516	638	1,550	28,137	26,961	-	0	0	-	-	-	4	35	256	319						
Conn.	244	178	1,214	8,213	7,824	N	0	0	N	N	-	0	32	32	75						
Maine	-	43	67	1,874	1,900	N	0	0	N	N	-	0	4	34	27						
Mass.	234	296	618	12,927	12,005	-	0	0	-	-	-	1	14	88	138						
N.H.	9	38	65	1,658	1,576	-	0	0	-	-	-	1	5	42	34						
R.I.	27	63	107	2,549	2,836	-	0	0	-	-	-	0	6	14	11						
Vt.	2	19	43	916	820	N	0	0	N	N	-	0	5	46	34						
MID. ATLANTIC	1,078	2,411	3,696	101,838	100,748	-	0	0	-	-	6	11	444	489	2,803						
N.J.	-	369	497	14,815	16,394	N	0	0	N	N	-	0	2	10	56						
N.Y. (Upstate)	518	499	1,727	20,571	20,136	N	0	0	N	N	5	3	441	150	2,362						
N.Y. City	-	728	1,567	32,020	32,804	N	0	0	N	N	-	2	7	87	138						
Pa.	560	764	1,104	34,432	31,414	N	0	0	N	N	1	4	16	242	247						
E.N. CENTRAL	1,109	3,140	12,578	132,931	137,446	-	1	3	40	11	6	16	103	1,090	1,516						
Ill.	679	970	1,694	44,051	42,939	-	0	0	-	-	-	2	18	137	149						
Ind.	274	392	510	16,461	17,106	N	0	0	N	N	1	1	18	85	76						
Mich.	-	663	9,888	29,054	22,947	-	0	3	34	11	-	2	7	116	99						
Ohio	56	657	1,430	26,603	37,137	-	0	2	6	-	5	5	33	321	727						
Wis.	100	394	531	16,762	17,317	N	0	0	N	N	-	5	53	431	465						
W.N. CENTRAL	647	1,160	1,456	49,724	50,121	-	0	12	1	4	18	11	75	758	569						
Iowa	152	159	225	7,019	6,197	N	0	0	N	N	-	1	28	162	117						
Kans.	145	152	269	6,090	6,239	N	0	0	N	N	1	1	8	76	33						
Minn.	1	229	347	9,398	10,487	-	0	12	-	3	14	2	22	200	124						
Mo.	294	439	610	19,355	19,136	-	0	1	1	1	1	2	18	159	240						
Nebr.	-	92	176	4,208	4,353	N	0	1	N	N	2	1	16	84	25						
N. Dak.	22	34	58	1,431	1,390	N	0	0	N	N	-	0	4	9	1						
S. Dak.	33	51	116	2,223	2,319	N	0	0	N	N	-	1	7	68	29						
S. ATLANTIC	2,518	3,663	4,935	156,108	149,822	-	0	1	3	2	31	14	65	963	638						
Del.	83	68	92	3,052	2,892	N	0	0	N	N	-	0	3	13	6						
D.C.	63	52	138	2,250	3,225	-	0	0	-	-	-	0	3	13	13						
Fla.	672	954	1,155	41,392	36,650	N	0	0	N	N	21	6	32	462	293						
Ga.	3	630	2,142	26,338	26,777	-	0	0	-	-	9	3	16	204	126						
Md.	217	328	468	14,756	15,702	-	0	1	3	2	-	0	3	15	29						
N.C.	745	593	1,772	28,716	26,804	N	0	0	N	N	1	1	11	86	77						
S.C.	379	314	1,452	16,540	15,764	N	0	0	N	N	-	1	13	119	20						
Va.	356	430	840	20,470	19,736	N	0	0	N	N	-	1	6	42	61						
W. Va.	-	58	226	2,594	2,272	N	0	0	N	N	-	0	3	9	13						
E.S. CENTRAL	769	1,401	1,947	61,790	59,270	-	0	0	-	-	-	3	12	151	192						
Ala.	87	405	756	17,584	13,691	N	0	0	N	N	-	1	10	65	22						
Ky.	195	148	402	6,844	7,534	N	0	0	N	N	-	1	8	34	130						
Miss.	-	374	802	15,655	18,152	-	0	0	-	-	-	0	3	15	2						
Tenn.	487	516	608	21,707	19,893	N	0	0	N	N	-	0	5	37	38						
W.S. CENTRAL	1,346	2,201	3,605	93,905	93,977	-	0	1	1	-	2	3	35	236	212						
Ark.	227	155	335	7,036	7,401	-	0	0	-	-	-	0	2	19	5						
La.	21	261	608	11,665	14,465	-	0	1	1	N	-	0	9	52	78						
Okla.	349	221	2,159	10,541	9,970	N	0	0	N	N	-	1	4	35	40						
Tex.	749	1,478	1,904	64,663	62,141	N	0	0	N	N	2	2	26	130	89						
MOUNTAIN	615	1,045	1,839	43,197	52,998	83	112	452	4,750	2,428	8	3	39	331	123						
Ariz.	347	378	881	16,182	18,010	83	108	448	4,634	2,337	2	0	3	24	9						
Colo.	116	147	482	5,108	12,922	N	0	0	N	N	1	1	7	62	44						
Idaho	-	50	191	2,333	2,265	N	0	0	N	N	2	0	5	33	14						
Mont.	49	43	195	2,154	1,977	N	0	0	N	N	-	0	26	124	16						
Nev.	-	85	432	3,920	5,986	-	1	4	52	54	-	0	1	9	11						
N. Mex.	-	179	339	8,126	7,051	-	0	3	13	17	-	0	5	20	15						
Utah	103	94	173	4,237	3,819	-	1	3	49	17	-	0	3	16	11						
Wyo.	-	27	54	1,137	968	-	0	2	2	3	3	0	11	43	3						
PACIFIC	1,829	3,316	5,079	140,449	141,360	55	41	1,179	2,034	1,272	-	2	52	67	301						
Alaska	-	82	152	3,469	3,626	-	0	0	-	-	-	0	1	4	3						
Calif.	1,171	2,578	4,231	110,177	109,655	55	41	1,179	2,034	1,272	-	0	14	-	176						
Hawaii	-	101	135	4,382	4,695	N	0	0	N	N	-	0	1	4	1						
Oreg.	309	165	315	7,519	7,568	N	0	0	N	N	-	1	6	59	65						
Wash.	349	340	604	14,902	15,816	N	0	0	N	N	-	0	38	-	56						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	17	27	-	717	-	0	0	-	-	-	0	0	-	-						
P.R.	-	67	161	2,945	3,498	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	16	178	196	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


