
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 16, 2005 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,608	2,906	1,397	1,415	506	482	4,019	4,061	122	222											
NEW ENGLAND	98	202	22	84	50	69	117	108	-	1											
Maine	6	6	N	N	-	2	1	2	-	-											
N.H.	8	15	-	-	3	N	7	3	-	-											
Vt.	9	8	9	6	3	1	-	-	-	-											
Mass.	68	90	-	22	44	39	85	65	-	-											
R.I.	7	17	13	7	-	5	2	15	-	1											
Conn.	-	66	U	49	U	22	22	23	-	-											
MID. ATLANTIC	594	508	141	103	97	72	503	536	11	23											
Upstate N.Y.	190	163	55	46	45	47	39	44	4	1											
N.Y. City	102	79	U	U	17	U	318	326	5	9											
N.J.	118	111	N	N	15	7	68	93	2	12											
Pa.	184	155	86	57	20	18	78	73	-	1											
E.N. CENTRAL	517	678	382	327	139	118	390	478	20	28											
Ohio	131	162	243	230	56	56	116	127	2	1											
Ind.	53	73	131	97	38	23	37	33	1	1											
Ill.	112	188	8	-	41	1	178	192	6	4											
Mich.	199	200	-	N	-	N	40	106	9	22											
Wis.	22	55	N	N	4	38	19	20	2	-											
W.N. CENTRAL	172	204	33	13	53	56	128	98	1	3											
Minn.	64	101	-	-	30	37	31	17	-	1											
Iowa	N	N	N	N	-	N	1	5	-	-											
Mo.	48	43	27	10	5	8	81	55	1	1											
N. Dak.	6	9	1	-	2	2	-	-	-	-											
S. Dak.	16	9	3	3	-	-	-	-	-	-											
Nebr.	13	14	2	-	6	5	3	5	-	-											
Kans.	25	28	N	N	10	4	12	16	-	1											
S. ATLANTIC	546	569	562	728	60	36	1,010	982	24	38											
Del.	1	3	1	4	-	N	6	3	-	1											
Md.	131	89	-	-	38	24	180	183	8	5											
D.C.	6	5	14	6	2	4	64	31	-	1											
Va.	48	44	N	N	-	N	65	54	3	1											
W. Va.	15	17	79	80	20	8	2	3	-	-											
N.C.	81	84	N	N	U	U	136	90	7	5											
S.C.	22	46	-	77	-	N	30	68	1	10											
Ga.	96	145	110	173	-	N	139	160	-	2											
Fla.	146	136	358	388	-	N	388	390	5	13											
E.S. CENTRAL	116	151	120	98	5	10	223	218	13	18											
Ky.	23	48	21	21	N	N	17	24	-	1											
Tenn.	93	103	99	75	-	N	103	75	9	7											
Ala.	-	-	-	-	-	N	84	95	3	8											
Miss.	-	-	-	2	5	10	19	24	1	2											
W.S. CENTRAL	105	225	89	44	63	93	672	635	35	42											
Ark.	11	10	12	6	13	7	29	23	-	3											
La.	6	2	77	38	19	21	141	148	5	3											
Okla.	74	44	N	N	16	28	22	19	1	2											
Tex.	14	169	N	N	15	37	480	445	29	34											
MOUNTAIN	404	315	48	17	33	28	200	210	14	27											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	5	N	N	-	N	18	13	1	2											
Wyo.	2	6	20	6	-	-	-	1	-	-											
Colo.	154	63	N	N	32	28	21	39	-	-											
N. Mex.	25	69	-	N	-	-	27	54	1	2											
Ariz.	171	147	N	N	-	N	70	87	12	23											
Utah	50	24	27	9	1	-	4	4	-	-											
Nev.	1	1	1	2	-	-	55	11	-	-											
PACIFIC	56	54	-	1	6	-	776	796	4	42											
Wash.	N	N	N	N	N	N	67	55	-	-											
Oreg.	N	N	N	N	5	N	16	19	-	-											
Calif.	-	-	N	N	N	N	685	718	4	42											
Alaska	-	-	-	-	-	N	5	-	-	-											
Hawaii	56	54	-	1	1	-	3	4	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	102	75	6	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


