
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 9, 2011 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2011
Giardiasis cummulative for 2010
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2011
Gonorrhea cummulative for 2010
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2011
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2010

tab delimited data:
test
UNITED STATES	180	326	502	3,197	4,476	2,389	5,783	6,565	71,793	76,642	38	58	121	836	917						
NEW ENGLAND	7	26	54	235	312	118	102	206	1,338	1,308	-	3	9	45	40						
Conn.	-	3	12	-	1	37	37	169	499	582	-	0	6	-	-						
Maine	5	3	11	28	47	-	3	7	43	64	-	0	2	7	1						
Mass.	-	14	25	147	164	72	48	81	659	535	-	2	6	30	28						
N.H.	1	2	10	18	41	1	3	7	31	39	-	0	1	4	5						
R.I.	-	1	7	7	17	8	5	15	99	78	-	0	2	3	5						
Vt.	1	4	10	35	42	-	0	17	7	10	-	0	3	1	1						
MID. ATLANTIC	40	61	106	629	749	447	717	1,170	9,368	8,829	11	11	26	161	197						
N.J.	-	3	18	-	95	98	117	173	1,676	1,440	-	2	5	24	29						
N.Y. (Upstate)	28	22	58	250	264	136	110	260	1,426	1,255	5	3	15	42	48						
N.Y. City	5	17	33	201	199	49	233	540	2,922	3,218	-	2	6	31	42						
Pa.	7	15	27	178	191	164	264	366	3,344	2,916	6	4	11	64	78						
E.N. CENTRAL	24	52	91	503	817	207	1,036	1,946	12,260	13,897	4	10	20	144	159						
Ill.	-	10	32	65	190	8	251	328	2,384	3,362	-	3	9	41	43						
Ind.	-	5	11	53	104	-	110	971	1,961	1,096	-	1	7	13	29						
Mich.	1	12	25	116	184	103	248	486	3,224	3,957	1	1	3	20	12						
Ohio	23	17	29	205	222	57	318	383	3,655	4,305	3	2	6	53	34						
Wis.	-	8	34	64	117	39	94	156	1,036	1,177	-	1	5	17	41						
W.N. CENTRAL	8	24	102	249	362	37	288	366	3,514	3,759	2	3	7	29	49						
Iowa	3	5	11	54	68	4	35	57	459	462	-	0	0	-	1						
Kans.	1	3	10	36	59	-	40	62	429	507	-	0	2	2	6						
Minn.	-	0	75	-	61	-	38	62	391	612	-	0	4	-	12						
Mo.	2	8	26	97	86	24	142	181	1,775	1,732	1	1	4	16	22						
Nebr.	2	4	9	50	63	8	22	50	309	305	-	0	3	10	3						
N. Dak.	-	0	5	-	3	1	3	11	32	48	1	0	2	1	5						
S. Dak.	-	2	8	12	22	-	9	20	119	93	-	0	0	-	-						
S. ATLANTIC	64	69	114	661	916	636	1,374	1,808	17,747	19,590	17	15	26	215	213						
Del.	-	0	5	7	9	14	19	48	269	261	-	0	1	1	2						
D.C.	-	0	5	5	11	44	34	66	482	533	-	0	1	-	-						
Fla.	32	39	75	311	467	172	377	486	4,790	5,288	7	4	9	78	55						
Ga.	30	11	28	197	195	119	229	668	2,965	3,338	2	3	7	45	55						
Md.	1	5	11	56	82	-	136	243	1,365	1,602	3	1	5	20	11						
N.C.	N	0	0	N	N	-	248	596	3,990	4,155	-	2	9	22	31						
S.C.	1	3	9	27	30	187	152	261	2,096	2,073	3	1	5	21	31						
Va.	-	8	32	55	112	93	130	223	1,545	2,211	2	2	6	28	23						
W. Va.	-	0	6	3	10	7	14	26	245	129	-	0	9	-	5						
E.S. CENTRAL	-	4	12	32	79	219	483	696	5,981	6,031	-	3	10	49	55						
Ala.	-	4	11	30	43	-	161	381	1,879	1,885	-	1	4	17	6						
Ky.	N	0	0	N	N	59	71	160	871	1,018	-	1	3	11	11						
Miss.	N	0	0	N	N	88	111	216	1,387	1,459	-	0	2	2	4						
Tenn.	-	0	4	2	36	72	144	194	1,844	1,669	-	1	5	19	34						
W.S. CENTRAL	-	6	14	41	91	226	873	1,209	10,963	12,762	1	3	21	46	47						
Ark.	-	2	7	21	26	116	93	138	1,328	1,191	-	0	3	10	7						
La.	-	3	8	20	38	52	100	284	1,386	1,925	-	0	4	19	10						
Okla.	-	0	5	-	27	58	74	332	682	1,001	1	1	17	17	26						
Tex.	N	0	0	N	N	-	598	866	7,567	8,645	-	0	1	-	4						
MOUNTAIN	2	31	57	243	451	86	188	230	2,171	2,417	3	5	11	94	116						
Ariz.	-	3	8	28	43	32	58	83	489	855	1	2	7	41	49						
Colo.	-	12	27	104	190	-	50	92	585	725	-	1	5	20	26						
Idaho	-	4	9	32	59	7	2	14	41	32	-	0	2	3	5						
Mont.	1	1	6	7	35	-	2	5	23	35	-	0	1	2	-						
Nev.	1	2	11	23	15	38	34	103	602	408	2	0	2	8	4						
N. Mex.	-	2	6	10	18	9	25	100	365	275	-	1	3	14	14						
Utah	-	5	13	28	74	-	5	15	52	78	-	0	3	6	13						
Wyo.	-	0	5	11	17	-	1	4	14	9	-	0	1	-	5						
PACIFIC	35	52	132	604	699	413	630	809	8,451	8,049	-	3	20	53	41						
Alaska	-	2	6	12	26	-	22	36	224	398	-	0	2	7	9						
Calif.	23	33	57	410	439	356	507	684	6,567	6,471	-	0	16	9	-						
Hawaii	-	1	4	5	18	-	13	26	133	195	-	0	2	8	9						
Oreg.	2	8	20	104	140	9	19	29	298	300	-	1	6	29	21						
Wash.	10	8	71	73	76	48	61	115	1,229	685	-	0	2	-	2						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	1	-	0	5	6	4	-	0	0	-	-						
P.R.	-	1	8	8	20	8	6	14	101	66	-	0	0	-	1						
V.I.	-	0	0	-	-	-	3	7	-	23	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


