
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 31, 2008 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	24	47	262	1,298	1,341	4	9	42	210	272	75	225	351	4,412	4,270						
NEW ENGLAND	-	1	41	24	81	-	0	8	4	11	3	6	14	117	92						
Conn.	-	0	37	-	51	-	0	7	-	4	-	0	6	8	11						
Maine	-	0	2	10	7	-	0	1	1	1	-	0	2	2	2						
Mass.	-	0	0	-	-	-	0	0	-	2	3	4	11	101	54						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	4	10						
R.I.	-	0	3	5	12	-	0	1	1	2	-	0	3	2	13						
Vt.	-	0	2	9	11	-	0	1	2	2	-	0	5	-	2						
MID. ATLANTIC	1	2	7	81	83	1	0	2	15	19	23	33	45	739	654						
N.J.	-	0	0	-	-	-	0	0	-	-	1	4	10	87	79						
N.Y. (Upstate)	1	1	4	28	26	-	0	2	4	8	4	3	13	56	51						
N.Y. City	-	0	0	-	-	-	0	0	-	-	15	17	30	465	414						
Pa.	-	1	7	53	57	1	0	2	11	11	3	5	12	131	110						
E.N. CENTRAL	5	14	50	373	367	1	2	14	60	61	4	17	31	370	353						
Ill.	-	3	15	51	70	-	0	6	11	23	-	7	19	66	181						
Ind.	-	3	28	114	77	-	0	11	14	9	-	2	6	62	17						
Mich.	-	0	1	5	-	-	0	1	1	1	-	2	17	92	46						
