
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 8, 2010 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	22	33	62	435	648	26	57	200	870	1,252	6	15	48	238	266						
NEW ENGLAND	-	1	5	15	40	-	1	4	18	19	-	1	5	9	20						
Conn.	-	0	2	9	9	-	0	3	5	5	-	1	4	9	16						
Maine	-	0	1	2	1	-	0	2	8	3	-	0	1	-	-						
Mass.	-	1	4	-	22	-	0	2	-	10	-	0	1	-	3						
N.H.	-	0	1	-	4	-	0	2	4	1	-	0	0	-	-						
R.I.	-	0	4	4	3	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	1	-	0	1	1	-	-	0	0	-	1						
MID. ATLANTIC	1	4	10	65	87	2	5	10	90	148	-	2	4	26	38						
N.J.	-	0	5	8	26	-	1	4	17	45	-	0	1	-	4						
N.Y. (Upstate)	1	1	3	17	15	-	1	6	16	24	-	1	3	17	16						
N.Y. City	-	2	5	21	21	-	1	5	29	28	-	0	1	-	1						
Pa.	-	1	6	19	25	2	1	5	28	51	-	0	4	9	17						
E.N. CENTRAL	1	4	19	50	98	3	7	13	117	189	-	2	6	42	34						
Ill.	-	1	13	10	35	-	2	6	21	39	-	0	1	-	3						
Ind.	-	0	4	3	8	-	1	5	18	30	-	0	4	6	5						
Mich.	-	1	4	20	28	1	2	6	37	48	-	1	3	34	10						
Ohio	1	0	4	12	20	2	2	4	41	49	-	0	3	2	14						
Wis.	-	0	2	5	7	-	0	1	-	23	-	0	2	-	2						
W.N. CENTRAL	1	1	9	19	38	-	3	15	47	43	-	0	10	10	4						
Iowa	-	0	3	4	12	-	1	3	7	10	-	0	4	1	2						
Kans.	-	0	2	5	3	-	0	2	2	4	-	0	0	-	1						
Minn.	-	0	8	1	7	-	0	13	2	6	-	0	9	3	-						
Mo.	1	0	3	8	8	-	1	5	28	14	-	0	1	5	-						
Nebr.	-	0	3	1	7	-	0	2	8	8	-	0	1	-	1						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	1	-	0	1	-	1	-	0	1	1	-						
S. ATLANTIC	7	7	15	103	143	12	15	39	259	382	3	3	12	53	68						
Del.	-	0	1	4	2	U	1	2	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	2	3	8	38	74	9	5	11	103	114	2	1	4	21	8						
Ga.	-	1	3	12	12	-	3	7	51	49	-	0	2	3	17						
Md.	3	0	3	7	17	-	1	6	22	40	-	0	3	8	16						
N.C.	-	0	7	11	15	-	0	9	4	107	-	0	10	9	9						
S.C.	-	1	4	18	13	-	1	4	13	11	-	0	1	-	-						
Va.	2	1	3	12	10	3	2	14	35	29	1	0	2	6	6						
W. Va.	-	0	2	1	-	-	0	19	20	20	-	0	3	6	12						
E.S. CENTRAL	1	1	3	15	13	2	7	13	95	131	1	2	6	43	40						
Ala.	-	0	2	4	1	-	1	5	22	37	-	0	2	1	5						
Ky.	1	0	2	8	1	1	2	6	32	33	-	1	5	33	22						
Miss.	-	0	1	-	6	-	0	3	5	9	-	0	0	-	-						
Tenn.	-	0	2	3	5	1	2	6	36	52	1	0	3	9	13						
W.S. CENTRAL	1	3	19	47	63	4	9	107	115	185	1	1	12	16	15						
